/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5010W10.KNP.mps.gz,0.21,509,slurm-9377826.out
/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5010W11.KNP.mps.gz,0.98,1759,slurm-9377827.out
/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5010W12.KNP.mps.gz,0.58,1223,slurm-9377828.out
/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5010W13.KNP.mps.gz,0.22,700,slurm-9377829.out
/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5010W14.KNP.mps.gz,0.45,644,slurm-9377830.out
/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5010W15.KNP.mps.gz,0.72,1723,slurm-9377831.out
/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5010W16.KNP.mps.gz,0.40,1098,slurm-9377832.out
/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5010W17.KNP.mps.gz,0.43,1465,slurm-9377833.out
/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5010W18.KNP.mps.gz,0.84,1580,slurm-9377834.out
/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5010W19.KNP.mps.gz,0.93,2055,slurm-9377835.out
/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5010W20.KNP.mps.gz,1.08,1998,slurm-9377836.out
/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5020W01.KNP.mps.gz,178.31,2379,slurm-9377837.out
/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5020W02.KNP.mps.gz,1357.85,2785,slurm-9377838.out
/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5020W03.KNP.mps.gz,13.96,1550,slurm-9377839.out
/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5020W04.KNP.mps.gz,733.12,2131,slurm-9377840.out
/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5020W05.KNP.mps.gz,2310.99,3212,slurm-9377841.out
/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5020W06.KNP.mps.gz,7.40,1245,slurm-9377842.out
/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5020W07.KNP.mps.gz,2.39,1432,slurm-9377843.out
/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5020W08.KNP.mps.gz,2542.39,3117,slurm-9377844.out
/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5020W09.KNP.mps.gz,3.27,1177,slurm-9377845.out
/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5020W10.KNP.mps.gz,12.87,2098,slurm-9377846.out
/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5020W11.KNP.mps.gz,60.14,1804,slurm-9377847.out
/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5020W12.KNP.mps.gz,9.71,2086,slurm-9377848.out
/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5020W13.KNP.mps.gz,6.72,2194,slurm-9377849.out
/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5020W14.KNP.mps.gz,575.77,1999,slurm-9377850.out
/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5020W15.KNP.mps.gz,6.01,1793,slurm-9377851.out
/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5020W16.KNP.mps.gz,5.59,1776,slurm-9377852.out
/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5020W17.KNP.mps.gz,16.16,2767,slurm-9377853.out
/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5020W18.KNP.mps.gz,14.52,2021,slurm-9377854.out
/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5020W19.KNP.mps.gz,979.74,4124,slurm-9377855.out
/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5020W20.KNP.mps.gz,160.19,1949,slurm-9377856.out
/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/knapsack.mps.gz,0.00,0,slurm-9377857.out
/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/p0033-0.500000.mps.gz,0.31,3095,slurm-9377858.out
/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/pb5.dat-0.mps.gz,7200.00,,slurm-9377859.out
/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/pb5.dat-100.mps.gz,7200.00,,slurm-9377860.out
/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/pb5.dat-50.mps.gz,7200.00,,slurm-9377861.out
/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/pet2.dat-0.mps.gz,0.21,25295,slurm-9377862.out
/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/pet2.dat-100.mps.gz,0.17,38833,slurm-9377863.out
/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/pet2.dat-50.mps.gz,0.15,38833,slurm-9377864.out
/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/pet3.dat-0.mps.gz,3.53,905,slurm-9377865.out
/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/pet3.dat-100.mps.gz,1.15,1080,slurm-9377866.out
/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/pet3.dat-50.mps.gz,1.92,905,slurm-9377867.out
/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/pet4.dat-0.mps.gz,398.94,1935,slurm-9377868.out
/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/pet4.dat-100.mps.gz,207.66,2505,slurm-9377869.out
/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/pet4.dat-50.mps.gz,1028.36,2445,slurm-9377870.out
/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/stein27-0.500000.mps.gz,0.03,19,slurm-9377871.out
/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/stein27-0.900000.mps.gz,0.12,24,slurm-9377872.out
/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/stein45-0.500000.mps.gz,0.16,32,slurm-9377873.out
