/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/BCPIns_8_7_10.txt_trad.txt_K5.mps.gz,7.87,2,slurm-9377808.out
/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/BCPIns_8_7_1.txt_trad.txt_K5.mps.gz,27.33,2,slurm-9377809.out
/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/BCPIns_8_7_2.txt_trad.txt_K5.mps.gz,5.28,2,slurm-9377810.out
/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/BCPIns_8_7_3.txt_trad.txt_K5.mps.gz,6.87,2,slurm-9377811.out
/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/BCPIns_8_7_4.txt_trad.txt_K5.mps.gz,67.28,3,slurm-9377812.out
/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/BCPIns_8_7_5.txt_trad.txt_K5.mps.gz,11.13,2,slurm-9377813.out
/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/BCPIns_8_7_6.txt_trad.txt_K5.mps.gz,13.38,2,slurm-9377814.out
/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/BCPIns_8_7_7.txt_trad.txt_K5.mps.gz,67.17,3,slurm-9377815.out
/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/BCPIns_8_7_8.txt_trad.txt_K5.mps.gz,25.05,2,slurm-9377816.out
/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/BCPIns_8_7_9.txt_trad.txt_K5.mps.gz,6.44,2,slurm-9377817.out
/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5010W02.KNP.mps.gz,0.68,1060,slurm-9377818.out
/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5010W03.KNP.mps.gz,0.27,526,slurm-9377819.out
/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5010W04.KNP.mps.gz,0.59,1533,slurm-9377820.out
/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5010W05.KNP.mps.gz,0.95,2114,slurm-9377821.out
/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5010W06.KNP.mps.gz,0.99,1100,slurm-9377822.out
/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5010W07.KNP.mps.gz,0.45,1135,slurm-9377823.out
/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5010W08.KNP.mps.gz,1.41,1707,slurm-9377824.out
/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5010W09.KNP.mps.gz,0.26,271,slurm-9377825.out
