x,MibS / MibS_2,MibS / MibS_3
0,0.668161434977579,0.649438202247191
0.0301030103010258,0.679372197309417,0.653932584269663
0.0602060206020517,0.68609865470852,0.653932584269663
0.0903090309030775,0.692825112107623,0.662921348314607
0.120412041204103,0.704035874439462,0.665168539325843
0.150515051505129,0.710762331838565,0.674157303370786
0.180618061806155,0.721973094170404,0.678651685393258
0.210721072107181,0.730941704035874,0.68314606741573
0.240824082408207,0.748878923766816,0.692134831460674
0.270927092709233,0.753363228699552,0.69438202247191
0.301030103010258,0.753363228699552,0.69438202247191
0.331133113311284,0.757847533632287,0.698876404494382
0.36123612361231,0.760089686098655,0.701123595505618
0.391339133913336,0.762331838565022,0.70561797752809
0.421442144214362,0.766816143497758,0.707865168539326
0.451545154515388,0.771300448430493,0.710112359550562
0.481648164816413,0.773542600896861,0.712359550561798
0.511751175117439,0.775784753363229,0.714606741573034
0.541854185418465,0.778026905829596,0.719101123595506
0.571957195719491,0.778026905829596,0.719101123595506
0.602060206020517,0.778026905829596,0.719101123595506
0.632163216321543,0.780269058295964,0.719101123595506
0.662266226622569,0.780269058295964,0.719101123595506
0.692369236923594,0.782511210762332,0.719101123595506
0.72247224722462,0.7847533632287,0.719101123595506
0.752575257525646,0.7847533632287,0.721348314606742
0.782678267826672,0.7847533632287,0.721348314606742
0.812781278127698,0.7847533632287,0.721348314606742
0.842884288428724,0.7847533632287,0.721348314606742
0.872987298729749,0.786995515695067,0.721348314606742
0.903090309030775,0.786995515695067,0.721348314606742
0.933193319331801,0.786995515695067,0.721348314606742
0.963296329632827,0.786995515695067,0.725842696629214
0.993399339933853,0.786995515695067,0.725842696629214
1.02350235023488,0.988789237668161,0.986516853932584
1.0536053605359,0.988789237668161,0.986516853932584
1.08370837083693,0.988789237668161,0.986516853932584
1.11381138113796,0.991031390134529,0.98876404494382
1.14391439143898,0.991031390134529,0.98876404494382
1.17401740174001,0.995515695067265,0.993258426966292
1.20412041204103,0.995515695067265,0.993258426966292
1.23422342234206,0.995515695067265,0.993258426966292
1.26432643264309,0.995515695067265,0.993258426966292
1.29442944294411,0.995515695067265,0.993258426966292
1.32453245324514,0.995515695067265,0.993258426966292
1.35463546354616,0.995515695067265,0.993258426966292
1.38473847384719,0.995515695067265,0.993258426966292
1.41484148414821,0.995515695067265,0.993258426966292
1.44494449444924,0.995515695067265,0.993258426966292
1.47504750475027,0.995515695067265,0.993258426966292
1.50515051505129,0.995515695067265,0.993258426966292
1.53525352535232,0.995515695067265,0.993258426966292
1.56535653565334,0.995515695067265,0.995505617977528
1.59545954595437,0.995515695067265,0.995505617977528
1.6255625562554,0.995515695067265,0.995505617977528
1.65566556655642,0.995515695067265,0.995505617977528
1.68576857685745,0.995515695067265,0.995505617977528
1.71587158715847,0.995515695067265,0.995505617977528
1.7459745974595,0.995515695067265,0.995505617977528
1.77607760776052,0.995515695067265,0.997752808988764
1.80618061806155,0.995515695067265,0.997752808988764
1.83628362836258,0.995515695067265,0.997752808988764
1.8663866386636,0.995515695067265,0.997752808988764
1.89648964896463,0.995515695067265,0.997752808988764
1.92659265926565,0.995515695067265,0.997752808988764
1.95669566956668,0.995515695067265,0.997752808988764
1.98679867986771,0.995515695067265,0.997752808988764
2.01690169016873,0.997757847533632,1
2.04700470046976,0.997757847533632,1
2.07710771077078,0.997757847533632,1
2.10721072107181,0.997757847533632,1
2.13731373137283,0.997757847533632,1
2.16741674167386,0.997757847533632,1
2.19751975197489,0.997757847533632,1
2.22762276227591,0.997757847533632,1
2.25772577257694,0.997757847533632,1
2.28782878287796,0.997757847533632,1
2.31793179317899,0.997757847533632,1
2.34803480348002,0.997757847533632,1
2.37813781378104,0.997757847533632,1
2.40824082408207,0.997757847533632,1
2.43834383438309,0.997757847533632,1
2.46844684468412,0.997757847533632,1
2.49854985498515,0.997757847533632,1
2.52865286528617,0.997757847533632,1
2.5587558755872,0.997757847533632,1
2.58885888588822,0.997757847533632,1
2.61896189618925,0.997757847533632,1
2.64906490649027,0.997757847533632,1
2.6791679167913,0.997757847533632,1
2.70927092709233,0.997757847533632,1
2.73937393739335,0.997757847533632,1
2.76947694769438,0.997757847533632,1
2.7995799579954,0.997757847533632,1
2.82968296829643,0.997757847533632,1
2.85978597859746,0.997757847533632,1
2.88988898889848,0.997757847533632,1
2.91999199919951,0.997757847533632,1
2.95009500950053,0.997757847533632,1
2.98019801980156,1,1
