x,MibS / MibS_2,MibS / MibS_3
0,0,0
109.090909090909,0.403587443946188,0.368539325842697
218.181818181818,0.448430493273543,0.408988764044944
327.272727272727,0.464125560538117,0.438202247191011
436.363636363636,0.477578475336323,0.449438202247191
545.454545454545,0.488789237668161,0.460674157303371
654.545454545455,0.504484304932735,0.462921348314607
763.636363636364,0.506726457399103,0.474157303370787
872.727272727273,0.517937219730942,0.48314606741573
981.818181818182,0.522421524663677,0.485393258426966
1090.90909090909,0.524663677130045,0.487640449438202
1200,0.524663677130045,0.489887640449438
1309.09090909091,0.533632286995516,0.49438202247191
1418.18181818182,0.540358744394619,0.501123595505618
1527.27272727273,0.544843049327354,0.501123595505618
1636.36363636364,0.54932735426009,0.501123595505618
1745.45454545455,0.553811659192825,0.50561797752809
1854.54545454545,0.55829596412556,0.512359550561798
1963.63636363636,0.560538116591928,0.512359550561798
2072.72727272727,0.560538116591928,0.523595505617978
2181.81818181818,0.567264573991031,0.523595505617978
2290.90909090909,0.567264573991031,0.525842696629213
2400,0.569506726457399,0.530337078651685
2509.09090909091,0.569506726457399,0.530337078651685
2618.18181818182,0.571748878923767,0.532584269662921
2727.27272727273,0.57847533632287,0.534831460674157
2836.36363636364,0.585201793721973,0.534831460674157
2945.45454545455,0.591928251121076,0.534831460674157
3054.54545454545,0.594170403587444,0.534831460674157
3163.63636363636,0.596412556053812,0.539325842696629
3272.72727272727,0.603139013452915,0.546067415730337
3381.81818181818,0.605381165919282,0.546067415730337
3490.90909090909,0.60762331838565,0.550561797752809
3600,0.60762331838565,0.557303370786517
3709.09090909091,0.614349775784753,0.557303370786517
3818.18181818182,0.614349775784753,0.559550561797753
3927.27272727273,0.614349775784753,0.559550561797753
4036.36363636364,0.614349775784753,0.559550561797753
4145.45454545455,0.614349775784753,0.559550561797753
4254.54545454545,0.616591928251121,0.561797752808989
4363.63636363636,0.616591928251121,0.564044943820225
4472.72727272727,0.616591928251121,0.564044943820225
4581.81818181818,0.618834080717489,0.566292134831461
4690.90909090909,0.621076233183857,0.568539325842697
4800,0.621076233183857,0.570786516853933
4909.09090909091,0.625560538116592,0.570786516853933
5018.18181818182,0.625560538116592,0.57752808988764
5127.27272727273,0.630044843049327,0.57752808988764
5236.36363636364,0.630044843049327,0.57752808988764
5345.45454545455,0.630044843049327,0.586516853932584
5454.54545454545,0.630044843049327,0.586516853932584
5563.63636363636,0.634529147982063,0.58876404494382
5672.72727272727,0.634529147982063,0.591011235955056
5781.81818181818,0.634529147982063,0.591011235955056
5890.90909090909,0.634529147982063,0.593258426966292
6000,0.63677130044843,0.595505617977528
6109.09090909091,0.63677130044843,0.6
6218.18181818182,0.63677130044843,0.602247191011236
6327.27272727273,0.639013452914798,0.602247191011236
6436.36363636364,0.639013452914798,0.602247191011236
6545.45454545455,0.641255605381166,0.602247191011236
6654.54545454545,0.641255605381166,0.604494382022472
6763.63636363636,0.641255605381166,0.604494382022472
6872.72727272727,0.641255605381166,0.604494382022472
6981.81818181818,0.641255605381166,0.604494382022472
7090.90909090909,0.645739910313901,0.606741573033708
7200,0.645739910313901,0.606741573033708
7309.09090909091,0.647982062780269,0.606741573033708
7418.18181818182,0.650224215246637,0.61123595505618
7527.27272727273,0.652466367713004,0.61123595505618
7636.36363636364,0.652466367713004,0.613483146067416
7745.45454545455,0.652466367713004,0.613483146067416
7854.54545454545,0.652466367713004,0.613483146067416
7963.63636363636,0.652466367713004,0.617977528089888
8072.72727272727,0.652466367713004,0.620224719101124
8181.81818181818,0.652466367713004,0.62247191011236
8290.90909090909,0.652466367713004,0.624719101123596
8400,0.654708520179372,0.624719101123596
8509.09090909091,0.654708520179372,0.624719101123596
8618.18181818182,0.654708520179372,0.626966292134831
8727.27272727273,0.654708520179372,0.626966292134831
8836.36363636364,0.65695067264574,0.631460674157303
8945.45454545455,0.65695067264574,0.635955056179775
9054.54545454545,0.65695067264574,0.635955056179775
9163.63636363636,0.659192825112108,0.635955056179775
9272.72727272727,0.659192825112108,0.635955056179775
9381.81818181818,0.659192825112108,0.635955056179775
9490.90909090909,0.661434977578475,0.635955056179775
9600,0.661434977578475,0.635955056179775
9709.09090909091,0.661434977578475,0.638202247191011
9818.18181818182,0.661434977578475,0.638202247191011
9927.27272727273,0.661434977578475,0.640449438202247
10036.3636363636,0.663677130044843,0.644943820224719
10145.4545454545,0.663677130044843,0.644943820224719
10254.5454545455,0.663677130044843,0.644943820224719
10363.6363636364,0.665919282511211,0.644943820224719
10472.7272727273,0.668161434977579,0.644943820224719
10581.8181818182,0.668161434977579,0.647191011235955
10690.9090909091,0.668161434977579,0.647191011235955
10800,1,1
