instance_2_10_25__0.txt,2,2,-905.0,-905.0,0.022079944610595703,5,7
instance_2_10_25__1.txt,2,4,-1536.0,-1536.0,0.06338691711425781,8,8
instance_2_10_25__2.txt,2,4,-1607.0,-1607.0,0.11054301261901855,5,9
instance_2_10_25__3.txt,2,5,-1946.0,-1946.0,0.13619709014892578,6,10
instance_2_10_25__4.txt,2,6,-1355.0,-1355.0,0.12000894546508789,6,10
instance_2_10_25__5.txt,2,3,-1511.0,-1511.0,0.061885833740234375,8,11
instance_2_10_25__6.txt,2,4,-1065.0,-1065.0,0.07245111465454102,5,9
instance_2_10_25__7.txt,2,2,-1008.0,-1008.0,0.02937793731689453,6,10
instance_2_10_25__8.txt,2,11,-1577.0,-1577.0,0.5060250759124756,6,7
instance_2_10_25__9.txt,2,2,-1001.0,-1001.0,0.02367997169494629,5,8
instance_2_10_50__0.txt,2,10,-3522.0,-3522.0,0.9545638561248779,13,18
instance_2_10_50__1.txt,2,4,-2378.0,-2378.0,0.16233086585998535,10,18
instance_2_10_50__2.txt,2,8,-2540.0,-2540.0,0.5072040557861328,8,21
instance_2_10_50__3.txt,2,5,-2323.0,-2323.0,0.24750614166259766,18,14
instance_2_10_50__4.txt,2,7,-2876.0,-2876.0,0.4567849636077881,10,15
instance_2_10_50__5.txt,2,2,-2284.0,-2284.0,0.07291984558105469,11,21
instance_2_10_50__6.txt,2,7,-3273.0,-3273.0,0.3678619861602783,8,17
instance_2_10_50__7.txt,2,4,-2687.0,-2687.0,0.150468111038208,9,20
instance_2_10_50__8.txt,2,3,-2264.0,-2264.0,0.08028006553649902,9,16
instance_2_10_50__9.txt,2,5,-2021.0,-2021.0,0.19658684730529785,9,16
instance_2_10_75__0.txt,2,7,-3912.0,-3912.0,0.7570319175720215,18,32
instance_2_10_75__1.txt,2,5,-3229.0,-3229.0,0.4264640808105469,13,31
instance_2_10_75__2.txt,2,5,-3097.0,-3097.0,0.4479670524597168,11,28
instance_2_10_75__3.txt,2,4,-2802.0,-2802.0,0.32281017303466797,15,32
instance_2_10_75__4.txt,2,2,-4730.0,-4730.0,0.1318809986114502,19,31
instance_2_10_75__5.txt,2,4,-3035.0,-3035.0,0.3201470375061035,20,32
instance_2_10_75__6.txt,2,3,-3614.0,-3614.0,0.25409388542175293,20,28
instance_2_10_75__7.txt,2,2,-3232.0,-3232.0,0.11925005912780762,12,29
instance_2_10_75__8.txt,2,4,-1828.0,-1828.0,0.24860000610351562,10,26
instance_2_10_75__9.txt,2,4,-2616.0,-2616.0,0.2700209617614746,12,24
instance_2_15_25__0.txt,2,5,-2740.0,-2740.0,0.21881484985351562,9,19
instance_2_15_25__1.txt,2,6,-2318.0,-2318.0,0.3086521625518799,8,19
instance_2_15_25__2.txt,2,2,-2224.0,-2224.0,0.055806875228881836,9,13
instance_2_15_25__3.txt,2,6,-3517.0,-3517.0,0.5420660972595215,21,23
instance_2_15_25__4.txt,2,3,-2333.0,-2333.0,0.13616108894348145,10,11
instance_2_15_25__5.txt,2,9,-2476.0,-2476.0,1.860696792602539,8,12
instance_2_15_25__6.txt,2,3,-2735.0,-2735.0,0.08584904670715332,7,15
instance_2_15_25__7.txt,2,5,-3052.0,-3052.0,0.28591299057006836,16,19
instance_2_15_25__8.txt,2,5,-2939.0,-2939.0,0.35443592071533203,16,22
instance_2_15_25__9.txt,2,3,-2690.0,-2690.0,0.1343369483947754,7,15
instance_2_15_50__0.txt,2,7,-4268.0,-4268.0,1.8069360256195068,25,40
instance_2_15_50__1.txt,2,10,-5154.0,-5154.0,5.890440940856934,23,44
instance_2_15_50__2.txt,2,4,-4898.0,-4898.0,0.6062099933624268,21,33
instance_2_15_50__3.txt,2,6,-4864.0,-4864.0,1.2631351947784424,24,40
instance_2_15_50__4.txt,2,6,-5439.0,-5439.0,1.3571460247039795,18,33
instance_2_15_50__5.txt,2,5,-3350.0,-3350.0,0.9513118267059326,13,43
instance_2_15_50__6.txt,2,5,-5531.0,-5531.0,1.5430450439453125,24,45
instance_2_15_50__7.txt,2,5,-3924.0,-3924.0,0.6890299320220947,16,30
instance_2_15_50__8.txt,2,12,-4376.0,-4376.0,18.819266080856323,13,27
instance_2_15_50__9.txt,2,7,-4314.0,-4313.999999999997,1.309535026550293,13,40
instance_2_15_75__0.txt,2,3,-3201.0,-3201.0,0.7523670196533203,24,60
instance_2_15_75__1.txt,2,9,-5164.0,-5163.999999999879,3.7084879875183105,22,67
instance_2_15_75__2.txt,2,5,-3818.0,-3818.0,1.355036973953247,21,60
instance_2_15_75__3.txt,2,4,-4395.0,-4395.0,1.2483720779418945,25,65
instance_2_15_75__4.txt,2,2,-4472.0,-4472.0,0.5266940593719482,33,73
instance_2_15_75__5.txt,2,4,-5664.0,-5664.0,1.4673418998718262,33,71
instance_2_15_75__6.txt,2,10,-4722.0,-4722.0,3.9125921726226807,21,60
instance_2_15_75__7.txt,2,6,-6419.0,-6419.0,2.2810728549957275,27,59
instance_2_15_75__8.txt,2,4,-4504.0,-4504.0,1.5690040588378906,25,71
instance_2_15_75__9.txt,2,3,-4449.0,-4449.0,0.9384040832519531,24,73
instance_2_10_25__0.txt,4,2,-461.0,-461.0,0.048501014709472656,7,17
instance_2_10_25__1.txt,4,2,-652.0,-652.0,0.033560991287231445,11,8
instance_2_10_25__2.txt,4,4,-965.0,-965.0,0.21598410606384277,11,25
instance_2_10_25__3.txt,4,6,-934.0,-934.0,0.28665900230407715,14,18
instance_2_10_25__4.txt,4,2,-522.0,-522.0,0.049566030502319336,15,11
instance_2_10_25__5.txt,4,2,-594.0,-594.0,0.06763696670532227,12,21
instance_2_10_25__6.txt,4,3,-533.0,-533.0,0.12711000442504883,13,23
instance_2_10_25__7.txt,4,4,-451.0,-451.0,0.20446395874023438,12,22
instance_2_10_25__8.txt,4,16,-843.0,-843.0,0.8800070285797119,11,9
instance_2_10_25__9.txt,4,2,-236.0,-236.0,0.04785299301147461,8,15
instance_2_10_50__0.txt,4,13,-2321.0,-2321.0,5.139101028442383,32,76
instance_2_10_50__1.txt,4,5,-1537.0,-1537.0,1.1633789539337158,20,60
instance_2_10_50__2.txt,4,2,-1253.0,-1253.0,0.3638119697570801,25,73
instance_2_10_50__3.txt,4,5,-1474.0,-1474.0,1.1132330894470215,26,59
instance_2_10_50__4.txt,4,8,-1954.0,-1954.0,1.9404070377349854,29,67
instance_2_10_50__5.txt,4,5,-933.0,-933.0,0.88189697265625,15,73
instance_2_10_50__6.txt,4,4,-1942.0,-1942.0,0.836216926574707,22,61
instance_2_10_50__7.txt,4,3,-1788.0,-1788.0,0.6188721656799316,23,64
instance_2_10_50__8.txt,4,11,-1633.0,-1633.0,2.7059288024902344,19,61
instance_2_10_50__9.txt,4,4,-1189.0,-1189.0,0.837446928024292,23,53
instance_2_10_75__0.txt,4,2,-2519.0,-2519.0,1.698103904724121,67,168
instance_2_10_75__1.txt,4,3,-1746.0,-1746.0,2.9308948516845703,53,185
instance_2_10_75__2.txt,4,2,-1717.0,-1717.0,0.8055300712585449,49,112
instance_2_10_75__3.txt,4,3,-1710.0,-1710.0,2.221813917160034,53,140
instance_2_10_75__4.txt,4,3,-3246.0,-3246.0,2.696094036102295,61,149
instance_2_10_75__5.txt,4,4,-2019.0,-2019.0,3.8255491256713867,83,162
instance_2_10_75__6.txt,4,10,-2419.0,-2419.0,10.556777954101562,70,138
instance_2_10_75__7.txt,4,3,-1712.0,-1712.0,1.9608559608459473,48,122
instance_2_10_75__8.txt,4,2,-984.0,-984.0,1.2342360019683838,45,149
instance_2_10_75__9.txt,4,4,-1555.0,-1555.0,3.122866153717041,44,165
instance_2_15_25__0.txt,4,4,-1514.0,-1514.0,1.2851600646972656,28,56
instance_2_15_25__1.txt,4,10,-1780.0,-1780.0,2.634476900100708,17,64
instance_2_15_25__2.txt,4,8,-1814.0,-1814.0,1.83846116065979,12,40
instance_2_15_25__3.txt,4,3,-2375.0,-2375.0,2.4196109771728516,66,78
instance_2_15_25__4.txt,4,9,-1800.0,-1800.0,1.9230880737304688,11,46
instance_2_15_25__5.txt,4,26,-2088.0,-2088.0,36.51919889450073,19,54
instance_2_15_25__6.txt,4,7,-1818.0,-1818.0,1.9913699626922607,23,57
instance_2_15_25__7.txt,4,6,-2158.0,-2158.0,3.2263569831848145,34,74
instance_2_15_25__8.txt,4,5,-2080.0,-2080.0,2.9725489616394043,44,100
instance_2_15_25__9.txt,4,5,-1972.0,-1972.0,1.5992991924285889,24,70
instance_2_15_50__0.txt,4,5,-3286.0,-3286.0,28.80299401283264,97,352
instance_2_15_50__1.txt,4,17,-3984.0,-3984.0,121.70374917984009,90,350
instance_2_15_50__2.txt,4,10,-4118.0,-4118.0,54.84732794761658,85,245
instance_2_15_50__3.txt,4,6,-3622.0,-3622.0,37.09131407737732,117,343
instance_2_15_50__4.txt,4,18,-4389.0,-4389.0,93.70417499542236,73,299
instance_2_15_50__5.txt,4,3,-2348.0,-2348.0,9.796264886856079,93,257
instance_2_15_50__6.txt,4,12,-4202.0,-4202.0,93.67851901054382,98,290
instance_2_15_50__7.txt,4,13,-2857.0,-2857.0,58.06394910812378,56,251
instance_2_15_50__8.txt,4,49,-3594.0,-3594.0,783.6933162212372,49,260
instance_2_15_50__9.txt,4,14,-3296.0,-3296.0,62.809102058410645,65,200
instance_2_15_75__0.txt,4,2,-2047.0,-2047.0,34.48339104652405,137,732
instance_2_15_75__1.txt,4,15,-3854.0,-3854.0,534.8696019649506,142,808
instance_2_15_75__2.txt,4,12,-2828.0,-2828.0,419.5239460468292,123,821
instance_2_15_75__3.txt,4,2,-3135.0,-3135.0,42.35829186439514,195,843
instance_2_15_75__4.txt,4,3,-3070.0,-3070.0,100.86407613754272,240,880
