instance_2_10_25__0.txt,7,-1603.0,-1603.0,1.2925050258636475,17,62
instance_2_10_25__1.txt,2,-1293.0,-1293.0,0.3244328498840332,38,59
instance_2_10_25__2.txt,4,-1269.0,-1269.0,0.8013150691986084,22,54
instance_2_10_25__3.txt,6,-1129.0,-1129.0,1.359010934829712,14,63
instance_2_10_25__4.txt,6,-1921.0,-1921.0,1.8046741485595703,35,73
instance_2_10_25__5.txt,5,-839.0,-839.0,1.2549810409545898,14,66
instance_2_10_25__6.txt,16,-1785.0,-1785.0,6.041759967803955,22,64
instance_2_10_25__7.txt,5,-1759.0,-1759.0,1.2647271156311035,18,86
instance_2_10_25__8.txt,2,-835.0,-835.0,0.3031651973724365,22,53
instance_2_10_25__9.txt,3,-1808.0,-1808.0,0.7236711978912354,38,69
instance_2_10_50__0.txt,2,-1048.0,-1048.0,2.8606631755828857,97,221
instance_2_10_50__1.txt,3,-2439.0,-2439.0,4.915428876876831,101,224
instance_2_10_50__2.txt,2,-2663.0,-2663.0,2.6123030185699463,91,217
instance_2_10_50__3.txt,3,-2211.0,-2211.0,4.260253190994263,109,202
instance_2_10_50__4.txt,2,-2301.0,-2301.0,2.53743314743042,81,230
instance_2_10_50__5.txt,3,-2451.0,-2451.0,4.4600560665130615,99,217
instance_2_10_50__6.txt,2,-1921.0,-1921.0,2.8337249755859375,92,229
instance_2_10_50__7.txt,2,-2089.0,-2089.0,2.6104331016540527,100,219
instance_2_10_50__8.txt,3,-1443.0,-1443.0,4.865756988525391,82,222
instance_2_10_50__9.txt,2,-1618.0,-1618.0,2.56665301322937,104,214
instance_2_10_75__0.txt,2,-1269.0,-1269.0,4.621356010437012,232,230
instance_2_10_75__1.txt,2,-1640.0,-1640.0,4.595555067062378,219,247
instance_2_10_75__2.txt,2,-2010.0,-2010.0,4.179626941680908,198,232
instance_2_10_75__3.txt,2,-1825.0,-1825.0,4.1988701820373535,210,234
instance_2_10_75__4.txt,2,-2444.0,-2444.0,4.2601048946380615,209,230
instance_2_10_75__5.txt,2,-2142.0,-2142.0,4.292327880859375,217,225
instance_2_10_75__6.txt,2,-1509.0,-1509.0,3.8717010021209717,201,232
instance_2_10_75__7.txt,2,-2247.0,-2247.0,3.997520923614502,201,226
instance_2_10_75__8.txt,2,-1305.0,-1305.0,4.265300035476685,231,232
instance_2_10_75__9.txt,2,-1228.0,-1228.0,3.94455885887146,202,224
instance_2_15_25__0.txt,6,-3956.0,-3956.0,36.06711792945862,108,346
instance_2_15_25__1.txt,10,-2926.0,-2926.0,35.06340289115906,49,202
instance_2_15_25__2.txt,15,-3756.0,-3756.0,106.05904483795166,99,417
