instance_2_15_25__3.txt,10,-4370.0,-4370.0,49.56395411491394,76,254
instance_2_15_25__4.txt,4,-3662.0,-3662.0,20.412739992141724,89,284
instance_2_15_25__5.txt,11,-3940.0,-3940.0,104.3338348865509,125,394
instance_2_15_25__6.txt,12,-3606.0,-3606.0,77.29318690299988,112,337
instance_2_15_25__7.txt,24,-3433.0,-3433.0,136.98067688941956,51,259
instance_2_15_25__8.txt,4,-3117.0,-3117.0,21.405794143676758,119,305
instance_2_15_25__9.txt,17,-3329.0,-3329.0,68.8903431892395,55,246
instance_2_15_50__0.txt,3,-2926.0,-2926.0,226.92384886741638,372,1320
instance_2_15_50__1.txt,3,-3995.0,-3995.0,220.63146901130676,330,1353
instance_2_15_50__2.txt,2,-2580.0,-2580.0,98.62200284004211,400,1233
instance_2_15_50__3.txt,2,-4365.0,-4365.0,119.97170209884644,380,1352
instance_2_15_50__4.txt,4,-6548.0,-6548.0,318.5210130214691,399,1301
instance_2_15_50__5.txt,3,-4880.0,-4880.0,229.69373989105225,229,1362
instance_2_15_50__6.txt,3,-6243.0,-6243.0,234.36713790893555,328,1359
instance_2_15_50__7.txt,2,-4204.0,-4204.0,114.08746790885925,463,1320
instance_2_15_50__8.txt,6,-3920.0,-3920.0,578.3305370807648,494,1323
instance_2_15_50__9.txt,2,-3378.0,-3378.0,114.14653205871582,332,1330
instance_2_15_75__0.txt,2,-2962.0,-2962.0,186.34451293945312,1153,1386
instance_2_15_75__1.txt,2,-4791.0,-4791.0,181.32654285430908,1100,1386
instance_2_15_75__2.txt,2,-4078.0,-4078.0,189.18528294563293,1168,1377
instance_2_15_75__3.txt,2,-3848.0,-3848.0,179.9923861026764,1043,1386
instance_2_15_75__4.txt,3,-5627.0,-5627.0,328.70751094818115,1070,1377
instance_2_15_75__5.txt,3,-5586.0,-5586.0,321.0427050590515,1101,1387
instance_2_15_75__6.txt,2,-3963.0,-3963.0,194.7640609741211,1112,1381
instance_2_15_75__7.txt,2,-5147.0,-5147.0,192.39492106437683,1149,1383
instance_2_15_75__8.txt,2,-4345.0,-4345.0,200.48064494132996,1117,1383
instance_2_15_75__9.txt,2,-5648.0,-5648.0,206.04875993728638,1146,1386
instance_2_20_25__0.txt,12,-5843.0,-5843.0,745.2788751125336,194,830
instance_2_20_25__1.txt,6,-5586.0,-5586.0,467.7822279930115,282,957
instance_2_20_25__2.txt,16,-5826.0,-5826.0,1021.3484539985657,182,894
instance_2_20_25__3.txt,5,-4099.0,-4099.0,271.155611038208,234,751
instance_2_20_25__4.txt,11,-4420.0,-4420.0,521.3941550254822,132,673
instance_2_20_25__5.txt,9,-4086.0,-4086.0,273.29365587234497,113,621
instance_2_20_25__6.txt,19,-4807.0,-4807.0,1317.3168370723724,206,927
instance_2_20_25__7.txt,9,-5784.0,-5784.0,572.3091740608215,179,817
instance_2_20_25__8.txt,5,-3202.0,-3202.0,476.65368604660034,277,1124
instance_2_20_25__9.txt,13,-4368.0,-4368.0,443.1889081001282,120,684
instance_2_20_50__0.txt,3,-6197.0,-6197.0,3600.054965019226,1086,4648
instance_2_20_50__1.txt,2,-6043.0,-6043.0,2245.983367919922,833,4723
instance_2_20_50__2.txt,2,-5588.0,-5588.0,2120.4828338623047,947,4721
