instance_name,n,p,k,ntoll,seed,method,upper_level_objective,total_time,iterations,objective_value,fail
n5_p30_k2_ntoll24_seed66,5,30,2,24,66,enhanced,nonlinear,0.016447067260742188,0,0.0,
n4_p32_k3_ntoll18_seed33,4,32,3,18,33,consensus,nonlinear,0.004304170608520508,0,0,
n4_p32_k3_ntoll18_seed33,4,32,3,18,33,enhanced,nonlinear,0.005283832550048828,0,0,
n4_p33_k1_ntoll23_seed69,4,33,1,23,69,consensus,nonlinear,0.002068758010864258,0,3.6250000000000004,
n4_p33_k1_ntoll23_seed69,4,33,1,23,69,enhanced,nonlinear,0.00494384765625,1,10.0,
n4_p31_k2_ntoll16_seed86,4,31,2,16,86,consensus,nonlinear,0.0030143260955810547,0,0,
n4_p31_k2_ntoll16_seed86,4,31,2,16,86,enhanced,nonlinear,0.0037910938262939453,0,0,
n5_p39_k2_ntoll25_seed16,5,39,2,25,16,consensus,nonlinear,0.09544610977172852,1,3.9313004969671215,
n5_p39_k2_ntoll25_seed16,5,39,2,25,16,enhanced,nonlinear,0.01923513412475586,1,10.0,
n5_p36_k2_ntoll25_seed53,5,36,2,25,53,unknown,nonlinear,,,,No path exists between 1 and 5
n5_p32_k3_ntoll19_seed71,5,32,3,19,71,consensus,nonlinear,0.06927800178527832,0,0.0,
n5_p32_k3_ntoll19_seed71,5,32,3,19,71,enhanced,nonlinear,0.015568733215332031,0,0.0,
