"total_time","ecdf_value"
1,35.9375
11.8098098098098,66.875
22.6196196196196,68.4375
33.4294294294294,69.0625
44.2392392392392,69.0625
55.049049049049,69.6875
65.8588588588589,69.6875
76.6686686686687,70
87.4784784784785,70.3125
98.2882882882883,70.3125
109.098098098098,70.3125
119.907907907908,70.3125
130.717717717718,70.3125
141.527527527528,70.3125
152.337337337337,70.3125
163.147147147147,70.3125
173.956956956957,70.3125
184.766766766767,70.3125
195.576576576577,70.3125
206.386386386386,70.3125
217.196196196196,70.3125
228.006006006006,70.3125
238.815815815816,70.3125
249.625625625626,70.3125
260.435435435435,70.3125
271.245245245245,70.3125
282.055055055055,70.3125
292.864864864865,70.3125
303.674674674675,70.3125
314.484484484484,70.3125
325.294294294294,70.3125
336.104104104104,70.3125
346.913913913914,70.3125
357.723723723724,70.3125
368.533533533534,70.3125
379.343343343343,70.3125
390.153153153153,70.3125
400.962962962963,70.3125
411.772772772773,70.3125
422.582582582583,70.3125
433.392392392392,70.3125
444.202202202202,70.3125
455.012012012012,70.3125
465.821821821822,70.3125
476.631631631632,70.3125
487.441441441441,70.3125
498.251251251251,70.3125
509.061061061061,70.3125
519.870870870871,70.3125
530.680680680681,70.3125
541.490490490491,70.3125
552.3003003003,70.3125
563.11011011011,70.3125
573.91991991992,70.3125
584.72972972973,70.3125
595.53953953954,70.3125
606.349349349349,70.3125
617.159159159159,70.3125
627.968968968969,70.3125
638.778778778779,70.3125
649.588588588589,70.3125
660.398398398398,70.3125
671.208208208208,70.3125
682.018018018018,70.3125
692.827827827828,70.9375
703.637637637638,70.9375
714.447447447447,71.5625
725.257257257257,72.1875
736.067067067067,73.125
746.876876876877,73.125
757.686686686687,73.125
768.496496496497,73.4375
779.306306306306,73.75
790.116116116116,73.75
800.925925925926,73.75
811.735735735736,73.75
822.545545545546,73.75
833.355355355355,74.0625
844.165165165165,74.0625
854.974974974975,74.375
865.784784784785,74.375
876.594594594595,74.375
887.404404404404,74.375
898.214214214214,74.375
909.024024024024,74.6875
919.833833833834,74.6875
930.643643643644,74.6875
941.453453453453,74.6875
952.263263263263,74.6875
963.073073073073,74.6875
973.882882882883,75
984.692692692693,75
995.502502502502,75.625
1006.31231231231,75.625
1017.12212212212,75.9375
1027.93193193193,76.25
1038.74174174174,76.25
1049.55155155155,76.25
1060.36136136136,76.25
1071.17117117117,76.25
1081.98098098098,76.25
1092.79079079079,76.25
1103.6006006006,76.25
1114.41041041041,76.25
1125.22022022022,76.25
1136.03003003003,76.25
1146.83983983984,76.5625
