"total_time","ecdf_value"
1,0.625
11.8098098098098,4.375
22.6196196196196,6.5625
33.4294294294294,7.8125
44.2392392392392,9.0625
55.049049049049,10.3125
65.8588588588589,10.625
76.6686686686687,10.9375
87.4784784784785,11.25
98.2882882882883,12.8125
109.098098098098,13.4375
119.907907907908,13.4375
130.717717717718,14.375
141.527527527528,14.6875
152.337337337337,15
163.147147147147,15
173.956956956957,15.625
184.766766766767,16.5625
195.576576576577,16.875
206.386386386386,17.1875
217.196196196196,17.5
228.006006006006,18.125
238.815815815816,18.125
249.625625625626,18.4375
260.435435435435,18.4375
271.245245245245,18.75
282.055055055055,19.0625
292.864864864865,19.375
303.674674674675,19.6875
314.484484484484,19.6875
325.294294294294,19.6875
336.104104104104,19.6875
346.913913913914,20.3125
357.723723723724,20.3125
368.533533533534,20.625
379.343343343343,20.625
390.153153153153,20.9375
400.962962962963,20.9375
411.772772772773,21.25
422.582582582583,21.875
433.392392392392,21.875
444.202202202202,21.875
455.012012012012,22.1875
465.821821821822,22.1875
476.631631631632,22.1875
487.441441441441,22.1875
498.251251251251,22.5
509.061061061061,22.8125
519.870870870871,22.8125
530.680680680681,22.8125
541.490490490491,23.125
552.3003003003,23.125
563.11011011011,23.125
573.91991991992,23.125
584.72972972973,23.125
595.53953953954,23.4375
606.349349349349,23.75
617.159159159159,23.75
627.968968968969,23.75
638.778778778779,24.375
649.588588588589,24.375
660.398398398398,24.375
671.208208208208,24.375
682.018018018018,24.6875
692.827827827828,24.6875
703.637637637638,25.3125
714.447447447447,25.3125
725.257257257257,25.625
736.067067067067,25.625
746.876876876877,25.625
757.686686686687,25.9375
768.496496496497,25.9375
779.306306306306,25.9375
790.116116116116,25.9375
800.925925925926,25.9375
811.735735735736,25.9375
822.545545545546,25.9375
833.355355355355,25.9375
844.165165165165,25.9375
854.974974974975,25.9375
865.784784784785,26.25
876.594594594595,26.5625
887.404404404404,26.5625
898.214214214214,26.5625
909.024024024024,26.5625
919.833833833834,26.875
930.643643643644,26.875
941.453453453453,26.875
952.263263263263,26.875
963.073073073073,26.875
973.882882882883,26.875
984.692692692693,26.875
995.502502502502,27.1875
1006.31231231231,27.1875
1017.12212212212,27.1875
1027.93193193193,27.1875
1038.74174174174,27.5
1049.55155155155,27.8125
1060.36136136136,27.8125
1071.17117117117,27.8125
1081.98098098098,27.8125
1092.79079079079,27.8125
1103.6006006006,27.8125
1114.41041041041,27.8125
1125.22022022022,27.8125
1136.03003003003,28.125
1146.83983983984,28.125
1157.64964964965,28.125
1168.45945945946,28.125
1179.26926926927,28.125
1190.07907907908,28.125
1200.88888888889,28.125
1211.6986986987,28.125
1222.50850850851,28.4375
1233.31831831832,28.4375
1244.12812812813,28.4375
1254.93793793794,28.4375
1265.74774774775,28.4375
1276.55755755756,28.4375
1287.36736736737,28.75
1298.17717717718,28.75
1308.98698698699,28.75
1319.7967967968,28.75
1330.60660660661,28.75
1341.41641641642,28.75
1352.22622622623,28.75
1363.03603603604,29.0625
1373.84584584585,29.375
1384.65565565566,29.375
1395.46546546547,29.375
1406.27527527528,29.375
1417.08508508508,29.375
1427.89489489489,29.375
1438.7047047047,29.375
1449.51451451451,29.375
1460.32432432432,29.375
1471.13413413413,29.375
1481.94394394394,29.6875
1492.75375375375,29.6875
1503.56356356356,29.6875
1514.37337337337,29.6875
1525.18318318318,29.6875
1535.99299299299,29.6875
1546.8028028028,29.6875
1557.61261261261,29.6875
1568.42242242242,29.6875
1579.23223223223,29.6875
1590.04204204204,29.6875
1600.85185185185,29.6875
1611.66166166166,29.6875
1622.47147147147,29.6875
1633.28128128128,29.6875
1644.09109109109,29.6875
1654.9009009009,30
1665.71071071071,30
1676.52052052052,30
1687.33033033033,30
1698.14014014014,30.3125
1708.94994994995,30.3125
1719.75975975976,30.3125
1730.56956956957,30.3125
1741.37937937938,30.3125
1752.18918918919,30.3125
1762.998998999,30.3125
1773.80880880881,30.625
1784.61861861862,30.625
1795.42842842843,30.625
1806.23823823824,30.9375
1817.04804804805,30.9375
1827.85785785786,30.9375
1838.66766766767,30.9375
1849.47747747748,30.9375
1860.28728728729,31.25
1871.0970970971,31.25
1881.90690690691,31.25
1892.71671671672,31.25
1903.52652652653,31.25
1914.33633633634,31.25
1925.14614614615,31.25
1935.95595595596,31.25
1946.76576576577,31.25
1957.57557557558,31.5625
1968.38538538539,31.5625
1979.1951951952,31.5625
1990.005005005,31.5625
2000.81481481481,31.5625
2011.62462462462,31.5625
2022.43443443443,31.5625
2033.24424424424,31.5625
2044.05405405405,31.5625
2054.86386386386,31.5625
2065.67367367367,31.875
2076.48348348348,31.875
2087.29329329329,31.875
2098.1031031031,31.875
2108.91291291291,31.875
2119.72272272272,31.875
2130.53253253253,31.875
2141.34234234234,32.1875
2152.15215215215,32.1875
2162.96196196196,32.1875
2173.77177177177,32.5
2184.58158158158,32.5
2195.39139139139,32.5
2206.2012012012,32.5
2217.01101101101,32.5
2227.82082082082,32.8125
2238.63063063063,32.8125
2249.44044044044,32.8125
2260.25025025025,32.8125
2271.06006006006,32.8125
2281.86986986987,32.8125
