slurm-16467097_10002.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/OR5x250-0.25_2.dat-0.aux,MILP-first,3600.04,Infeasible,TimeLimit,1e+20,1e+20,65322,-130644,65322
slurm-16467097_10008.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/OR5x250-0.25_2.dat-100.aux,MILP-first,3600.02,Infeasible,TimeLimit,1e+20,1e+20,89763,-179526,89763
slurm-16467097_10014.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/OR5x250-0.25_2.dat-50.aux,MILP-first,3600,Infeasible,TimeLimit,1e+20,1e+20,76079,-152158,76079
slurm-16467097_10020.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/OR5x250-0.25_3.dat-0.aux,MILP-first,3600.06,Infeasible,TimeLimit,1e+20,1e+20,64144,-128288,64144
slurm-16467097_10026.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/OR5x250-0.25_3.dat-100.aux,MILP-first,3600.04,Infeasible,TimeLimit,1e+20,1e+20,87120,-174240,87120
slurm-16467097_1002.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-general/tanglegram2_50_50.aux,MILP-first,11.2161,Feasible,SolutionLimit,2472,197,1987,-4120,1841
slurm-16467097_10032.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/OR5x250-0.25_3.dat-50.aux,MILP-first,3600.02,Infeasible,TimeLimit,1e+20,1e+20,73998,-147996,73998
slurm-16467097_10038.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/OR5x250-0.25_4.dat-0.aux,MILP-first,3600.05,Infeasible,TimeLimit,1e+20,1e+20,62466,-124932,62466
slurm-16467097_10044.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/OR5x250-0.25_4.dat-100.aux,MILP-first,3600,Infeasible,TimeLimit,1e+20,1e+20,86634,-173268,86634
slurm-16467097_10050.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/OR5x250-0.25_4.dat-50.aux,MILP-first,3600,Infeasible,TimeLimit,1e+20,1e+20,72949,-145898,72949
slurm-16467097_10056.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/OR5x250-0.25_5.dat-0.aux,MILP-first,3600.03,Infeasible,TimeLimit,1e+20,1e+20,61623,-123246,61623
slurm-16467097_10062.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/OR5x250-0.25_5.dat-100.aux,MILP-first,3600,Infeasible,TimeLimit,1e+20,1e+20,88259,-176518,88259
slurm-16467097_10068.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/OR5x250-0.25_5.dat-50.aux,MILP-first,3600.01,Infeasible,TimeLimit,1e+20,1e+20,72990,-145980,72990
slurm-16467097_1006.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-general/tbfp-network_0_100.aux,MILP-first,3601.11,Infeasible,TimeLimit,1e+20,1e+20,88.0836,-176.334,87.917
slurm-16467097_10074.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/OR5x250-0.25_6.dat-0.aux,MILP-first,3600.02,Infeasible,TimeLimit,1e+20,1e+20,62211,-124422,62211
slurm-16467097_10080.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/OR5x250-0.25_6.dat-100.aux,MILP-first,3606.28,Optimal,Proved,0,0,90706,-181412,90706
slurm-16467097_10086.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/OR5x250-0.25_6.dat-50.aux,MILP-first,3606.01,Optimal,Proved,0,0,74768,-149536,74768
slurm-16467097_10092.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/OR5x250-0.25_7.dat-0.aux,MILP-first,3600.03,Infeasible,TimeLimit,1e+20,1e+20,62696,-125392,62696
slurm-16467097_10098.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/OR5x250-0.25_7.dat-100.aux,MILP-first,3600,Infeasible,TimeLimit,1e+20,1e+20,91789,-183578,91789
slurm-16467097_10104.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/OR5x250-0.25_7.dat-50.aux,MILP-first,3600.02,Infeasible,TimeLimit,1e+20,1e+20,76001,-152002,76001
slurm-16467097_1010.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-general/tbfp-network_50_50.aux,MILP-first,3600.04,Infeasible,TimeLimit,1e+20,1e+20,88.0836,-176.334,87.917
slurm-16467097_10110.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/OR5x250-0.25_8.dat-0.aux,MILP-first,3600.06,Optimal,Proved,0,0,64911,-129822,64911
slurm-16467097_10116.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/OR5x250-0.25_8.dat-100.aux,MILP-first,3600,Infeasible,TimeLimit,1e+20,1e+20,91730,-183460,91730
slurm-16467097_10122.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/OR5x250-0.25_8.dat-50.aux,MILP-first,3600.06,Infeasible,TimeLimit,1e+20,1e+20,75797,-151594,75797
slurm-16467097_10128.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/OR5x250-0.25_9.dat-0.aux,MILP-first,3600.04,Infeasible,TimeLimit,1e+20,1e+20,64153,-128306,64153
slurm-16467097_10134.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/OR5x250-0.25_9.dat-100.aux,MILP-first,3600.01,Infeasible,TimeLimit,1e+20,1e+20,89926,-179852,89926
slurm-16467097_10140.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/OR5x250-0.25_9.dat-50.aux,MILP-first,3600,Infeasible,TimeLimit,1e+20,1e+20,75130,-150260,75130
slurm-16467097_10146.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/OR5x250-0.50_10.dat-0.aux,MILP-first,3600.02,Infeasible,TimeLimit,1e+20,1e+20,108278,-216556,108278
slurm-16467097_1014.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-general/toll-like_0_100.aux,MILP-first,3600.17,Infeasible,TimeLimit,1e+20,1e+20,615,-1377,468
slurm-16467097_10152.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/OR5x250-0.50_10.dat-100.aux,MILP-first,3600.01,Infeasible,TimeLimit,1e+20,1e+20,127275,-254550,127275
slurm-16467097_10158.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/OR5x250-0.50_10.dat-50.aux,MILP-first,3600.06,Infeasible,TimeLimit,1e+20,1e+20,117313,-234626,117313
slurm-16467097_10164.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/OR5x250-0.50_1.dat-0.aux,MILP-first,3600.1,Infeasible,TimeLimit,1e+20,1e+20,111259,-222518,111259
slurm-16467097_10170.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/OR5x250-0.50_1.dat-100.aux,MILP-first,3600,Infeasible,TimeLimit,1e+20,1e+20,133624,-267248,133624
slurm-16467097_10176.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/OR5x250-0.50_1.dat-50.aux,MILP-first,3600.06,Infeasible,TimeLimit,1e+20,1e+20,121875,-243750,121875
slurm-16467097_10182.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/OR5x250-0.50_2.dat-0.aux,MILP-first,3600.03,Infeasible,TimeLimit,1e+20,1e+20,111920,-223840,111920
slurm-16467097_10188.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/OR5x250-0.50_2.dat-100.aux,MILP-first,3600.07,Infeasible,TimeLimit,1e+20,1e+20,131707,-263414,131707
slurm-16467097_1018.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-general/toll-like_50_50.aux,MILP-first,3600,Infeasible,TimeLimit,1e+20,1e+20,615,-1377,468
slurm-16467097_10194.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/OR5x250-0.50_2.dat-50.aux,MILP-first,3600.01,Infeasible,TimeLimit,1e+20,1e+20,119912,-239824,119912
slurm-16467097_10200.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/OR5x250-0.50_3.dat-0.aux,MILP-first,3600.05,Infeasible,TimeLimit,1e+20,1e+20,110389,-220778,110389
slurm-16467097_10206.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/OR5x250-0.50_3.dat-100.aux,MILP-first,3600.01,Infeasible,TimeLimit,1e+20,1e+20,132144,-264288,132144
slurm-16467097_10212.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/OR5x250-0.50_3.dat-50.aux,MILP-first,3600,Infeasible,TimeLimit,1e+20,1e+20,118570,-237140,118570
slurm-16467097_10218.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/OR5x250-0.50_4.dat-0.aux,MILP-first,3600.01,Infeasible,TimeLimit,1e+20,1e+20,112558,-225116,112558
slurm-16467097_10224.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/OR5x250-0.50_4.dat-100.aux,MILP-first,3600.04,Infeasible,TimeLimit,1e+20,1e+20,130610,-261220,130610
slurm-16467097_1022.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-general/trento1_0_100.aux,MILP-first,3600.2,Infeasible,TimeLimit,1e+20,1e+20,9.9997e+09,-1.99995e+10,9.99958e+09
slurm-16467097_10230.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/OR5x250-0.50_4.dat-50.aux,MILP-first,3600.05,Infeasible,TimeLimit,1e+20,1e+20,121900,-243800,121900
slurm-16467097_10236.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/OR5x250-0.50_5.dat-0.aux,MILP-first,3600.04,Infeasible,TimeLimit,1e+20,1e+20,113546,-227092,113546
slurm-16467097_10242.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/OR5x250-0.50_5.dat-100.aux,MILP-first,3600.03,Infeasible,TimeLimit,1e+20,1e+20,132789,-265578,132789
slurm-16467097_10248.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/OR5x250-0.50_5.dat-50.aux,MILP-first,3600.11,Infeasible,TimeLimit,1e+20,1e+20,121357,-242714,121357
slurm-16467097_10254.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/OR5x250-0.50_6.dat-0.aux,MILP-first,3600.1,Optimal,Proved,0,0,112451,-224902,112451
slurm-16467097_10260.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/OR5x250-0.50_6.dat-100.aux,MILP-first,3600.06,Feasible,SolutionLimit,91870,0,132905,-265810,132905
slurm-16467097_10266.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/OR5x250-0.50_6.dat-50.aux,MILP-first,3600.06,Infeasible,TimeLimit,1e+20,1e+20,123923,-247846,123923
slurm-16467097_1026.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-general/trento1_50_50.aux,MILP-first,0.573284,Infeasible,Proved,1e+20,-1e+20,1e+20,-2e+20,1e+20
slurm-16467097_10272.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/OR5x250-0.50_7.dat-0.aux,MILP-first,3600.05,Infeasible,TimeLimit,1e+20,1e+20,110983,-221966,110983
slurm-16467097_10278.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/OR5x250-0.50_7.dat-100.aux,MILP-first,3600.01,Infeasible,TimeLimit,1e+20,1e+20,128434,-256868,128434
slurm-16467097_10284.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/OR5x250-0.50_7.dat-50.aux,MILP-first,3600.04,Infeasible,TimeLimit,1e+20,1e+20,117194,-234388,117194
slurm-16467097_10290.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/OR5x250-0.50_8.dat-0.aux,MILP-first,3600.07,Optimal,Proved,0,0,111796,-223592,111796
slurm-16467097_10296.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/OR5x250-0.50_8.dat-100.aux,MILP-first,3600.03,Infeasible,TimeLimit,1e+20,1e+20,133119,-266238,133119
slurm-16467097_102.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-general/cap6000-0.900000.aux,MILP-first,3600.02,Infeasible,TimeLimit,1e+20,1e+20,2.38214e+06,-2.33631e+06,4.81012e+06
slurm-16467097_10302.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/OR5x250-0.50_8.dat-50.aux,MILP-first,3600.04,Feasible,SolutionLimit,100584,0,119970,-239940,119970
slurm-16467097_10308.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/OR5x250-0.50_9.dat-0.aux,MILP-first,3600.02,Infeasible,TimeLimit,1e+20,1e+20,112806,-225612,112806
slurm-16467097_1030.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-general/vpphard_0_100.aux,MILP-first,3600.38,Feasible,SolutionLimit,41,2,20694,-41393,20689
slurm-16467097_10314.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/OR5x250-0.50_9.dat-100.aux,MILP-first,3600,Infeasible,TimeLimit,1e+20,1e+20,132161,-264322,132161
slurm-16467097_10320.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/OR5x250-0.50_9.dat-50.aux,MILP-first,3600,Infeasible,TimeLimit,1e+20,1e+20,121069,-242138,121069
slurm-16467097_10326.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/OR5x250-0.75_10.dat-0.aux,MILP-first,3600.07,Infeasible,TimeLimit,1e+20,1e+20,155927,-311854,155927
slurm-16467097_10332.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/OR5x250-0.75_10.dat-100.aux,MILP-first,3600,Infeasible,TimeLimit,1e+20,1e+20,165084,-330168,165084
