slurm-15878126_1102.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/interKP-100-100-5-1.aux,PADM,adapt,2,100,0.139251,Feasible,Proved,741,1,3,741,-1482,741
slurm-15878126_1104.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/interKP-100-100-5-2.aux,PADM,adapt,2,100,0.116038,Feasible,Proved,1352,1,3,1352,-2704,1352
slurm-15878126_1106.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/interKP-100-100-5-3.aux,PADM,adapt,2,100,0.840083,Feasible,Proved,1913,1,3,1913,-3826,1913
slurm-15878126_1108.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/interKP-100-100-5-4.aux,PADM,adapt,2,100,0.110898,Feasible,Proved,2464,1,3,2464,-4928,2464
slurm-15878126_110.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-general/ex9_0_100.aux,PADM,adapt,2,100,312.319,Feasible,Proved,81,1,2,1,-43,-40
slurm-15878126_1110.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/interKP-100-100-5-5.aux,PADM,adapt,2,100,0.219875,Feasible,Proved,3015,1,3,3015,-6030,3015
slurm-15878126_1112.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/interKP-100-100-5-6.aux,PADM,adapt,2,100,0.09351,Feasible,Proved,3546,1,3,3546,-7092,3546
slurm-15878126_1114.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/interKP-100-100-5-7.aux,PADM,adapt,2,100,0.0909,Feasible,Proved,4077,1,3,4077,-8154,4077
slurm-15878126_1116.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/interKP-100-100-5-8.aux,PADM,adapt,2,100,0.097722,Feasible,Proved,4608,1,3,4608,-9216,4608
slurm-15878126_1118.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/interKP-100-100-5-9.aux,PADM,adapt,2,100,0.096352,Feasible,Proved,5139,1,3,5139,-10278,5139
