instance,method,time,best_obj
netdiversion_100_0,MibS-First,3600,1e+20
air04-0.900000,MibS-First,3600,1e+20
OR30x250-0.25_6.dat-0,MibS-First,3600,1e+20
plusBCPIns_8_7_7,MibS-First,0.0,4.0
square47_50_50,MibS-First,3600,1e+20
plusBCPIns_8_7_6,MibS-First,0.0,4.0
neos-1582420_0_100,MibS-First,3600,1e+20
BCPIns_10_7_4.txt_trad.txt_K8,MibS-First,0.0,4.0
OR30x250-0.50_2.dat-50,MibS-First,3600,1e+20
satellites2-60-fs_50_50,MibS-First,3600,1e+20
OR30x100-0.50_9.dat-100,MibS-First,5.0,30731.0
neos-631710_50_50,MibS-First,3600,1e+20
OR30x250-0.50_8.dat-0,MibS-First,3600,1e+20
eil33-2_0_100,MibS-First,2.0,1421.06
interKP-400-100-2-7,MibS-First,46.0,11994.0
OR30x250-0.75_1.dat-0,MibS-First,3600,1e+20
xuLarge1000-1,MibS-First,20.0,27.2164
K5040W06.KNP,MibS-First,1.0,7935.0
interKP-400-100-2-6,MibS-First,0.0,11693.0
OR30x100-0.75_7.dat-0,MibS-First,1344.0,17399.0
neos-4738912-atrato_50_50,MibS-First,3600,1e+20
sing44_100_0,MibS-First,3600,1e+20
rmatr200-p5_100_0,MibS-First,3600,1e+20
normalClique50-70-10,MibS-First,0.0,12.0
OR30x500-0.75_1.dat-0,MibS-First,3600,1e+20
bmilplib_160_7,MibS-First,0.0,-83.0
OR5x500-0.25_1.dat-50,MibS-First,282.0,114719.0
OR30x500-0.50_8.dat-0,MibS-First,3600,1e+20
bmilplib_160_6,MibS-First,0.0,-102.545
interKP-400-100-3-10,MibS-First,57.0,767.0
2AP05-24,MibS-First,3600,1e+20
p2756-0.500000,MibS-First,3600,1e+20
sp97ar_100_0,MibS-First,3600,1e+20
2AP05-25,MibS-First,0.0,-15.0
OR30x500-0.75_8.dat-50,MibS-First,3600,1e+20
OR30x500-0.25_6.dat-0,MibS-First,3600,1e+20
tree-25_3-3-3_012,MibS-First,0.0,21.0
OR30x100-0.75_3.dat-100,MibS-First,4.0,22926.0
K5040W01.KNP,MibS-First,0.0,16761.0
tree-25_3-3-3_013,MibS-First,0.0,21.0
interKP-200-100-3-2,MibS-First,3.0,2365.0
neos-686190_0_100,MibS-First,17.0,9790.0
OR10x500-0.25_2.dat-50,MibS-First,3600,1e+20
OR30x250-0.50_10.dat-100,MibS-First,20.0,72859.0
interKP-200-100-3-3,MibS-First,4.0,3342.0
interKP-500-100-1-7,MibS-First,70.0,9576.0
interKP-500-100-1-6,MibS-First,56.0,11348.0
OR10x500-0.50_3.dat-100,MibS-First,78.0,150071.0
OR10x500-0.50_9.dat-50,MibS-First,3600,1e+20
OR30x100-0.25_1.dat-50,MibS-First,54.0,23657.0
interdiction45-3,MibS-First,0.0,979.0
OR5x100-0.75_8.dat-50,MibS-First,5.0,23499.0
K5010W19.KNP,MibS-First,0.0,2581.0
interdiction45-2,MibS-First,0.0,869.0
bmilplib_10_1,MibS-First,0.0,-351.833
OR10x250-0.75_3.dat-100,MibS-First,24.0,55005.0
weing3.dat-50,MibS-First,0.0,87976.0
interKP-300-100-6-10,MibS-First,3600,1e+20
K5030W11.KNP,MibS-First,0.0,5226.0
50v-10_50_50,MibS-First,3600,1e+20
drayage-25-23_50_50,MibS-First,3600,1e+20
neos-1109824_100_0,MibS-First,3600,1e+20
weish22.dat-0,MibS-First,0.0,8674.0
OR10x250-0.75_3.dat-50,MibS-First,1065.0,56616.0
OR30x500-0.25_5.dat-100,MibS-First,26.0,121916.0
neos-3083819-nubu_100_0,MibS-First,3600,1e+20
exp-1-500-5-5_100_0,MibS-First,3600,1e+20
weish16.dat-50,MibS-First,0.0,7977.0
OR5x500-0.50_6.dat-100,MibS-First,67.0,155541.0
weish02.dat-100,MibS-First,0.0,3260.0
OR5x100-0.50_10.dat-50,MibS-First,5.0,39665.0
OR10x250-0.50_9.dat-100,MibS-First,24.0,80789.0
seymour1_0_100,MibS-First,3600,1e+20
OR30x250-0.25_9.dat-50,MibS-First,3600,1e+20
neos-5093327-huahum_50_50,MibS-First,3600,1e+20
OR5x250-0.75_6.dat-100,MibS-First,17.0,54844.0
K5030W16.KNP,MibS-First,0.0,10707.0
OR10x500-0.75_9.dat-100,MibS-First,102.0,103715.0
OR10x250-0.25_9.dat-100,MibS-First,9.0,61503.0
weish25.dat-50,MibS-First,0.0,10095.0
OR5x500-0.25_6.dat-100,MibS-First,27.0,117619.0
OR5x100-0.25_10.dat-50,MibS-First,4.0,23881.0
OR30x250-0.25_7.dat-50,MibS-First,3600,1e+20
interKP-300-100-5-10,MibS-First,23.0,1074.0
comp21-2idx_50_50,MibS-First,3600,1e+20
interKP-500-100-6-6,MibS-First,59.0,13953.0
general30-30-10-20-20-2,MibS-First,0.0,300107.0
weish18.dat-50,MibS-First,0.0,9978.0
OR30x250-0.75_5.dat-100,MibS-First,20.0,53043.0
interKP-500-100-6-7,MibS-First,91.0,14135.0
rail507_0_100,MibS-First,3600,1e+20
OR10x500-0.25_10.dat-100,MibS-First,30.0,126127.0
OR30x100-0.50_4.dat-0,MibS-First,3600,1e+20
general30-30-10-20-20-3,MibS-First,0.0,299900.0
normalClique40-90-6,MibS-First,0.0,20.0
normalClique40-90-7,MibS-First,0.0,18.0
OR30x500-0.50_5.dat-100,MibS-First,81.0,146439.0
OR30x250-0.50_2.dat-0,MibS-First,3600,1e+20
OR5x500-0.50_4.dat-50,MibS-First,286.0,173891.0
general30-30-20-20-20-5,MibS-First,0.0,299964.0
OR10x100-0.50_10.dat-0,MibS-First,1310.0,39288.0
general30-30-20-20-20-4,MibS-First,0.0,199729.0
mc11_0_100,MibS-First,3600,1e+20
OR30x500-0.50_2.dat-0,MibS-First,3600,1e+20
OR5x100-0.75_10.dat-100,MibS-First,5.0,21810.0
OR10x100-0.75_5.dat-50,MibS-First,33.0,28428.0
OR10x500-0.25_3.dat-100,MibS-First,29.0,125475.0
p200x1188c_100_0,MibS-First,3600,1e+20
OR5x100-0.75_6.dat-50,MibS-First,1.0,60355.0
rmine6_50_50,MibS-First,3600,1e+20
OR10x500-0.50_7.dat-50,MibS-First,3600,1e+20
interKP-100-100-7-6,MibS-First,0.0,2524.0
interKP-300-100-7-3,MibS-First,0.0,4340.0
tree-25_2-2-2_005,MibS-First,0.0,21.0
sing326_100_0,MibS-First,3600,1e+20
interKP-300-100-7-2,MibS-First,0.0,2894.0
interKP-100-100-7-7,MibS-First,0.0,2946.0
sp98ir_0_100,MibS-First,1311.0,312586000.0
tree-25_2-2-2_004,MibS-First,0.0,21.0
n9-3_50_50,MibS-First,3600,1e+20
neos-5049753-cuanza_50_50,MibS-First,3600,1e+20
interKP-400-100-5-6,MibS-First,31.0,12204.0
eilB101_100_0,MibS-First,3600,1e+20
OR30x100-0.50_4.dat-50,MibS-First,1328.0,34677.0
interKP-400-100-5-7,MibS-First,37.0,13256.0
toll-like_50_50,MibS-First,3600,1e+20
buildingenergy_0_100,MibS-First,3600,1e+20
K5010W14.KNP,MibS-First,0.0,2116.0
OR30x500-0.75_6.dat-50,MibS-First,3600,1e+20
neos17_0_100,MibS-First,3600,1e+20
netdiversion_0_100,MibS-First,1642.0,19874400.0
interKP-200-100-8-1,MibS-First,0.0,1326.0
weish18.dat-100,MibS-First,0.0,7644.0
weish26.dat-100,MibS-First,1.0,9497.0
2AP05-17,MibS-First,0.0,-19.0
2AP05-16,MibS-First,0.0,-13.0
pb2.dat-0,MibS-First,0.0,3176.0
tanglegram2_100_0,MibS-First,3600,1e+20
interKP-200-100-4-3,MibS-First,0.0,2998.0
weish28.dat-0,MibS-First,0.0,9249.0
interKP-200-100-4-2,MibS-First,0.0,1998.0
OR10x100-0.75_5.dat-100,MibS-First,2.0,24530.0
tr12-30_0_100,MibS-First,3600,1e+20
bmilplib_260_5,MibS-First,0.0,-117.0
OR5x250-0.25_10.dat-0,MibS-First,1788.0,55196.0
K5010W13.KNP,MibS-First,0.0,2450.0
interKP-400-100-9-4,MibS-First,0.0,11687.0
l152lav-0.100000,MibS-First,0.0,4789.0
interKP-400-100-9-5,MibS-First,0.0,13693.0
rndgraph-25_1-3-3_015,MibS-First,0.0,23.0
bmilplib_260_4,MibS-First,1.0,12.9267
neos-2978193-inde_0_100,MibS-First,3600,1e+20
OR30x100-0.25_9.dat-100,MibS-First,1.0,28550.0
interKP-200-100-9-9,MibS-First,3600,1e+20
opm2-z10-s4_50_50,MibS-First,3600,1e+20
interKP-200-100-9-8,MibS-First,0.0,9253.0
general30-20-20-20-20-10,MibS-First,0.0,299609.0
moore90,MibS-First,0.0,-22.0
sp97ar_0_100,MibS-First,3600,1e+20
OR30x250-0.25_10.dat-0,MibS-First,3600,1e+20
OR10x250-0.75_6.dat-100,MibS-First,17.0,55476.0
K5040W19.KNP,MibS-First,0.0,9402.0
OR5x100-0.25_10.dat-100,MibS-First,2.0,25422.0
BCPIns_8_9_10.txt_trad.txt_K7,MibS-First,0.0,4.0
weish20.dat-0,MibS-First,0.0,9014.0
OR5x500-0.75_9.dat-100,MibS-First,106.0,107847.0
OR10x500-0.50_6.dat-100,MibS-First,77.0,149336.0
interKP-100-100-1-2,MibS-First,1.0,1463.0
BCPIns_15_9_7.txt_trad.txt_K24,MibS-First,0.0,8.0
interKP-300-100-1-7,MibS-First,24.0,4905.0
OR10x100-0.50_10.dat-50,MibS-First,163.0,39090.0
neos-686190_100_0,MibS-First,3600,1e+20
interKP-300-100-1-6,MibS-First,20.0,6214.0
interKP-100-100-1-3,MibS-First,1.0,1751.0
OR5x250-0.50_9.dat-100,MibS-First,18.0,78999.0
OR10x100-0.50_7.dat-50,MibS-First,58.0,35403.0
OR5x250-0.75_3.dat-100,MibS-First,24.0,54277.0
neos-1582420_100_0,MibS-First,3600,1e+20
OR10x500-0.75_10.dat-100,MibS-First,100.0,109973.0
OR5x500-0.75_6.dat-50,MibS-First,258.0,104644.0
weish07.dat-100,MibS-First,0.0,4859.0
OR5x500-0.50_3.dat-100,MibS-First,84.0,150648.0
eil33-2_100_0,MibS-First,3600,1e+20
OR10x500-0.75_5.dat-50,MibS-First,3600,1e+20
interKP-200-100-5-10,MibS-First,8.0,537.0
OR10x500-0.50_10.dat-0,MibS-First,3600,1e+20
normalClique50-70-2,MibS-First,0.0,12.0
sing44_0_100,MibS-First,3600,1e+20
OR5x100-0.50_4.dat-50,MibS-First,7.0,38641.0
normalClique50-70-3,MibS-First,0.0,12.0
rmatr200-p5_0_100,MibS-First,3600,1e+20
bmilplib_410_1,MibS-First,2.0,44.9078
T1-3-1,MibS-First,30.0,-166.0
drayage-100-23_50_50,MibS-First,3600,1e+20
OR30x500-0.25_4.dat-0,MibS-First,3600,1e+20
exp-1-500-5-5_0_100,MibS-First,3600,1e+20
neos-3083819-nubu_0_100,MibS-First,2015.0,6312400.0
BCPIns_10_7_9.txt_trad.txt_K8,MibS-First,0.0,4.0
K5010W06.KNP,MibS-First,0.0,1739.0
interKP-200-100-2-7,MibS-First,0.0,6980.0
l152lav-0.500000,MibS-First,10.0,5329.0
OR30x100-0.75_6.dat-50,MibS-First,141.0,23368.0
interKP-200-100-2-6,MibS-First,0.0,6080.0
general20-30-20-20-20-7,MibS-First,0.0,400000.0
rndgraph-25_3-3-3_001,MibS-First,0.0,21.0
seymour1_100_0,MibS-First,3600,1e+20
OR30x500-0.75_3.dat-0,MibS-First,3600,1e+20
general20-30-20-20-20-6,MibS-First,0.0,299685.0
neos-4300652-rahue_50_50,MibS-First,3600,1e+20
plusBCPIns_15_7_6,MibS-First,0.0,7.0
OR30x500-0.50_4.dat-50,MibS-First,3600,1e+20
interdiction50-10,MibS-First,0.0,229.0
plusBCPIns_15_7_7,MibS-First,0.0,7.0
miblp_20_20_50_0110_15_10,MibS-First,0.0,-251.0
tree-50_1-3-3_007,MibS-First,0.0,48.0
OR30x250-0.50_10.dat-50,MibS-First,3600,1e+20
interKP-400-100-3-2,MibS-First,6.0,4922.0
bmilplib_310_1,MibS-First,1.0,5.04063
OR30x250-0.75_3.dat-0,MibS-First,3600,1e+20
general20-30-10-20-20-1,MibS-First,0.0,199904.0
interKP-400-100-3-3,MibS-First,13.0,6988.0
BCPIns_10_9_3.txt_trad.txt_K10,MibS-First,0.0,5.0
OR30x500-0.75_10.dat-50,MibS-First,3600,1e+20
OR30x100-0.75_6.dat-100,MibS-First,3.0,23334.0
OR10x250-0.25_4.dat-50,MibS-First,3600,1e+20
OR30x100-0.75_5.dat-0,MibS-First,439.0,23352.0
pb1.dat-100,MibS-First,2.0,2736.0
tree-50_1-5-5_007,MibS-First,0.0,48.0
OR5x250-0.25_7.dat-50,MibS-First,35.0,59607.0
tree-50_1-5-5_006,MibS-First,0.0,48.0
OR30x250-0.25_4.dat-0,MibS-First,3600,1e+20
rndgraph-80_3-3-3_001,MibS-First,0.0,6.0
knapsack,MibS-First,3600,1e+20
plusBCPIns_12_7_6,MibS-First,0.0,6.0
K5030W09.KNP,MibS-First,0.0,5710.0
neos-1109824_0_100,MibS-First,3600,1e+20
plusBCPIns_12_7_7,MibS-First,0.0,5.0
weish01.dat-50,MibS-First,0.0,4713.0
co-100_50_50,MibS-First,3600,1e+20
OR30x100-0.25_2.dat-0,MibS-First,164.0,21896.0
reblock67_50_50,MibS-First,3600,1e+20
interKP-200-100-9-3,MibS-First,0.0,4662.0
interKP-200-100-9-2,MibS-First,0.0,3260.0
weish13.dat-100,MibS-First,0.0,5639.0
OR10x100-0.50_8.dat-50,MibS-First,85.0,35504.0
OR30x500-0.50_5.dat-0,MibS-First,3600,1e+20
interKP-400-100-4-4,MibS-First,0.0,8189.0
BCPIns_12_7_6.txt_trad.txt_K12,MibS-First,0.0,5.0
interKP-400-100-4-5,MibS-First,0.0,10201.0
iis-100-0-cov_100_0,MibS-First,3600,1e+20
K5020W02.KNP,MibS-First,0.0,4880.0
interdiction45-10,MibS-First,0.0,508.0
nursesched-medium-hint03_50_50,MibS-First,3600,1e+20
interKP-200-100-4-9,MibS-First,0.0,8710.0
OR10x100-0.50_4.dat-100,MibS-First,6.0,31318.0
OR5x500-0.75_9.dat-50,MibS-First,178.0,106656.0
interKP-200-100-4-8,MibS-First,0.0,7805.0
miblp_20_15_50_0110_10_10,MibS-First,0.0,-206.0
OR30x250-0.50_5.dat-0,MibS-First,3600,1e+20
xuLarge900-5,MibS-First,16.0,30.5044
plusBCPIns_10_9_6,MibS-First,0.0,7.0
interKP-400-100-8-6,MibS-First,32.0,13050.0
interKP-400-100-8-7,MibS-First,31.0,11178.0
nu25-pr12_50_50,MibS-First,3600,1e+20
plusBCPIns_10_9_7,MibS-First,0.0,7.0
xuLarge900-4,MibS-First,22.0,-15.0239
OR30x100-0.50_3.dat-0,MibS-First,3600,1e+20
sorrell3_50_50,MibS-First,3600,1e+20
mas74_100_0,MibS-First,3600,1e+20
OR5x100-0.50_1.dat-100,MibS-First,4.0,31471.0
neos-5052403-cygnet_100_0,MibS-First,3600,1e+20
tree-25_1-3-3_001,MibS-First,0.0,20.0
fast0507_0_100,MibS-First,3600,1e+20
ns1688347_0_100,MibS-First,3600,1e+20
OR30x100-0.25_2.dat-100,MibS-First,1.0,26280.0
K5020W05.KNP,MibS-First,0.0,3674.0
OR5x250-0.50_3.dat-50,MibS-First,69.0,88368.0
interKP-200-100-5-1,MibS-First,1.0,1351.0
interdiction35-10,MibS-First,0.0,229.0
core2536-691_100_0,MibS-First,3600,1e+20
OR10x100-0.50_10.dat-100,MibS-First,5.0,27905.0
neos-873061_50_50,MibS-First,3600,1e+20
interKP-400-100-9-10,MibS-First,3600,1e+20
interdiction55-6,MibS-First,1.0,1689.0
neos-4387871-tavua_100_0,MibS-First,3600,1e+20
plusBCPIns_12_7_10,MibS-First,0.0,5.0
interKP-500-100-7-4,MibS-First,0.0,9388.0
highschool1-aigio_0_100,MibS-First,3600,1e+20
pet2.dat-50,MibS-First,0.0,98500.0
interKP-500-100-7-5,MibS-First,0.0,11736.0
pet6.dat-100,MibS-First,1.0,8105.0
interdiction55-7,MibS-First,0.0,1871.0
nw04_100_0,MibS-First,3600,1e+20
OR5x250-0.25_8.dat-50,MibS-First,34.0,60600.0
interKP-300-100-7-9,MibS-First,20.0,2594.0
miblp_20_20_50_0110_10_1,MibS-First,1.0,-359.0
mad_100_0,MibS-First,3600,1e+20
neos-1337307_0_100,MibS-First,3600,1e+20
OR30x250-0.75_1.dat-50,MibS-First,3600,1e+20
interKP-300-100-7-8,MibS-First,19.0,5146.0
n4-3_0_100,MibS-First,3600,1e+20
normalClique60-90-1,MibS-First,0.0,23.0
OR10x250-0.25_2.dat-100,MibS-First,8.0,62057.0
K5050W15.KNP,MibS-First,0.0,10113.0
gen-ip002_100_0,MibS-First,3600,1e+20
pb5.dat-0,MibS-First,0.0,2207.0
rmatr100-p10_50_50,MibS-First,3600,1e+20
OR30x250-0.50_4.dat-100,MibS-First,32.0,75558.0
interKP-100-100-5-10,MibS-First,0.0,5560.0
general30-30-10-20-20-8,MibS-First,0.0,299660.0
rmatr100-p5_0_100,MibS-First,3600,1e+20
neos-3754224-navua_0_100,MibS-First,3600,1e+20
general30-30-10-20-20-9,MibS-First,1.0,400280.0
BCPIns_10_7_5.txt_trad.txt_K8,MibS-First,0.0,4.0
interKP-100-100-6-4,MibS-First,0.0,1664.0
xuLarge700-6,MibS-First,4.0,-59.25
OR30x500-0.75_4.dat-100,MibS-First,127.0,102419.0
interKP-300-100-6-1,MibS-First,0.0,1434.0
OR10x100-0.25_3.dat-50,MibS-First,107.0,21085.0
interKP-100-100-6-5,MibS-First,0.0,2080.0
xuLarge700-7,MibS-First,7.0,-27.2724
lectsched-5-obj_50_50,MibS-First,3600,1e+20
neos-916792_100_0,MibS-First,3600,1e+20
K5050W12.KNP,MibS-First,1.0,13601.0
pb5.dat-50,MibS-First,0.0,2393.0
OR5x250-0.25_7.dat-100,MibS-First,8.0,63569.0
OR30x100-0.75_9.dat-50,MibS-First,240.0,52133.0
mas76_0_100,MibS-First,61.0,1000000000000.0
neos-950242_0_100,MibS-First,3600,1e+20
BCPIns_15_7_9.txt_trad.txt_K19,MibS-First,0.0,6.0
OR10x500-0.25_8.dat-100,MibS-First,31.0,118222.0
K5020W10.KNP,MibS-First,0.0,3699.0
OR5x100-0.75_9.dat-50,MibS-First,5.0,23904.0
bmilplib_210_10,MibS-First,0.0,-89.6667
bmilplib_160_1,MibS-First,0.0,-52.9744
OR5x100-0.25_4.dat-100,MibS-First,2.0,25202.0
2AP05-23,MibS-First,0.0,-35.0
2AP05-22,MibS-First,0.0,-35.0
neos-957323_100_0,MibS-First,3600,1e+20
OR10x500-0.50_8.dat-50,MibS-First,3600,1e+20
xuLarge600-10,MibS-First,2.0,-96.0
T1-2-3,MibS-First,64.0,-147.0
interKP-400-100-3-8,MibS-First,45.0,8366.0
T1-2-2,MibS-First,0.0,-157.0
s100_100_0,MibS-First,3600,1e+20
neos18_0_100,MibS-First,3600,1e+20
interKP-400-100-3-9,MibS-First,50.0,4712.0
BCPIns_12_9_6.txt_trad.txt_K15,MibS-First,0.0,7.0
interKP-200-100-3-5,MibS-First,7.0,5408.0
OR30x100-0.50_7.dat-100,MibS-First,5.0,30452.0
interKP-200-100-3-4,MibS-First,6.0,4360.0
weing2.dat-50,MibS-First,0.0,116983.0
neos-3216931-puriri_50_50,MibS-First,3600,1e+20
K5020W17.KNP,MibS-First,0.0,6377.0
rndgraph-50_1-3-3_012,MibS-First,0.0,11.0
satellites1-25_0_100,MibS-First,3600,1e+20
eilA101-2_50_50,MibS-First,3600,1e+20
weish17.dat-50,MibS-First,0.0,4823.0
plusBCPIns_8_7_1,MibS-First,0.0,4.0
bmilplib_260_10,MibS-First,1.0,-2.30756
weish27.dat-0,MibS-First,0.0,9478.0
OR10x250-0.75_2.dat-50,MibS-First,1414.0,52816.0
biella1_100_0,MibS-First,3600,1e+20
OR10x100-0.25_1.dat-100,MibS-First,1.0,26730.0
xuLarge1000-7,MibS-First,21.0,43.2351
OR5x250-0.75_1.dat-50,MibS-First,34.0,56128.0
xuLarge1000-6,MibS-First,21.0,-4.33826
interKP-400-100-2-1,MibS-First,0.0,2294.0
OR5x500-0.50_10.dat-100,MibS-First,82.0,155612.0
OR30x250-0.25_8.dat-50,MibS-First,3600,1e+20
neos-827175_50_50,MibS-First,3600,1e+20
OR30x100-0.25_5.dat-0,MibS-First,742.0,21894.0
bab6_100_0,MibS-First,3600,1e+20
OR30x250-0.50_3.dat-50,MibS-First,3600,1e+20
noswot_0_100,MibS-First,3600,1e+20
OR30x250-0.25_3.dat-0,MibS-First,3600,1e+20
gen-ip054_50_50,MibS-First,3600,1e+20
OR30x250-0.25_1.dat-100,MibS-First,8.0,62454.0
normalClique50-70-8,MibS-First,0.0,11.0
BCPIns_15_7_1.txt_trad.txt_K19,MibS-First,0.0,6.0
K5050W07.KNP,MibS-First,1.0,14726.0
normalClique50-70-9,MibS-First,0.0,11.0
OR5x250-0.50_2.dat-100,MibS-First,29.0,74791.0
lotsize_50_50,MibS-First,3600,1e+20
OR30x100-0.75_2.dat-0,MibS-First,275.0,60027.0
trento1_100_0,MibS-First,3600,1e+20
snp-02-004-104_100_0,MibS-First,3600,1e+20
neos-1122047_50_50,MibS-First,3600,1e+20
normalClique40-70-10,MibS-First,0.0,11.0
OR5x500-0.75_2.dat-100,MibS-First,92.0,110082.0
OR30x250-0.75_4.dat-0,MibS-First,3600,1e+20
OR5x500-0.50_8.dat-100,MibS-First,67.0,151145.0
OR30x500-0.75_9.dat-50,MibS-First,3600,1e+20
interKP-500-100-1-1,MibS-First,7.0,7332.0
OR10x250-0.50_7.dat-100,MibS-First,16.0,74850.0
interKP-100-100-1-8,MibS-First,2.0,1034.0
OR30x500-0.75_4.dat-0,MibS-First,3600,1e+20
bmilplib_10_7,MibS-First,0.0,-166.0
interdiction45-4,MibS-First,0.0,1276.0
reblock115_50_50,MibS-First,3600,1e+20
OR5x250-0.75_8.dat-100,MibS-First,21.0,53627.0
OR10x500-0.75_7.dat-100,MibS-First,110.0,103932.0
interKP-100-100-1-9,MibS-First,1.0,733.0
bmilplib_10_6,MibS-First,2.0,-60.0
interdiction45-5,MibS-First,0.0,930.0
OR10x500-0.25_3.dat-50,MibS-First,3600,1e+20
interKP-500-100-9-10,MibS-First,3600,1e+20
BCPIns_10_7_1.txt_trad.txt_K8,MibS-First,0.0,5.0
OR30x500-0.25_3.dat-0,MibS-First,3600,1e+20
general30-20-20-20-20-8,MibS-First,0.0,200037.0
OR10x100-0.25_5.dat-100,MibS-First,2.0,24424.0
general30-20-20-20-20-9,MibS-First,0.0,399893.0
neos-934278_50_50,MibS-First,3600,1e+20
cvs16r128-89_0_100,MibS-First,3600,1e+20
p0548-0.900000,MibS-First,3600,1e+20
OR5x100-0.25_10.dat-0,MibS-First,60.0,22698.0
OR10x500-0.25_4.dat-50,MibS-First,3600,1e+20
interKP-300-100-2-9,MibS-First,25.0,3603.0
miblp_20_20_50_0110_15_1,MibS-First,0.0,-105.0
weish26.dat-0,MibS-First,0.0,9371.0
OR30x100-0.75_9.dat-100,MibS-First,3.0,21297.0
interKP-300-100-2-8,MibS-First,27.0,5982.0
OR5x500-0.25_7.dat-50,MibS-First,150.0,113888.0
interdiction50-6,MibS-First,1.0,1066.0
rndgraph-25_1-3-3_003,MibS-First,0.0,23.0
interKP-500-100-2-4,MibS-First,0.0,9995.0
sento2.dat-50,MibS-First,1.0,4718.0
n3div36_50_50,MibS-First,770.0,142166000.0
cov1075_0_100,MibS-First,9.0,70.0
interKP-500-100-2-5,MibS-First,0.0,12245.0
interdiction50-7,MibS-First,1.0,910.0
rndgraph-25_1-3-3_002,MibS-First,0.0,23.0
mitre-0.900000,MibS-First,100.0,169500.0
K5040W18.KNP,MibS-First,0.0,9300.0
BCPIns_15_7_6.txt_trad.txt_K19,MibS-First,0.0,6.0
xuLarge500-2,MibS-First,1.0,-69.5714
general30-30-30-20-20-4,MibS-First,0.0,99819.0
miblp_20_20_50_0110_5_10,MibS-First,0.0,-340.0
cmflsp50-24-8-8_50_50,MibS-First,3600,1e+20
general30-30-30-20-20-5,MibS-First,0.0,300069.0
miblp_20_20_50_0110_5_11,MibS-First,0.0,-426.0
OR30x100-0.50_3.dat-100,MibS-First,4.0,30364.0
xuLarge500-3,MibS-First,0.0,-89.0
bab5_0_100,MibS-First,3600,1e+20
brazil3_50_50,MibS-First,3600,1e+20
atlanta-ip_50_50,MibS-First,3600,1e+20
interKP-100-100-3-4,MibS-First,1.0,2014.0
supportcase19_50_50,MibS-First,3600,1e+20
interKP-300-100-3-1,MibS-First,1.0,2064.0
rndgraph-80_1-3-3_003,MibS-First,0.0,5.0
interKP-100-100-3-5,MibS-First,3.0,2469.0
BCPIns_8_7_6.txt_trad.txt_K5,MibS-First,0.0,3.0
OR30x100-0.75_10.dat-100,MibS-First,4.0,23234.0
OR30x250-0.50_4.dat-50,MibS-First,3600,1e+20
plusBCPIns_15_9_2,MibS-First,0.0,10.0
OR30x500-0.25_2.dat-0,MibS-First,3600,1e+20
interKP-200-100-1-9,MibS-First,10.0,836.0
interKP-300-100-9-10,MibS-First,3600,1e+20
fast0507-0.900000,MibS-First,3600,1e+20
interKP-200-100-1-8,MibS-First,9.0,1831.0
plusBCPIns_15_9_3,MibS-First,0.0,9.0
interKP-400-100-1-4,MibS-First,27.0,8991.0
K5030W08.KNP,MibS-First,1.0,7425.0
air03-0.900000,MibS-First,20.0,914496.0
BCPIns_12_7_9.txt_trad.txt_K12,MibS-First,0.0,5.0
interKP-400-100-1-5,MibS-First,32.0,9357.0
neos-933966_50_50,MibS-First,3600,1e+20
OR5x250-0.75_6.dat-50,MibS-First,40.0,59084.0
OR30x500-0.75_5.dat-0,MibS-First,3600,1e+20
neos-5114902-kasavu_100_0,MibS-First,3600,1e+20
weish08.dat-100,MibS-First,0.0,4186.0
normalClique60-70-4,MibS-First,0.0,13.0
bmilplib_210_1,MibS-First,1.0,-2.00289
normalClique60-70-5,MibS-First,1.0,12.0
OR10x250-0.75_5.dat-50,MibS-First,1082.0,56724.0
OR10x250-0.50_3.dat-100,MibS-First,17.0,75120.0
weish10.dat-50,MibS-First,0.0,3654.0
OR10x250-0.50_10.dat-0,MibS-First,3600,1e+20
OR10x500-0.75_3.dat-100,MibS-First,109.0,103840.0
OR30x250-0.75_5.dat-0,MibS-First,3600,1e+20
OR5x250-0.50_6.dat-100,MibS-First,19.0,79112.0
weing5.dat-50,MibS-First,1.0,81161.0
cost266-UUE_0_100,MibS-First,3600,1e+20
plusBCPIns_12_9_2,MibS-First,0.0,9.0
momentum1_0_100,MibS-First,3600,1e+20
plusBCPIns_12_9_3,MibS-First,0.0,8.0
OR10x500-0.50_9.dat-100,MibS-First,76.0,149977.0
OR30x100-0.75_3.dat-0,MibS-First,1443.0,20526.0
OR5x500-0.75_6.dat-100,MibS-First,114.0,104467.0
OR5x100-0.75_10.dat-50,MibS-First,5.0,51491.0
interdiction40-10,MibS-First,3600,1e+20
OR30x500-0.25_10.dat-0,MibS-First,3600,1e+20
mod010-0.900000,MibS-First,20.0,8993.0
OR10x250-0.75_9.dat-100,MibS-First,21.0,59794.0
normalClique40-70-8,MibS-First,0.0,10.0
OR30x100-0.25_7.dat-50,MibS-First,963.0,21699.0
OR30x250-0.25_2.dat-0,MibS-First,3600,1e+20
normalClique40-70-9,MibS-First,0.0,10.0
sp98ar_0_100,MibS-First,3600,1e+20
BCPIns_12_9_1.txt_trad.txt_K15,MibS-First,0.0,6.0
OR30x250-0.25_5.dat-100,MibS-First,7.0,64027.0
opm2-z7-s2_100_0,MibS-First,3600,1e+20
OR30x100-0.25_4.dat-0,MibS-First,389.0,21464.0
K5010W07.KNP,MibS-First,0.0,1849.0
