x,BigM - Optimality KKT BigM_2,BigM - Optimality KKT SOS1_2,BigM - Optimality KKT SOS1_3,BigM - Optimality KKT BigM_3,BigM - MibS_3,BigM - MibS_2
5781.81818181818,0.897916666666667,0.366666666666667,0.175,0.3125,0.00833333333333333,0.0104166666666667
5890.90909090909,0.897916666666667,0.366666666666667,0.177083333333333,0.320833333333333,0.00833333333333333,0.0104166666666667
6000,0.9,0.366666666666667,0.177083333333333,0.322916666666667,0.00833333333333333,0.0104166666666667
6109.09090909091,0.9,0.366666666666667,0.179166666666667,0.322916666666667,0.00833333333333333,0.0104166666666667
6218.18181818182,0.9,0.366666666666667,0.18125,0.329166666666667,0.00833333333333333,0.0104166666666667
6327.27272727273,0.904166666666667,0.366666666666667,0.185416666666667,0.333333333333333,0.00833333333333333,0.0104166666666667
6436.36363636364,0.90625,0.36875,0.185416666666667,0.335416666666667,0.00833333333333333,0.0104166666666667
6545.45454545455,0.908333333333333,0.370833333333333,0.185416666666667,0.335416666666667,0.00833333333333333,0.0104166666666667
6654.54545454545,0.9125,0.375,0.189583333333333,0.339583333333333,0.00833333333333333,0.0104166666666667
6763.63636363636,0.9125,0.375,0.191666666666667,0.35,0.00833333333333333,0.0104166666666667
6872.72727272727,0.916666666666667,0.375,0.19375,0.352083333333333,0.00833333333333333,0.0104166666666667
6981.81818181818,0.916666666666667,0.377083333333333,0.195833333333333,0.35625,0.00833333333333333,0.0104166666666667
7090.90909090909,0.91875,0.377083333333333,0.195833333333333,0.358333333333333,0.00833333333333333,0.0125
7200,0.920833333333333,0.377083333333333,0.195833333333333,0.364583333333333,0.00833333333333333,0.0125
7309.09090909091,0.920833333333333,0.377083333333333,0.195833333333333,0.370833333333333,0.00833333333333333,0.0125
7418.18181818182,0.922916666666667,0.377083333333333,0.2,0.377083333333333,0.00833333333333333,0.0125
7527.27272727273,0.922916666666667,0.379166666666667,0.2,0.379166666666667,0.00833333333333333,0.0125
7636.36363636364,0.925,0.379166666666667,0.202083333333333,0.383333333333333,0.00833333333333333,0.0125
7745.45454545455,0.925,0.379166666666667,0.204166666666667,0.385416666666667,0.00833333333333333,0.0125
7854.54545454545,0.925,0.379166666666667,0.204166666666667,0.389583333333333,0.00833333333333333,0.0125
7963.63636363636,0.927083333333333,0.379166666666667,0.20625,0.397916666666667,0.00833333333333333,0.0125
8072.72727272727,0.927083333333333,0.379166666666667,0.20625,0.4,0.0104166666666667,0.0125
8181.81818181818,0.927083333333333,0.385416666666667,0.208333333333333,0.402083333333333,0.0104166666666667,0.0125
8290.90909090909,0.927083333333333,0.385416666666667,0.2125,0.404166666666667,0.0104166666666667,0.0125
8400,0.927083333333333,0.385416666666667,0.2125,0.40625,0.0125,0.0125
8509.09090909091,0.927083333333333,0.385416666666667,0.214583333333333,0.4125,0.0125,0.0125
8618.18181818182,0.927083333333333,0.385416666666667,0.222916666666667,0.416666666666667,0.0125,0.0125
8727.27272727273,0.927083333333333,0.385416666666667,0.222916666666667,0.41875,0.0125,0.0125
8836.36363636364,0.927083333333333,0.385416666666667,0.222916666666667,0.422916666666667,0.0125,0.0125
8945.45454545455,0.929166666666667,0.385416666666667,0.227083333333333,0.43125,0.0125,0.0125
9054.54545454545,0.929166666666667,0.385416666666667,0.227083333333333,0.43125,0.0125,0.0125
9163.63636363636,0.929166666666667,0.385416666666667,0.227083333333333,0.435416666666667,0.0125,0.0125
9272.72727272727,0.929166666666667,0.3875,0.227083333333333,0.435416666666667,0.0125,0.0125
9381.81818181818,0.929166666666667,0.3875,0.23125,0.439583333333333,0.0125,0.0125
9490.90909090909,0.933333333333333,0.389583333333333,0.23125,0.447916666666667,0.0125,0.0125
9600,0.933333333333333,0.389583333333333,0.23125,0.447916666666667,0.0125,0.0125
9709.09090909091,0.935416666666667,0.391666666666667,0.23125,0.45,0.0125,0.0125
9818.18181818182,0.935416666666667,0.391666666666667,0.233333333333333,0.452083333333333,0.0125,0.0145833333333333
9927.27272727273,0.935416666666667,0.39375,0.235416666666667,0.454166666666667,0.0125,0.0145833333333333
10036.3636363636,0.935416666666667,0.39375,0.235416666666667,0.454166666666667,0.0125,0.0145833333333333
10145.4545454545,0.935416666666667,0.39375,0.235416666666667,0.458333333333333,0.0125,0.0145833333333333
10254.5454545455,0.9375,0.39375,0.2375,0.458333333333333,0.0125,0.0145833333333333
10363.6363636364,0.9375,0.39375,0.2375,0.460416666666667,0.0125,0.0145833333333333
10472.7272727273,0.9375,0.39375,0.2375,0.4625,0.0125,0.0145833333333333
10581.8181818182,0.9375,0.39375,0.239583333333333,0.464583333333333,0.0125,0.0145833333333333
10690.9090909091,0.9375,0.39375,0.239583333333333,0.466666666666667,0.0125,0.0145833333333333
10800,1,1,1,1,1,1
