result,CYCLE_3_1,2862,4833,3,4,1,0,PADM,mult,2,l1,1000,0,3fd34896-be54-4cdd-a365-b35b1ec43101.sol,,,,,,,,,2.17921,Infeasible,Proved,1e+20,0,0,,,,,,
result,CYCLE_3_10,2916,4833,3,54,5,0,PADM,mult,2,l1,1000,0,a716731b-b3c5-4905-8379-5a033df94339.sol,,,,,,,,,4.79272,Optimal,Proved,0.0246582,0,0,0.0246582,0.0246582,0,-5.25368,-5.22741,0.00500102
result,CYCLE_3_5,2879,4833,3,20,2,0,PADM,mult,2,l1,1000,0,6c6a90f2-2108-4dd4-8af3-f124ffed8f05.sol,,,,,,,,,2.4939,Infeasible,Proved,1e+20,0,0,,,,,,
result,CYCLE_4_1,2864,4833,3,7,0,0,PADM,mult,2,l1,1000,0,81331b4c-b5ac-4fe1-9157-258aacd88816.sol,,,,,,,,,1.64667,Infeasible,Proved,1e+20,0,0,,,,,,
result,CYCLE_4_10,2942,4833,3,81,4,0,PADM,mult,2,l1,1000,0,760115cd-9e64-4095-8986-ca4df4ad15e0.sol,,,,,,,,,2.56744,Infeasible,Proved,1e+20,0,0,,,,,,
result,CYCLE_4_5,2903,4833,3,45,1,0,PADM,mult,2,l1,1000,0,a46a0b6d-3556-497e-aa24-ef776f66c673.sol,,,,,,,,,2.51233,Infeasible,Proved,1e+20,0,0,,,,,,
result,CYCLE_5_1,2858,4833,3,1,0,0,PADM,mult,2,l1,1000,0,8342929e-e9b8-46ae-977d-98ac7ba05385.sol,,,,,,,,,0.015026,Infeasible,Proved,1e+20,0,0,,,,,,
result,CYCLE_5_10,2975,4833,3,114,4,0,PADM,mult,2,l1,1000,0,61f0b69b-e2a2-4dec-bc8b-2d57141f3594.sol,,,,,,,,,0.013835,Infeasible,Proved,1e+20,0,0,,,,,,
result,CYCLE_5_5,2906,4833,3,47,2,0,PADM,mult,2,l1,1000,0,90cb74bf-3f9b-4431-8306-78e676b73090.sol,,,,,,,,,0.01508,Infeasible,Proved,1e+20,0,0,,,,,,
result,CYCLE_6_1,2862,4833,3,5,0,0,PADM,mult,2,l1,1000,0,c109379f-ba3e-4fa3-996c-e714ca17abab.sol,,,,,,,,,1.68039,Infeasible,Proved,1e+20,0,0,,,,,,
