"time","10_w1","10_w0","1_w1","1_w0","5_w1","5_w0"
1.65243,0.455788514129444,0.291704649042844,0.30355515041021,0.272561531449407,0.429352780309936,0.284412032816773
1.802361,0.464904284412033,0.298997265268915,0.305378304466727,0.279854147675479,0.432999088422972,0.296262534184139
2.00266,0.471285323609845,0.305378304466727,0.310847766636281,0.291704649042844,0.438468550592525,0.302643573381951
2.2081,0.477666362807657,0.315405651777575,0.313582497721057,0.300820419325433,0.441203281677302,0.312670920692799
2.37979,0.484047402005469,0.323609845031905,0.321786690975387,0.305378304466727,0.451230628988149,0.317228805834093
2.46545,0.499544211485871,0.326344576116682,0.330902461257976,0.305378304466727,0.465815861440292,0.317228805834093
2.552817,0.513217866909754,0.3281677301732,0.338195077484047,0.307201458523245,0.481312670920693,0.318140382862352
2.67562,0.523245214220602,0.330902461257976,0.348222424794895,0.309936189608022,0.494986326344576,0.320875113947129
2.85113,0.540565177757521,0.334548769371012,0.359161349134002,0.310847766636281,0.501367365542388,0.322698268003646
3.110576,0.547857793983592,0.337283500455789,0.367365542388332,0.31175934366454,0.521422060164084,0.325432999088423
3.37014,0.557885141294439,0.343664539653601,0.375569735642662,0.316317228805834,0.526891522333637,0.332725615314494
3.55319,0.564266180492252,0.350957155879672,0.381950774840474,0.320875113947129,0.538742023701003,0.337283500455789
3.80982,0.576116681859617,0.357338195077484,0.388331814038286,0.325432999088423,0.546946216955333,0.341841385597083
4.14416,0.586144029170465,0.361896080218779,0.391978122151322,0.331814038286235,0.55697356426618,0.348222424794895
4.36613,0.595259799453054,0.368277119416591,0.400182315405652,0.334548769371012,0.566089334548769,0.354603463992707
4.74125,0.605287146763901,0.372835004557885,0.407474931631723,0.342752962625342,0.574293527803099,0.358249772105743
5.94605,0.619872379216044,0.379216043755697,0.411121239744758,0.342752962625342,0.584320875113947,0.364630811303555
6.941795,0.631722880583409,0.383773928896992,0.423883318140383,0.343664539653601,0.594348222424795,0.366453965360073
7.82188,0.646308113035551,0.388331814038286,0.433910665451231,0.34457611668186,0.603463992707384,0.368277119416591
8.770791,0.657247037374658,0.390154968094804,0.446672743846855,0.34457611668186,0.616226071103008,0.371923427529626
10.1334,0.670920692798541,0.399270738377393,0.452142206016408,0.347310847766636,0.624430264357338,0.374658158614403
12.1389,0.674567000911577,0.411121239744758,0.453053783044667,0.355515041020966,0.629899726526892,0.38559708295351
14.536012,0.681859617137648,0.422060164083865,0.453965360072926,0.365542388331814,0.631722880583409,0.396536007292616
16.23,0.686417502278943,0.43482224247949,0.455788514129444,0.371923427529626,0.638103919781221,0.405651777575205
17.9318,0.686417502278943,0.448495897903373,0.455788514129444,0.384685505925251,0.639927073837739,0.419325432999088
19.4645,0.689152233363719,0.45943482224248,0.456700091157703,0.400182315405652,0.641750227894257,0.429352780309936
21.6317,0.69644484958979,0.467639015496809,0.456700091157703,0.405651777575205,0.646308113035551,0.444849589790337
23.4165,0.70464904284412,0.480401093892434,0.461257976298997,0.409298085688241,0.652689152233364,0.451230628988149
26.1871,0.710118505013674,0.490428441203282,0.466727438468551,0.417502278942571,0.65542388331814,0.460346399270738
29.6366,0.717411121239745,0.501367365542388,0.474020054694622,0.419325432999088,0.667274384685506,0.463081130355515
32.664,0.730173199635369,0.504102096627165,0.485870556061987,0.422060164083865,0.675478577939836,0.466727438468551
35.5486,0.742935278030994,0.505925250683683,0.502278942570647,0.422060164083865,0.683682771194166,0.468550592525068
38.4235,0.754785779398359,0.508659981768459,0.510483135824977,0.422971741112124,0.699179580674567,0.471285323609845
41.2732,0.769371011850501,0.515041020966272,0.517775752051048,0.422971741112124,0.711030082041933,0.472196900638104
44.6906,0.783956244302644,0.520510483135825,0.527803099361896,0.422971741112124,0.721969006381039,0.473108477666363
53.815,0.80309936189608,0.525068368277119,0.531449407474932,0.423883318140383,0.730173199635369,0.478577939835916
61.7057,0.814949863263446,0.529626253418414,0.537830446672744,0.42661804922516,0.740200546946217,0.484047402005469
70.7638,0.82771194165907,0.536007292616226,0.543299908842297,0.432087511394713,0.747493163172288,0.488605287146764
77.3961,0.835004557885141,0.543299908842297,0.547857793983592,0.439380127620784,0.752962625341841,0.497721057429353
90.12098,0.846855059252507,0.551504102096627,0.553327256153145,0.44302643573382,0.760255241567912,0.503190519598906
104.1513,0.855970829535096,0.556061987237922,0.562443026435734,0.443938012762078,0.774840474020055,0.506836827711942
132.1479,0.867821330902461,0.559708295350957,0.567912488605287,0.445761166818596,0.78669097538742,0.513217866909754
146.8349,0.87693710118505,0.560619872379216,0.580674567000912,0.447584320875114,0.80309936189608,0.514129443938013
157.146,0.895168641750228,0.563354603463993,0.587967183226983,0.448495897903373,0.813126709206928,0.515952597994531
201.823,0.905195989061076,0.572470373746582,0.596171376481313,0.450319051959891,0.820419325432999,0.521422060164084
277.747,0.914311759343664,0.586144029170465,0.599817684594348,0.455788514129444,0.824065633546035,0.527803099361896
369.77781,0.9179580674567,0.601640838650866,0.604375569735643,0.458523245214221,0.828623518687329,0.537830446672744
544.318,0.923427529626253,0.621695533272562,0.60619872379216,0.463081130355515,0.829535095715588,0.546946216955333
897.63,0.925250683682771,0.638103919781221,0.608933454876937,0.470373746581586,0.831358249772106,0.557885141294439
1433.29878,0.932543299908842,0.646308113035551,0.617137648131267,0.474020054694622,0.837739288969918,0.566089334548769
1742.844,0.943482224247949,0.649042844120328,0.627164995442115,0.475843208751139,0.851412944393801,0.568824065633546
