"time","10_w1","10_w0","1_w1","1_w0","5_w1","5_w0"
0.007912,0,0,0.000911577028258888,0,0,0
0.027042,0.0100273473108478,0.00638103919781222,0.00638103919781222,0.00911577028258888,0.00638103919781222,0.00364630811303555
0.035956,0.0100273473108478,0.0182315405651778,0.00911577028258888,0.0182315405651778,0.0100273473108478,0.0182315405651778
0.040537,0.0118505013673655,0.0282588878760255,0.0118505013673655,0.0291704649042844,0.01640838650866,0.0273473108477666
0.049051,0.0127620783956244,0.0337283500455789,0.0182315405651778,0.0419325432999088,0.0237010027347311,0.0364630811303555
0.05475,0.0173199635369189,0.0364630811303555,0.02461257976299,0.0501367365542388,0.0346399270738377,0.0446672743846855
0.060791,0.02461257976299,0.0437556973564266,0.0273473108477666,0.0537830446672744,0.0474020054694622,0.0528714676390155
0.067709,0.04102096627165,0.0537830446672744,0.0309936189608022,0.0583409298085688,0.0528714676390155,0.0546946216955333
0.073704,0.056517775752051,0.0556061987237922,0.0373746581586144,0.0628988149498633,0.0638103919781221,0.056517775752051
0.081684,0.0683682771194166,0.0592525068368277,0.0446672743846855,0.0683682771194166,0.0692798541476755,0.064721969006381
0.09135,0.072926162260711,0.0628988149498633,0.0592525068368277,0.0747493163172288,0.0747493163172288,0.0711030082041933
0.101128,0.0765724703737466,0.0692798541476755,0.0720145852324521,0.0802187784867821,0.0829535095715588,0.0765724703737466
0.115569,0.0838650865998177,0.0774840474020055,0.0765724703737466,0.0856882406563355,0.097538742023701,0.0783956244302644
0.135011,0.097538742023701,0.0829535095715588,0.081130355515041,0.0920692798541477,0.100273473108478,0.0865998176845943
0.149217,0.102096627164995,0.0884229717411121,0.0884229717411121,0.101185050136737,0.109389243391067,0.0929808568824066
0.165695,0.112123974475843,0.0920692798541477,0.0948040109389243,0.103919781221513,0.122151321786691,0.0984503190519599
0.180841,0.117593436645397,0.097538742023701,0.102096627164995,0.107566089334549,0.134001823154057,0.10665451230629
0.194286,0.126709206927985,0.105742935278031,0.10665451230629,0.113035551504102,0.142206016408387,0.113035551504102
0.21054,0.134913400182315,0.110300820419325,0.112123974475843,0.125797629899727,0.14767547857794,0.117593436645397
0.227241,0.138559708295351,0.120328167730173,0.118505013673655,0.13126709206928,0.157702825888788,0.123974475843209
0.240127,0.144940747493163,0.129443938012762,0.125797629899727,0.134001823154057,0.170464904284412,0.126709206927985
0.254526,0.154056517775752,0.135824977210574,0.13126709206928,0.134913400182315,0.184138559708295,0.133090246125798
0.276992,0.159525979945305,0.141294439380128,0.137648131267092,0.140382862351869,0.198723792160438,0.137648131267092
0.30085,0.176845943482224,0.145852324521422,0.143117593436645,0.141294439380128,0.208751139471285,0.140382862351869
0.323473,0.192342752962625,0.14767547857794,0.144940747493163,0.144940747493163,0.225159525979945,0.143117593436645
0.340603,0.212397447584321,0.150410209662717,0.148587055606199,0.149498632634458,0.230628988149499,0.14767547857794
0.366485,0.22971741112124,0.154968094804011,0.152233363719234,0.152233363719234,0.23792160437557,0.154056517775752
0.402561,0.241567912488605,0.1640838650866,0.163172288058341,0.15587967183227,0.242479489516864,0.15587967183227
0.434539,0.251595259799453,0.165907019143118,0.179580674567001,0.15587967183227,0.25432999088423,0.156791248860529
0.464332,0.271649954421149,0.167730173199635,0.186873290793072,0.156791248860529,0.265268915223336,0.157702825888788
0.504536,0.283500455788514,0.169553327256153,0.18869644484959,0.166818596171376,0.274384685505925,0.1640838650866
0.531898,0.288969917958067,0.174111212397448,0.197812215132179,0.174111212397448,0.281677301731996,0.17228805834093
0.572874,0.294439380127621,0.177757520510483,0.201458523245214,0.182315405651778,0.291704649042844,0.183226982680036
0.613772,0.296262534184139,0.194165907019143,0.202370100273473,0.194165907019143,0.296262534184139,0.18869644484959
0.654027,0.30355515041021,0.203281677301732,0.208751139471285,0.199635369188696,0.301731996353692,0.19690063810392
0.709243,0.314494074749316,0.21330902461258,0.216955332725615,0.202370100273473,0.309024612579763,0.198723792160438
0.812911,0.326344576116682,0.220601640838651,0.22151321786691,0.208751139471285,0.315405651777575,0.204193254329991
0.925712,0.340018231540565,0.223336371923428,0.228805834092981,0.214220601640839,0.322698268003646,0.209662716499544
0.988889,0.347310847766636,0.226071103008204,0.234275296262534,0.216955332725615,0.337283500455789,0.217866909753874
1.027232,0.358249772105743,0.226982680036463,0.249772105742935,0.219690063810392,0.345487693710119,0.22151321786691
1.088389,0.36918869644485,0.228805834092981,0.261622607110301,0.222424794895169,0.356426618049225,0.224247948951686
1.154107,0.376481312670921,0.233363719234275,0.271649954421149,0.224247948951686,0.370100273473108,0.228805834092981
1.21175,0.386508659981768,0.238833181403829,0.27894257064722,0.226982680036463,0.381039197812215,0.234275296262534
1.251166,0.394712853236098,0.243391066545123,0.284412032816773,0.235186873290793,0.386508659981768,0.243391066545123
1.31044,0.405651777575205,0.250683682771194,0.288058340929809,0.245214220601641,0.390154968094804,0.249772105742935
1.37035,0.412944393801276,0.257064721969006,0.288969917958067,0.255241567912489,0.392889699179581,0.263445761166819
1.43914,0.416590701914312,0.269826800364631,0.289881494986326,0.261622607110301,0.402917046490428,0.271649954421149
1.498143,0.431175934366454,0.27894257064722,0.292616226071103,0.266180492251595,0.409298085688241,0.276207839562443
1.557394,0.445761166818596,0.282588878760255,0.298085688240656,0.27073837739289,0.416590701914312,0.281677301731996
