"time","5_NLP_0","5_PADM_1","5_NLP-first_0","5_PADM_0","10_NLP_0","10_PADM_1","10_NLP-first_0","10_PADM_0","1_NLP_0","1_PADM_1","1_NLP-first_0","1_PADM_0"
1.074338,0.0585106382978723,0.301418439716312,0.134751773049645,0.342198581560284,0.0355239786856128,0.296099290780142,0.117021276595745,0.342198581560284,0.0886524822695035,0.297872340425532,0.109929078014184,0.347517730496454
1.12689,0.0620567375886525,0.303191489361702,0.134751773049645,0.356382978723404,0.0355239786856128,0.312056737588652,0.118794326241135,0.349290780141844,0.0904255319148936,0.301418439716312,0.118794326241135,0.356382978723404
1.17543,0.0656028368794326,0.310283687943262,0.140070921985816,0.363475177304965,0.0373001776198934,0.322695035460993,0.118794326241135,0.361702127659574,0.0939716312056738,0.306737588652482,0.124113475177305,0.361702127659574
1.26597,0.0673758865248227,0.319148936170213,0.143617021276596,0.372340425531915,0.0373001776198934,0.335106382978723,0.124113475177305,0.368794326241135,0.0957446808510638,0.313829787234043,0.125886524822695,0.368794326241135
1.38463,0.0691489361702128,0.331560283687943,0.143617021276596,0.382978723404255,0.0373001776198934,0.349290780141844,0.124113475177305,0.381205673758865,0.0975177304964539,0.315602836879433,0.127659574468085,0.379432624113475
1.46854,0.0691489361702128,0.335106382978723,0.143617021276596,0.398936170212766,0.0373001776198934,0.358156028368794,0.124113475177305,0.390070921985816,0.101063829787234,0.326241134751773,0.131205673758865,0.391843971631206
1.528629,0.0709219858156028,0.343971631205674,0.145390070921986,0.411347517730496,0.0390763765541741,0.365248226950355,0.124113475177305,0.397163120567376,0.104609929078014,0.326241134751773,0.140070921985816,0.404255319148936
1.606558,0.074468085106383,0.345744680851064,0.148936170212766,0.430851063829787,0.0408525754884547,0.368794326241135,0.124113475177305,0.411347517730496,0.109929078014184,0.326241134751773,0.143617021276596,0.414893617021277
1.70935,0.0797872340425532,0.345744680851064,0.156028368794326,0.434397163120567,0.0426287744227353,0.374113475177305,0.127659574468085,0.430851063829787,0.120567375886525,0.326241134751773,0.150709219858156,0.418439716312057
1.832281,0.0868794326241135,0.351063829787234,0.159574468085106,0.437943262411348,0.0461811722912966,0.377659574468085,0.127659574468085,0.443262411347518,0.131205673758865,0.328014184397163,0.164893617021277,0.418439716312057
1.9581,0.0921985815602837,0.351063829787234,0.163120567375887,0.445035460992908,0.0479573712255773,0.379432624113475,0.132978723404255,0.450354609929078,0.138297872340426,0.338652482269504,0.170212765957447,0.430851063829787
2.04895,0.0939716312056738,0.358156028368794,0.168439716312057,0.457446808510638,0.0479573712255773,0.381205673758865,0.134751773049645,0.462765957446808,0.140070921985816,0.345744680851064,0.171985815602837,0.445035460992908
2.1372,0.099290780141844,0.361702127659574,0.173758865248227,0.464539007092199,0.0479573712255773,0.384751773049645,0.136524822695035,0.469858156028369,0.148936170212766,0.352836879432624,0.184397163120567,0.448581560283688
2.22009,0.102836879432624,0.377659574468085,0.177304964539007,0.471631205673759,0.0497335701598579,0.388297872340426,0.141843971631206,0.471631205673759,0.156028368794326,0.361702127659574,0.187943262411348,0.453900709219858
2.36094,0.104609929078014,0.390070921985816,0.177304964539007,0.473404255319149,0.0515097690941385,0.402482269503546,0.145390070921986,0.485815602836879,0.163120567375887,0.367021276595745,0.191489361702128,0.453900709219858
2.63241,0.109929078014184,0.397163120567376,0.180851063829787,0.475177304964539,0.0515097690941385,0.430851063829787,0.145390070921986,0.48758865248227,0.166666666666667,0.377659574468085,0.196808510638298,0.453900709219858
2.89916,0.111702127659574,0.409574468085106,0.184397163120567,0.475177304964539,0.0586145648312611,0.436170212765957,0.150709219858156,0.48758865248227,0.173758865248227,0.393617021276596,0.203900709219858,0.455673758865248
3.15196,0.117021276595745,0.430851063829787,0.187943262411348,0.476950354609929,0.0586145648312611,0.441489361702128,0.150709219858156,0.48936170212766,0.177304964539007,0.409574468085106,0.210992907801418,0.455673758865248
3.31503,0.122340425531915,0.441489361702128,0.198581560283688,0.478723404255319,0.0603907637655417,0.457446808510638,0.152482269503546,0.49113475177305,0.179078014184397,0.423758865248227,0.212765957446809,0.455673758865248
3.54557,0.129432624113475,0.459219858156028,0.200354609929078,0.484042553191489,0.0657193605683837,0.468085106382979,0.161347517730496,0.49468085106383,0.180851063829787,0.425531914893617,0.214539007092199,0.457446808510638
3.77935,0.129432624113475,0.462765957446808,0.202127659574468,0.48936170212766,0.0692717584369449,0.485815602836879,0.166666666666667,0.50177304964539,0.184397163120567,0.436170212765957,0.216312056737589,0.464539007092199
4.08968,0.132978723404255,0.469858156028369,0.202127659574468,0.5,0.0710479573712256,0.49290780141844,0.171985815602837,0.51063829787234,0.187943262411348,0.439716312056738,0.216312056737589,0.478723404255319
4.33664,0.134751773049645,0.480496453900709,0.205673758865248,0.50709219858156,0.0728241563055062,0.50354609929078,0.173758865248227,0.521276595744681,0.189716312056738,0.453900709219858,0.218085106382979,0.480496453900709
4.8724,0.136524822695035,0.49113475177305,0.209219858156028,0.512411347517731,0.0746003552397869,0.526595744680851,0.177304964539007,0.523049645390071,0.195035460992908,0.459219858156028,0.223404255319149,0.480496453900709
6.15902,0.141843971631206,0.49468085106383,0.218085106382979,0.512411347517731,0.0763765541740675,0.549645390070922,0.180851063829787,0.537234042553192,0.198581560283688,0.459219858156028,0.225177304964539,0.480496453900709
7.97357,0.148936170212766,0.50354609929078,0.225177304964539,0.514184397163121,0.0781527531083481,0.560283687943262,0.180851063829787,0.542553191489362,0.203900709219858,0.471631205673759,0.232269503546099,0.480496453900709
8.86914,0.152482269503546,0.519503546099291,0.232269503546099,0.519503546099291,0.0799289520426288,0.574468085106383,0.182624113475177,0.546099290780142,0.203900709219858,0.478723404255319,0.232269503546099,0.48758865248227
9.79646,0.152482269503546,0.523049645390071,0.234042553191489,0.531914893617021,0.0799289520426288,0.583333333333333,0.187943262411348,0.560283687943262,0.205673758865248,0.480496453900709,0.232269503546099,0.50354609929078
11.7666,0.154255319148936,0.523049645390071,0.24113475177305,0.546099290780142,0.0870337477797513,0.588652482269504,0.189716312056738,0.572695035460993,0.210992907801418,0.482269503546099,0.235815602836879,0.51063829787234
13.7043,0.163120567375887,0.526595744680851,0.24822695035461,0.554964539007092,0.088809946714032,0.592198581560284,0.200354609929078,0.579787234042553,0.212765957446809,0.482269503546099,0.24468085106383,0.515957446808511
14.5886,0.164893617021277,0.526595744680851,0.25,0.569148936170213,0.0923623445825933,0.593971631205674,0.202127659574468,0.593971631205674,0.221631205673759,0.482269503546099,0.24822695035461,0.530141843971631
15.5699,0.164893617021277,0.526595744680851,0.25531914893617,0.579787234042553,0.0923623445825933,0.597517730496454,0.205673758865248,0.615248226950355,0.226950354609929,0.482269503546099,0.25354609929078,0.542553191489362
16.2395,0.164893617021277,0.526595744680851,0.25886524822695,0.592198581560284,0.0959147424511545,0.597517730496454,0.210992907801418,0.627659574468085,0.228723404255319,0.482269503546099,0.25886524822695,0.565602836879433
17.0229,0.168439716312057,0.526595744680851,0.264184397163121,0.609929078014184,0.0959147424511545,0.597517730496454,0.214539007092199,0.641843971631206,0.23758865248227,0.484042553191489,0.26241134751773,0.572695035460993
18.0526,0.171985815602837,0.537234042553192,0.265957446808511,0.613475177304965,0.0994671403197158,0.602836879432624,0.223404255319149,0.648936170212766,0.23936170212766,0.48758865248227,0.269503546099291,0.583333333333333
19.165,0.175531914893617,0.544326241134752,0.267730496453901,0.629432624113475,0.106571936056838,0.604609929078014,0.225177304964539,0.656028368794326,0.24113475177305,0.49468085106383,0.273049645390071,0.592198581560284
20.307,0.179078014184397,0.544326241134752,0.271276595744681,0.641843971631206,0.11190053285968,0.615248226950355,0.228723404255319,0.666666666666667,0.24290780141844,0.5,0.274822695035461,0.599290780141844
21.9499,0.184397163120567,0.549645390070922,0.276595744680851,0.654255319148936,0.11190053285968,0.620567375886525,0.235815602836879,0.679078014184397,0.24468085106383,0.50177304964539,0.274822695035461,0.609929078014184
25.5575,0.186170212765957,0.562056737588652,0.285460992907801,0.656028368794326,0.117229129662522,0.627659574468085,0.235815602836879,0.691489361702128,0.24822695035461,0.50709219858156,0.278368794326241,0.615248226950355
28.2873,0.195035460992908,0.570921985815603,0.290780141843972,0.659574468085106,0.117229129662522,0.641843971631206,0.23758865248227,0.696808510638298,0.25177304964539,0.517730496453901,0.280141843971631,0.617021276595745
29.8489,0.196808510638298,0.588652482269504,0.296099290780142,0.661347517730496,0.117229129662522,0.656028368794326,0.23758865248227,0.696808510638298,0.25354609929078,0.540780141843972,0.280141843971631,0.618794326241135
31.669,0.198581560283688,0.608156028368794,0.299645390070922,0.663120567375887,0.117229129662522,0.673758865248227,0.23936170212766,0.696808510638298,0.25354609929078,0.562056737588652,0.280141843971631,0.618794326241135
33.747,0.202127659574468,0.618794326241135,0.306737588652482,0.663120567375887,0.117229129662522,0.691489361702128,0.24290780141844,0.696808510638298,0.25709219858156,0.579787234042553,0.281914893617021,0.618794326241135
