"total_time","ecdf_value","log_total_time"
0.058556,0.00210970464135021,-1.23242859788648
0.058914,0.00421940928270042,-1.22978148958869
0.063739,0.00632911392405063,-1.19559475444698
0.064529,0.00843881856540084,-1.19024506506252
0.06453,0.0105485232067511,-1.19023833489288
0.064678,0.0126582278481013,-1.18924341799249
0.064946,0.0147679324894515,-1.187447591803
0.065011,0.0168776371308017,-1.18701315358609
0.065144,0.0189873417721519,-1.18612557821522
0.065381,0.0210970464135021,-1.18454844118666
0.065474,0.0232067510548523,-1.18393112593516
0.065956,0.0253164556962025,-1.18074569066553
0.065985,0.0274261603375527,-1.18055477896746
0.06684,0.029535864978903,-1.17496355877865
0.067138,0.0316455696202532,-1.17303160026258
0.067315,0.0337552742616034,-1.1718881498717
0.067694,0.0358649789029536,-1.16944982293034
0.068175,0.0379746835443038,-1.16637485338633
0.068422,0.040084388185654,-1.16480423537941
0.069302,0.0421940928270042,-1.15925423181777
0.069792,0.0443037974683544,-1.15619435610139
0.070237,0.0464135021097046,-1.15343404652209
0.070998,0.0485232067510548,-1.14875388510061
0.071541,0.0506329113924051,-1.14544499357695
0.071616,0.0527426160337553,-1.14498993948776
0.072233,0.0548523206751055,-1.14126434753221
0.072764,0.0569620253164557,-1.13808343481226
0.072799,0.0590717299578059,-1.13787458631148
0.073268,0.0611814345991561,-1.13508566325584
0.074176,0.0632911392405063,-1.12973659005252
0.074982,0.0654008438818565,-1.12504297979364
0.075109,0.0675105485232067,-1.12430802017094
0.076891,0.069620253164557,-1.11412449087581
0.076961,0.0717299578059072,-1.11372929788734
0.077855,0.0738396624472574,-1.10871349096124
0.078286,0.0759493670886076,-1.10631589651642
0.078407,0.0780590717299578,-1.10564516275352
0.078445,0.080168776371308,-1.10543473265846
0.07913,0.0822784810126582,-1.10165883427249
0.079617,0.0843881856540084,-1.0989941908312
0.07978,0.0864978902953586,-1.09810596802618
0.080008,0.0886075949367089,-1.09686658573119
0.08009,0.0907172995780591,-1.09642170633695
0.080093,0.0928270042194093,-1.09640543889975
0.083609,0.0949367088607595,-1.07774697088684
0.083685,0.0970464135021097,-1.07735237953395
0.084292,0.0991561181434599,-1.07421364151669
0.085374,0.10126582278481,-1.06867437024482
0.085455,0.10337552742616,-1.06826252148764
0.087321,0.105485232067511,-1.05888129939447
0.087423,0.107594936708861,-1.0583742943793
0.088464,0.109704641350211,-1.05323342740534
0.088854,0.111814345991561,-1.05132301649317
0.090324,0.113924050632911,-1.0441968379181
0.092959,0.116033755274262,-1.03170855682141
0.095492,0.118143459915612,-1.02003301062972
0.097761,0.120253164556962,-1.00983436466841
0.097879,0.122362869198312,-1.00931047635233
0.098988,0.124472573839662,-1.0044174503485
0.10197,0.126582278481013,-0.991527580697278
0.102237,0.128691983122363,-0.990391902755327
0.102583,0.130801687763713,-0.988924604311069
0.102807,0.132911392405063,-0.987977313766093
0.105032,0.135021097046413,-0.978678364681029
0.10626,0.137130801687764,-0.973630188426282
0.106324,0.139240506329114,-0.973368693227381
0.107055,0.141350210970464,-0.97039304418739
0.107802,0.143459915611814,-0.967373181812485
0.107872,0.145569620253165,-0.967091269159122
0.108071,0.147679324894515,-0.966290829910212
0.111827,0.149789029535865,-0.951453325829605
0.112074,0.151898734177215,-0.950495127513872
0.11629,0.154008438818565,-0.934457629480862
0.116504,0.156118143459916,-0.933659163495426
0.117024,0.158227848101266,-0.93172506134205
0.117579,0.160337552742616,-0.929670237771097
0.118003,0.162447257383966,-0.928106951449096
0.125612,0.164556962025316,-0.900968869477484
0.133657,0.166666666666667,-0.874008291065592
0.139254,0.168776371308017,-0.856192321087967
0.140113,0.170886075949367,-0.853521568023716
0.140478,0.172995780590717,-0.852391684489986
0.141984,0.175105485232068,-0.847760592963539
0.14199,0.177215189873418,-0.847742240812344
0.143841,0.179324894514768,-0.842117306332674
0.146819,0.181434599156118,-0.83321773828092
0.147969,0.183544303797468,-0.829829261220757
0.148383,0.185654008438819,-0.828615852622394
0.148554,0.187763713080169,-0.828115649787348
0.150204,0.189873417721519,-0.823318501720689
0.151319,0.191983122362869,-0.820106537428969
0.156894,0.194092827004219,-0.804393664550196
0.160299,0.19620253164557,-0.795069186914954
0.160421,0.19831223628692,-0.794738780770356
0.161205,0.20042194092827,-0.792621492067321
0.16229,0.20253164556962,-0.789708239746278
0.162976,0.20464135021097,-0.787876345503916
0.16318,0.206751054852321,-0.787333071206577
0.163341,0.208860759493671,-0.786904789918372
0.163687,0.210970464135021,-0.785985810829074
0.166393,0.213080168776371,-0.778864948029181
0.172113,0.215189873417722,-0.764186325401436
0.178821,0.217299578059072,-0.747581480794125
0.179091,0.219409282700422,-0.746926238542636
0.180149,0.221518987341772,-0.744368144286277
0.182872,0.223628691983122,-0.737852785373167
0.184554,0.225738396624473,-0.733876537522771
0.186475,0.227848101265823,-0.729379384176033
0.208248,0.229957805907173,-0.681419160836588
0.208439,0.232067510548523,-0.681021019057012
0.208663,0.234177215189873,-0.680554552948968
0.208798,0.236286919831224,-0.680273665598529
0.210245,0.238396624472574,-0.677274323702369
0.210918,0.240506329113924,-0.675886355456835
0.21217,0.242616033755274,-0.673316023618121
0.216211,0.244725738396624,-0.665122214555812
0.227428,0.246835443037975,-0.643156067806143
0.227816,0.248945147679325,-0.642415777764849
0.228416,0.251054852320675,-0.641273478060452
0.229955,0.253164556962025,-0.638357142955341
0.230243,0.255274261603376,-0.637813564638544
0.230366,0.257383966244726,-0.63758161857347
0.236413,0.259493670886076,-0.626328645925156
0.23991,0.261603375527426,-0.619951649263075
