"time","1_w0","1_w1","5_w0","5_w1","10_w0","10_w1"
1.820559,0.203420342034203,0.261926192619262,0.207020702070207,0.362736273627363,0.217821782178218,0.367236723672367
1.939887,0.204320432043204,0.268226822682268,0.211521152115212,0.373537353735374,0.21962196219622,0.385238523852385
2.048476,0.210621062106211,0.275427542754275,0.213321332133213,0.387038703870387,0.223222322232223,0.394239423942394
2.22012,0.217821782178218,0.282628262826283,0.217821782178218,0.394239423942394,0.228622862286229,0.404140414041404
2.37,0.220522052205221,0.28982898289829,0.223222322232223,0.405940594059406,0.234923492349235,0.412241224122412
2.512877,0.223222322232223,0.293429342934293,0.22952295229523,0.417641764176418,0.237623762376238,0.426642664266427
2.62673,0.228622862286229,0.298829882988299,0.232223222322232,0.429342934293429,0.24032403240324,0.44014401440144
2.785387,0.232223222322232,0.300630063006301,0.237623762376238,0.438343834383438,0.244824482448245,0.457245724572457
2.922331,0.239423942394239,0.307830783078308,0.243024302430243,0.445544554455446,0.251125112511251,0.466246624662466
3.098182,0.245724572457246,0.316831683168317,0.248424842484248,0.451845184518452,0.254725472547255,0.477047704770477
3.3613,0.25022502250225,0.322232223222322,0.255625562556256,0.45994599459946,0.262826282628263,0.485148514851485
3.658071,0.258325832583258,0.323132313231323,0.26012601260126,0.470747074707471,0.267326732673267,0.497749774977498
3.81672,0.26012601260126,0.327632763276328,0.264626462646265,0.480648064806481,0.272727272727273,0.513051305130513
4.01707,0.267326732673267,0.33033303330333,0.266426642664266,0.495049504950495,0.279027902790279,0.522052205220522
4.2367,0.271827182718272,0.333933393339334,0.276327632763276,0.4995499549955,0.286228622862286,0.534653465346535
4.48626,0.284428442844284,0.337533753375338,0.283528352835284,0.504050405040504,0.294329432943294,0.54005400540054
4.77008,0.288928892889289,0.339333933393339,0.292529252925293,0.507650765076508,0.306030603060306,0.550855085508551
5.17362,0.296129612961296,0.342934293429343,0.297929792979298,0.513951395139514,0.316831683168317,0.558955895589559
5.497713,0.2997299729973,0.344734473447345,0.303330333033303,0.521152115211521,0.327632763276328,0.571557155715572
5.88261,0.308730873087309,0.35013501350135,0.315931593159316,0.526552655265527,0.332133213321332,0.576057605760576
6.21771,0.315931593159316,0.353735373537354,0.327632763276328,0.529252925292529,0.339333933393339,0.585058505850585
6.64963,0.322232223222322,0.358235823582358,0.335733573357336,0.537353735373537,0.346534653465347,0.593159315931593
7.32783,0.323132313231323,0.370837083708371,0.344734473447345,0.544554455445545,0.351935193519352,0.5994599459946
7.79613,0.326732673267327,0.385238523852385,0.347434743474347,0.554455445544555,0.356435643564356,0.605760576057606
8.60636,0.328532853285329,0.396939693969397,0.35013501350135,0.568856885688569,0.36003600360036,0.612961296129613
9.39972,0.33033303330333,0.405040504050405,0.353735373537354,0.580558055805581,0.364536453645365,0.624662466246625
10.1859,0.333033303330333,0.415841584158416,0.356435643564356,0.596759675967597,0.365436543654365,0.632763276327633
11.034,0.335733573357336,0.422142214221422,0.358235823582358,0.611161116111611,0.366336633663366,0.648964896489649
12.06995,0.336633663366337,0.429342934293429,0.36003600360036,0.621962196219622,0.36993699369937,0.666066606660666
13.59822,0.337533753375338,0.435643564356436,0.363636363636364,0.63006300630063,0.374437443744374,0.684068406840684
15.40072,0.338433843384338,0.44014401440144,0.365436543654365,0.644464446444645,0.378037803780378,0.7002700270027
17.05806,0.339333933393339,0.446444644464446,0.369036903690369,0.655265526552655,0.37983798379838,0.718271827182718
18.9845,0.341134113411341,0.450945094509451,0.374437443744374,0.664266426642664,0.388838883888389,0.72997299729973
20.99939,0.349234923492349,0.454545454545455,0.378937893789379,0.66966696669667,0.3996399639964,0.738973897389739
23.6757,0.359135913591359,0.454545454545455,0.388838883888389,0.670567056705671,0.412241224122412,0.747974797479748
25.686,0.36993699369937,0.455445544554455,0.403240324032403,0.670567056705671,0.422142214221422,0.753375337533753
29.2741,0.378937893789379,0.459045904590459,0.412241224122412,0.674167416741674,0.433843384338434,0.757875787578758
41.8557,0.381638163816382,0.468046804680468,0.419441944194419,0.68046804680468,0.443744374437444,0.764176417641764
46.5613,0.385238523852385,0.483348334833483,0.423942394239424,0.685868586858686,0.449144914491449,0.771377137713771
51.733,0.38973897389739,0.486048604860486,0.431143114311431,0.695769576957696,0.454545454545455,0.783078307830783
56.5265,0.394239423942394,0.492349234923492,0.433843384338434,0.71017101710171,0.458145814581458,0.792979297929793
63.6767,0.401440144014401,0.498649864986499,0.442844284428443,0.716471647164716,0.461746174617462,0.802880288028803
71.7541,0.408640864086409,0.507650765076508,0.451845184518452,0.72007200720072,0.46984698469847,0.807380738073807
83.5372,0.414041404140414,0.515751575157516,0.460846084608461,0.728172817281728,0.476147614761476,0.811881188118812
94.5455,0.414941494149415,0.522052205220522,0.468946894689469,0.740774077407741,0.483348334833483,0.818181818181818
104.511,0.418541854185419,0.532853285328533,0.473447344734473,0.74977497749775,0.486048604860486,0.828982898289829
113.327,0.422142214221422,0.547254725472547,0.478847884788479,0.758775877587759,0.488748874887489,0.835283528352835
122.5334,0.424842484248425,0.555355535553555,0.481548154815482,0.773177317731773,0.494149414941494,0.844284428442844
133.295,0.428442844284428,0.564356435643564,0.485148514851485,0.783978397839784,0.496849684968497,0.855985598559856
146.488,0.432043204320432,0.571557155715572,0.48964896489649,0.79027902790279,0.504950495049505,0.867686768676868
156.2254,0.435643564356436,0.574257425742574,0.493249324932493,0.801080108010801,0.511251125112511,0.882088208820882
176.315,0.438343834383438,0.576957695769577,0.5004500450045,0.810981098109811,0.516651665166517,0.895589558955896
213.009,0.439243924392439,0.583258325832583,0.504950495049505,0.820882088208821,0.521152115211521,0.910891089108911
254.9749,0.442844284428443,0.585058505850585,0.513051305130513,0.826282628262826,0.533753375337534,0.920792079207921
330.6966,0.445544554455446,0.593159315931593,0.519351935193519,0.832583258325833,0.545454545454545,0.927992799279928
453.953,0.448244824482448,0.598559855985599,0.531053105310531,0.83978397839784,0.554455445544555,0.933393339333933
601.868,0.450945094509451,0.5994599459946,0.540954095409541,0.845184518451845,0.570657065706571,0.93969396939694
1003.87,0.450945094509451,0.603960396039604,0.544554455445545,0.850585058505851,0.583258325832583,0.954995499549955
1296.742,0.455445544554455,0.608460846084608,0.552655265526553,0.855985598559856,0.595859585958596,0.961296129612961
1519.785,0.457245724572457,0.615661566156616,0.561656165616562,0.864086408640864,0.604860486048605,0.967596759675968
1798.052,0.463546354635464,0.62016201620162,0.565256525652565,0.872187218721872,0.614761476147615,0.977497749774977
