slurm-8847448.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R2000__4.txt,50.00,7200.69,Infeasible,TimeLimit,100000000000000000000.00,100000000000000000000.00
slurm-8847449.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R2000__5.txt,10.00,7200.94,Infeasible,TimeLimit,100000000000000000000.00,100000000000000000000.00
slurm-8847450.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R2000__5.txt,10.00,7200.86,Infeasible,TimeLimit,100000000000000000000.00,100000000000000000000.00
slurm-8847451.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R2000__5.txt,25.00,7200.70,Infeasible,TimeLimit,100000000000000000000.00,100000000000000000000.00
slurm-8847452.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R2000__5.txt,25.00,7201.52,Infeasible,TimeLimit,100000000000000000000.00,100000000000000000000.00
slurm-8847453.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R2000__5.txt,50.00,7200.78,   Optimal,   Proved,0.00,0.00
slurm-8847454.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R2000__5.txt,50.00,7200.71,   Optimal,   Proved,0.00,0.00
slurm-8847455.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R2000__6.txt,10.00,7200.78,Infeasible,TimeLimit,100000000000000000000.00,100000000000000000000.00
slurm-8847456.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R2000__6.txt,10.00,7200.87,Infeasible,TimeLimit,100000000000000000000.00,100000000000000000000.00
slurm-8847457.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R2000__6.txt,25.00,7200.74,Infeasible,TimeLimit,100000000000000000000.00,100000000000000000000.00
slurm-8847458.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R2000__6.txt,25.00,7200.78,Infeasible,TimeLimit,100000000000000000000.00,100000000000000000000.00
slurm-8847459.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R2000__6.txt,50.00,7201.07,Infeasible,TimeLimit,100000000000000000000.00,100000000000000000000.00
slurm-8847460.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R2000__6.txt,50.00,7200.88,Infeasible,TimeLimit,100000000000000000000.00,100000000000000000000.00
slurm-8847461.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R2000__7.txt,10.00,7200.90,Infeasible,TimeLimit,100000000000000000000.00,100000000000000000000.00
slurm-8847462.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R2000__7.txt,10.00,7201.02,Infeasible,TimeLimit,100000000000000000000.00,100000000000000000000.00
slurm-8847463.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R2000__7.txt,25.00,7200.85,Infeasible,TimeLimit,100000000000000000000.00,100000000000000000000.00
slurm-8847464.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R2000__7.txt,25.00,7201.09,Infeasible,TimeLimit,100000000000000000000.00,100000000000000000000.00
slurm-8847465.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R2000__7.txt,50.00,7200.00,Infeasible,        -,100000000000000000000.00,100000000000000000000.00
slurm-8847466.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R2000__7.txt,50.00,7201.07,Infeasible,TimeLimit,100000000000000000000.00,100000000000000000000.00
slurm-8847467.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R2000__8.txt,10.00,7201.24,Infeasible,TimeLimit,100000000000000000000.00,100000000000000000000.00
slurm-8847468.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R2000__8.txt,10.00,7200.70,Infeasible,TimeLimit,100000000000000000000.00,100000000000000000000.00
slurm-8847469.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R2000__8.txt,25.00,7200.77,Infeasible,TimeLimit,100000000000000000000.00,100000000000000000000.00
slurm-8847470.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R2000__8.txt,25.00,7200.67,Infeasible,TimeLimit,100000000000000000000.00,100000000000000000000.00
slurm-8847471.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R2000__8.txt,50.00,7200.83,   Optimal,   Proved,0.00,0.00
slurm-8847472.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R2000__8.txt,50.00,7201.19,   Optimal,   Proved,0.00,0.00
slurm-8847473.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R2000__9.txt,10.00,7200.75,Infeasible,TimeLimit,100000000000000000000.00,100000000000000000000.00
slurm-8847474.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R2000__9.txt,10.00,7200.75,Infeasible,TimeLimit,100000000000000000000.00,100000000000000000000.00
slurm-8847475.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R2000__9.txt,25.00,7201.49,Infeasible,TimeLimit,100000000000000000000.00,100000000000000000000.00
slurm-8847476.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R2000__9.txt,25.00,7200.00,Infeasible,        -,100000000000000000000.00,100000000000000000000.00
slurm-8847477.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R2000__9.txt,50.00,7201.47,Infeasible,TimeLimit,100000000000000000000.00,100000000000000000000.00
slurm-8847478.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R2000__9.txt,50.00,7200.00,Infeasible,        -,100000000000000000000.00,100000000000000000000.00
slurm-8847479.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R3000__0.txt,10.00,4077.02,   Optimal,   Proved,-983.97,-983.97
slurm-8847480.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R3000__0.txt,10.00,3412.69,   Optimal,   Proved,-983.97,-983.97
slurm-8847481.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R3000__0.txt,25.00,7200.66,   Optimal,   Proved,249.26,249.26
slurm-8847482.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R3000__0.txt,25.00,7200.86,   Optimal,   Proved,249.26,249.26
slurm-8847483.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R3000__0.txt,50.00,7200.74,   Optimal,   Proved,1839.17,1839.17
slurm-8847484.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R3000__0.txt,50.00,7201.01,   Optimal,   Proved,1839.17,1839.17
slurm-8847485.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R3000__1.txt,10.00,7200.83,Infeasible,TimeLimit,100000000000000000000.00,100000000000000000000.00
slurm-8847486.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R3000__1.txt,10.00,7200.79,Infeasible,TimeLimit,100000000000000000000.00,100000000000000000000.00
slurm-8847487.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R3000__1.txt,25.00,7200.90,Infeasible,TimeLimit,100000000000000000000.00,100000000000000000000.00
slurm-8847488.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R3000__1.txt,25.00,7200.67,Infeasible,TimeLimit,100000000000000000000.00,100000000000000000000.00
slurm-8847489.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R3000__1.txt,50.00,7200.83,Infeasible,TimeLimit,100000000000000000000.00,100000000000000000000.00
slurm-8847490.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R3000__1.txt,50.00,7201.19,Infeasible,TimeLimit,100000000000000000000.00,100000000000000000000.00
slurm-8847491.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R3000__2.txt,10.00,7200.77,   Optimal,   Proved,-1530.69,-1530.69
slurm-8847492.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R3000__2.txt,10.00,7200.83,   Optimal,   Proved,-1530.69,-1530.69
slurm-8847493.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R3000__2.txt,25.00,7200.00,   Optimal,   Proved,1118.06,1118.06
slurm-8847494.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R3000__2.txt,25.00,7201.11,   Optimal,   Proved,1118.06,1118.06
slurm-8847495.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R3000__2.txt,50.00,7200.70,   Optimal,   Proved,0.00,0.00
slurm-8847496.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R3000__2.txt,50.00,7200.82,   Optimal,   Proved,0.00,0.00
slurm-8847497.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R3000__3.txt,10.00,7200.76,   Optimal,   Proved,-108.83,-108.83
slurm-8847498.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R3000__3.txt,10.00,7201.18,   Optimal,   Proved,-108.83,-108.83
slurm-8847499.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R3000__3.txt,25.00,7200.87,Infeasible,TimeLimit,100000000000000000000.00,100000000000000000000.00
slurm-8847500.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R3000__3.txt,25.00,7201.16,Infeasible,TimeLimit,100000000000000000000.00,100000000000000000000.00
slurm-8847501.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R3000__3.txt,50.00,7201.16,Infeasible,TimeLimit,100000000000000000000.00,100000000000000000000.00
slurm-8847502.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R3000__3.txt,50.00,7200.99,Infeasible,TimeLimit,100000000000000000000.00,100000000000000000000.00
slurm-8847503.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R3000__4.txt,10.00,7200.90,   Optimal,   Proved,-179.98,-179.98
slurm-8847504.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R3000__4.txt,10.00,7201.04,   Optimal,   Proved,-179.98,-179.98
slurm-8847505.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R3000__4.txt,25.00,7200.76,   Optimal,   Proved,1300.11,1300.11
slurm-8847506.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R3000__4.txt,25.00,7201.75,   Optimal,   Proved,1300.11,1300.11
slurm-8847507.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R3000__4.txt,50.00,7200.71,   Optimal,   Proved,1447.10,1447.10
slurm-8847508.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R3000__4.txt,50.00,7200.87,   Optimal,   Proved,1447.10,1447.10
slurm-8847509.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R3000__5.txt,10.00,7200.90,   Optimal,   Proved,-1747.21,-1747.21
slurm-8847510.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R3000__5.txt,10.00,7200.89,   Optimal,   Proved,-1747.21,-1747.21
slurm-8847511.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R3000__5.txt,25.00,7201.24,   Optimal,   Proved,-315.71,-315.71
slurm-8847512.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R3000__5.txt,25.00,7200.98,   Optimal,   Proved,-315.71,-315.71
slurm-8847513.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R3000__5.txt,50.00,7200.01,   Optimal,   Proved,2161.13,2161.13
slurm-8847514.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R3000__5.txt,50.00,7200.84,   Optimal,   Proved,2161.13,2161.13
slurm-8847515.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R3000__6.txt,10.00,7200.72,   Optimal,   Proved,-993.33,-993.33
slurm-8847516.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R3000__6.txt,10.00,7201.00,   Optimal,   Proved,-993.33,-993.33
slurm-8847517.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R3000__6.txt,25.00,7201.12,   Optimal,   Proved,111.88,111.88
slurm-8847518.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R3000__6.txt,25.00,7200.91,   Optimal,   Proved,111.88,111.88
slurm-8847519.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R3000__6.txt,50.00,7200.83,   Optimal,   Proved,3444.51,3444.51
slurm-8847520.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R3000__6.txt,50.00,7201.60,   Optimal,   Proved,3444.51,3444.51
slurm-8847521.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R3000__7.txt,10.00,7200.99,Infeasible,TimeLimit,100000000000000000000.00,100000000000000000000.00
slurm-8847522.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R3000__7.txt,10.00,7201.10,Infeasible,TimeLimit,100000000000000000000.00,100000000000000000000.00
slurm-8847523.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R3000__7.txt,25.00,7200.73,   Optimal,   Proved,1826.89,1826.89
slurm-8847524.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R3000__7.txt,25.00,7201.48,   Optimal,   Proved,1826.89,1826.89
slurm-8847525.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R3000__7.txt,50.00,7200.82,Infeasible,TimeLimit,100000000000000000000.00,100000000000000000000.00
slurm-8847526.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R3000__7.txt,50.00,7201.20,Infeasible,TimeLimit,100000000000000000000.00,100000000000000000000.00
slurm-8847527.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R3000__8.txt,10.00,7201.12,Infeasible,TimeLimit,100000000000000000000.00,100000000000000000000.00
slurm-8847528.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R3000__8.txt,10.00,7200.73,Infeasible,TimeLimit,100000000000000000000.00,100000000000000000000.00
slurm-8847529.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R3000__8.txt,25.00,7200.96,Infeasible,TimeLimit,100000000000000000000.00,100000000000000000000.00
slurm-8847530.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R3000__8.txt,25.00,7200.90,Infeasible,TimeLimit,100000000000000000000.00,100000000000000000000.00
slurm-8847531.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R3000__8.txt,50.00,7201.03,   Optimal,   Proved,0.00,0.00
slurm-8847532.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R3000__8.txt,50.00,7200.99,   Optimal,   Proved,0.00,0.00
slurm-8847533.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R3000__9.txt,10.00,7200.76,   Optimal,   Proved,-926.18,-926.18
slurm-8847534.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R3000__9.txt,10.00,7200.82,   Optimal,   Proved,-926.18,-926.18
slurm-8847535.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R3000__9.txt,25.00,7201.06,Infeasible,TimeLimit,100000000000000000000.00,100000000000000000000.00
slurm-8847536.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R3000__9.txt,25.00,7201.14,Infeasible,TimeLimit,100000000000000000000.00,100000000000000000000.00
slurm-8847537.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R3000__9.txt,50.00,7201.48,Infeasible,TimeLimit,100000000000000000000.00,100000000000000000000.00
slurm-8847538.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R3000__9.txt,50.00,7201.01,Infeasible,TimeLimit,100000000000000000000.00,100000000000000000000.00
slurm-8847539.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R5000__0.txt,10.00,7201.10,   Optimal,   Proved,417.46,417.46
slurm-8847540.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R5000__0.txt,10.00,7200.86,   Optimal,   Proved,417.46,417.46
slurm-8847541.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R5000__0.txt,25.00,7201.17,   Optimal,   Proved,1218.53,1218.53
slurm-8847542.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R5000__0.txt,25.00,7200.82,   Optimal,   Proved,1218.53,1218.53
slurm-8847543.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R5000__0.txt,50.00,7201.53,Infeasible,TimeLimit,100000000000000000000.00,100000000000000000000.00
slurm-8847544.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R5000__0.txt,50.00,7201.23,Infeasible,TimeLimit,100000000000000000000.00,100000000000000000000.00
slurm-8847545.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R5000__1.txt,10.00,4395.82,   Optimal,   Proved,-1400.90,-1400.90
slurm-8847546.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R5000__1.txt,10.00,4375.72,   Optimal,   Proved,-1400.90,-1400.90
slurm-8847547.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R5000__1.txt,25.00,7200.85,Infeasible,TimeLimit,100000000000000000000.00,100000000000000000000.00
slurm-8847548.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R5000__1.txt,25.00,7201.11,Infeasible,TimeLimit,100000000000000000000.00,100000000000000000000.00
slurm-8847549.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R5000__1.txt,50.00,1550.74,   Optimal,   Proved,0.00,0.00
slurm-8847550.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R5000__1.txt,50.00,1607.90,   Optimal,   Proved,0.00,0.00
slurm-8847551.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R5000__2.txt,10.00,7200.87,   Optimal,   Proved,-302.27,-302.27
slurm-8847552.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R5000__2.txt,10.00,7201.10,   Optimal,   Proved,-302.27,-302.27
slurm-8847553.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R5000__2.txt,25.00,7201.06,   Optimal,   Proved,610.43,610.43
slurm-8847554.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R5000__2.txt,25.00,7201.08,   Optimal,   Proved,610.43,610.43
slurm-8847555.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R5000__2.txt,50.00,391.22,   Optimal,   Proved,0.00,0.00
slurm-8847556.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R5000__2.txt,50.00,449.99,   Optimal,   Proved,0.00,0.00
slurm-8847557.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R5000__3.txt,10.00,7200.94,   Optimal,   Proved,-193.78,-193.78
slurm-8847558.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R5000__3.txt,10.00,7201.07,   Optimal,   Proved,-193.78,-193.78
slurm-8847559.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R5000__3.txt,25.00,7201.01,   Optimal,   Proved,728.54,728.54
slurm-8847560.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R5000__3.txt,25.00,7200.81,   Optimal,   Proved,728.54,728.54
slurm-8847561.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R5000__3.txt,50.00,739.34,   Optimal,   Proved,0.00,0.00
slurm-8847562.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R5000__3.txt,50.00,732.14,   Optimal,   Proved,0.00,0.00
slurm-8847563.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R5000__4.txt,10.00,7200.98,Infeasible,TimeLimit,100000000000000000000.00,100000000000000000000.00
slurm-8847564.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R5000__4.txt,10.00,7200.01,Infeasible,        -,100000000000000000000.00,100000000000000000000.00
slurm-8847565.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R5000__4.txt,25.00,1583.19,   Optimal,   Proved,0.00,0.00
slurm-8847566.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R5000__4.txt,25.00,1380.81,   Optimal,   Proved,0.00,0.00
slurm-8847567.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R5000__4.txt,50.00,290.37,   Optimal,   Proved,0.00,0.00
slurm-8847568.out:result,/home/utr_lefebvre/adr-interdiction/FLP/data/instance_F8_C25_R5000__4.txt,50.00,255.18,   Optimal,   Proved,0.00,0.00
