architecture,instance,method,warm_start,time,objective,status,success
mnist_1layer_80hidden_acc97.5_delta_5,45793,gurobi_ReLUBigM,nows,103.5647,9.838669846,OPTIMAL,TRUE
mnist_1layer_80hidden_acc97.5_delta_5,45793,gurobi_ReLUBigM,ws,101.2326,9.838669846,OPTIMAL,TRUE
mnist_1layer_80hidden_acc97.5_delta_5,45793,gurobi_ReLUQuadratic,nows,73.0592,9.838669846,OPTIMAL,TRUE
mnist_1layer_80hidden_acc97.5_delta_5,45793,gurobi_ReLUQuadratic,ws,80.6039,9.838669846,OPTIMAL,TRUE
mnist_1layer_80hidden_acc97.5_delta_5,45793,gurobi_ReLUSOS1,nows,80.0735,9.838669846,OPTIMAL,TRUE
mnist_1layer_80hidden_acc97.5_delta_5,45793,gurobi_ReLUSOS1,ws,88.7925,9.838669846,OPTIMAL,TRUE
mnist_1layer_80hidden_acc97.5_delta_5,45793,ipopt_ReLUQuadratic,nows,300.6078,27.89641279,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_1layer_80hidden_acc97.5_delta_5,45793,ipopt_ReLUQuadratic,ws,300.4346,24.36917166,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_1layer_80hidden_acc97.5_delta_5,8463,gurobi_ReLUBigM,nows,77.9946,11.64695477,OPTIMAL,TRUE
mnist_1layer_80hidden_acc97.5_delta_5,8463,gurobi_ReLUBigM,ws,85.8222,11.64695477,OPTIMAL,TRUE
mnist_1layer_80hidden_acc97.5_delta_5,8463,gurobi_ReLUQuadratic,nows,66.0041,11.64695477,OPTIMAL,TRUE
mnist_1layer_80hidden_acc97.5_delta_5,8463,gurobi_ReLUQuadratic,ws,57.2388,11.64695477,OPTIMAL,TRUE
mnist_1layer_80hidden_acc97.5_delta_5,8463,gurobi_ReLUSOS1,nows,64.6566,11.64695477,OPTIMAL,TRUE
mnist_1layer_80hidden_acc97.5_delta_5,8463,gurobi_ReLUSOS1,ws,58.3616,11.64695477,OPTIMAL,TRUE
mnist_1layer_80hidden_acc97.5_delta_5,8463,ipopt_ReLUQuadratic,nows,302.6695,31.60712327,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_1layer_80hidden_acc97.5_delta_5,8463,ipopt_ReLUQuadratic,ws,301.7077,48.54082675,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,11418,gurobi_ReLUBigM,nows,300.7617,12.90318069,TIME_LIMIT,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,11418,gurobi_ReLUBigM,ws,300.7958,20.00584567,TIME_LIMIT,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,11418,gurobi_ReLUQuadratic,nows,301.2387,10.97819235,TIME_LIMIT,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,11418,gurobi_ReLUQuadratic,ws,301.1356,13.83529035,TIME_LIMIT,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,11418,gurobi_ReLUSOS1,nows,302.6966,10.97819235,TIME_LIMIT,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,11418,gurobi_ReLUSOS1,ws,302.5165,13.83529035,TIME_LIMIT,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,11418,ipopt_ReLUQuadratic,nows,300.9057,31.9987918,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,11418,ipopt_ReLUQuadratic,ws,299.9558,33.31681097,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,12216,gurobi_ReLUBigM,nows,300.7026,10.55220692,TIME_LIMIT,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,12216,gurobi_ReLUBigM,ws,300.7316,12.71328535,TIME_LIMIT,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,12216,gurobi_ReLUQuadratic,nows,301.4088,8.512080628,TIME_LIMIT,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,12216,gurobi_ReLUQuadratic,ws,301.6436,11.29952577,TIME_LIMIT,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,12216,gurobi_ReLUSOS1,nows,302.4965,8.512080628,TIME_LIMIT,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,12216,gurobi_ReLUSOS1,ws,302.169,11.29952577,TIME_LIMIT,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,12216,ipopt_ReLUQuadratic,nows,300.6909,38.50219407,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,12216,ipopt_ReLUQuadratic,ws,300.4586,44.96402605,TIME_LIMIT,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,25303,gurobi_ReLUBigM,nows,300.8196,20.5798302,TIME_LIMIT,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,25303,gurobi_ReLUBigM,ws,300.805,22.60934298,TIME_LIMIT,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,25303,gurobi_ReLUQuadratic,nows,301.36,13.39454248,TIME_LIMIT,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,25303,gurobi_ReLUQuadratic,ws,301.9079,22.27847518,TIME_LIMIT,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,25303,gurobi_ReLUSOS1,nows,302.3455,13.39454248,TIME_LIMIT,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,25303,gurobi_ReLUSOS1,ws,302.4361,22.7065661,TIME_LIMIT,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,25303,ipopt_ReLUQuadratic,nows,300.4506,60.73535244,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,25303,ipopt_ReLUQuadratic,ws,300.5106,65.58703097,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,27143,gurobi_ReLUBigM,nows,301.0222,13.05319493,TIME_LIMIT,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,27143,gurobi_ReLUBigM,ws,300.8753,15.62066488,TIME_LIMIT,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,27143,gurobi_ReLUQuadratic,nows,301.4805,11.02210449,TIME_LIMIT,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,27143,gurobi_ReLUQuadratic,ws,301.2727,15.63010588,TIME_LIMIT,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,27143,gurobi_ReLUSOS1,nows,302.3162,11.13245204,TIME_LIMIT,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,27143,gurobi_ReLUSOS1,ws,302.1414,14.53295045,TIME_LIMIT,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,27143,ipopt_ReLUQuadratic,nows,300.5713,57.81806112,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,27143,ipopt_ReLUQuadratic,ws,301.0205,60.42842541,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,32760,gurobi_ReLUBigM,nows,300.8537,12.12815281,TIME_LIMIT,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,32760,gurobi_ReLUBigM,ws,300.7373,15.03625139,TIME_LIMIT,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,32760,gurobi_ReLUQuadratic,nows,301.6373,8.777728564,TIME_LIMIT,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,32760,gurobi_ReLUQuadratic,ws,301.4185,8.805156639,TIME_LIMIT,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,32760,gurobi_ReLUSOS1,nows,302.5489,8.777728564,TIME_LIMIT,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,32760,gurobi_ReLUSOS1,ws,302.4058,8.77217349,TIME_LIMIT,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,32760,ipopt_ReLUQuadratic,nows,300.9467,62.22084967,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,32760,ipopt_ReLUQuadratic,ws,300.3727,58.69703247,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,34865,gurobi_ReLUBigM,nows,300.7391,15.68101653,TIME_LIMIT,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,34865,gurobi_ReLUBigM,ws,301.1031,14.68777561,TIME_LIMIT,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,34865,gurobi_ReLUQuadratic,nows,301.5982,12.78573685,TIME_LIMIT,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,34865,gurobi_ReLUQuadratic,ws,301.2415,14.6265322,TIME_LIMIT,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,34865,gurobi_ReLUSOS1,nows,302.2829,12.25535579,TIME_LIMIT,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,34865,gurobi_ReLUSOS1,ws,302.2336,14.6265322,TIME_LIMIT,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,34865,ipopt_ReLUQuadratic,nows,301.4734,59.00493466,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,34865,ipopt_ReLUQuadratic,ws,300.6685,60.71024056,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,3608,gurobi_ReLUBigM,nows,300.8599,15.21159486,TIME_LIMIT,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,3608,gurobi_ReLUBigM,ws,300.7033,14.2211046,TIME_LIMIT,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,3608,gurobi_ReLUQuadratic,nows,301.5463,12.30312824,TIME_LIMIT,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,3608,gurobi_ReLUQuadratic,ws,301.4455,12.46576073,TIME_LIMIT,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,3608,gurobi_ReLUSOS1,nows,302.3357,12.30312824,TIME_LIMIT,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,3608,gurobi_ReLUSOS1,ws,302.1966,12.46576073,TIME_LIMIT,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,3608,ipopt_ReLUQuadratic,nows,300.4203,42.15701446,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,3608,ipopt_ReLUQuadratic,ws,300.3237,47.38194488,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,39703,gurobi_ReLUBigM,nows,301.925,23.5332768,TIME_LIMIT,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,39703,gurobi_ReLUBigM,ws,300.7495,21.51192326,TIME_LIMIT,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,39703,gurobi_ReLUQuadratic,nows,301.47,19.97908553,TIME_LIMIT,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,39703,gurobi_ReLUQuadratic,ws,301.1685,15.75770819,TIME_LIMIT,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,39703,gurobi_ReLUSOS1,nows,302.1413,19.97908553,TIME_LIMIT,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,39703,gurobi_ReLUSOS1,ws,302.1075,15.75770819,TIME_LIMIT,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,39703,ipopt_ReLUQuadratic,nows,299.1346,56.30862437,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,39703,ipopt_ReLUQuadratic,ws,300.6529,57.78993123,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,45793,gurobi_ReLUBigM,nows,301.0154,9.837071424,TIME_LIMIT,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,45793,gurobi_ReLUBigM,ws,300.7289,9.089821397,TIME_LIMIT,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,45793,gurobi_ReLUQuadratic,nows,301.0808,9.548163543,TIME_LIMIT,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,45793,gurobi_ReLUQuadratic,ws,301.2338,10.00110673,TIME_LIMIT,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,45793,gurobi_ReLUSOS1,nows,302.2216,9.548163543,TIME_LIMIT,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,45793,gurobi_ReLUSOS1,ws,302.5296,10.00110673,TIME_LIMIT,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,45793,ipopt_ReLUQuadratic,nows,302.0059,47.96262621,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,45793,ipopt_ReLUQuadratic,ws,300.6604,52.04578289,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,8463,gurobi_ReLUBigM,nows,300.6171,9.323696127,TIME_LIMIT,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,8463,gurobi_ReLUBigM,ws,301.3083,8.068785322,TIME_LIMIT,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,8463,gurobi_ReLUQuadratic,nows,301.132,,TIME_LIMIT,FALSE
mnist_2layer_100hidden_acc97.7_delta_5,8463,gurobi_ReLUQuadratic,ws,301.2571,7.415888371,TIME_LIMIT,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,8463,gurobi_ReLUSOS1,nows,302.0534,,TIME_LIMIT,FALSE
mnist_2layer_100hidden_acc97.7_delta_5,8463,gurobi_ReLUSOS1,ws,302.6114,7.415888371,TIME_LIMIT,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,8463,ipopt_ReLUQuadratic,nows,300.797,52.2148296,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,8463,ipopt_ReLUQuadratic,ws,300.3365,67.41983454,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,11418,gurobi_ReLUBigM,nows,300.6579,46.21017213,TIME_LIMIT,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,11418,gurobi_ReLUBigM,ws,300.9045,33.7488702,TIME_LIMIT,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,11418,gurobi_ReLUQuadratic,nows,301.2916,33.8814797,TIME_LIMIT,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,11418,gurobi_ReLUQuadratic,ws,301.1283,34.33392806,TIME_LIMIT,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,11418,gurobi_ReLUSOS1,nows,301.9421,33.8814797,TIME_LIMIT,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,11418,gurobi_ReLUSOS1,ws,301.9538,34.33392806,TIME_LIMIT,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,11418,ipopt_ReLUQuadratic,nows,300.8493,37.70626285,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,11418,ipopt_ReLUQuadratic,ws,300.8807,37.40173872,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,12216,gurobi_ReLUBigM,nows,300.6992,,TIME_LIMIT,FALSE
mnist_2layer_200hidden_acc98.0_delta_5,12216,gurobi_ReLUBigM,ws,301.3556,107.9925417,TIME_LIMIT,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,12216,gurobi_ReLUQuadratic,nows,301.3694,,TIME_LIMIT,FALSE
mnist_2layer_200hidden_acc98.0_delta_5,12216,gurobi_ReLUQuadratic,ws,301.2607,29.64663295,TIME_LIMIT,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,12216,gurobi_ReLUSOS1,nows,302.1881,,TIME_LIMIT,FALSE
mnist_2layer_200hidden_acc98.0_delta_5,12216,gurobi_ReLUSOS1,ws,302.467,29.64663295,TIME_LIMIT,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,12216,ipopt_ReLUQuadratic,nows,302.9727,52.1994531,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,12216,ipopt_ReLUQuadratic,ws,300.1639,52.24869674,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,25303,gurobi_ReLUBigM,nows,300.6497,37.79096331,TIME_LIMIT,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,25303,gurobi_ReLUBigM,ws,300.9804,65.21846048,TIME_LIMIT,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,25303,gurobi_ReLUQuadratic,nows,301.2923,44.9275389,TIME_LIMIT,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,25303,gurobi_ReLUQuadratic,ws,301.3885,27.97363218,TIME_LIMIT,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,25303,gurobi_ReLUSOS1,nows,302.2125,44.9275389,TIME_LIMIT,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,25303,gurobi_ReLUSOS1,ws,301.7356,27.97363218,TIME_LIMIT,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,25303,ipopt_ReLUQuadratic,nows,301.3935,77.12523514,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,25303,ipopt_ReLUQuadratic,ws,302.5161,74.11196401,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,27143,gurobi_ReLUBigM,nows,300.6872,29.48623179,TIME_LIMIT,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,27143,gurobi_ReLUBigM,ws,301.0209,49.8968607,TIME_LIMIT,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,27143,gurobi_ReLUQuadratic,nows,301.2217,,TIME_LIMIT,FALSE
mnist_2layer_200hidden_acc98.0_delta_5,27143,gurobi_ReLUQuadratic,ws,301.1814,16.04537463,TIME_LIMIT,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,27143,gurobi_ReLUSOS1,nows,302.7299,,TIME_LIMIT,FALSE
mnist_2layer_200hidden_acc98.0_delta_5,27143,gurobi_ReLUSOS1,ws,301.9659,18.1141987,TIME_LIMIT,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,27143,ipopt_ReLUQuadratic,nows,300.0231,74.89334253,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,27143,ipopt_ReLUQuadratic,ws,299.3068,78.8326456,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,32760,gurobi_ReLUBigM,nows,300.8988,15.7785619,TIME_LIMIT,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,32760,gurobi_ReLUBigM,ws,300.798,85.93049934,TIME_LIMIT,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,32760,gurobi_ReLUQuadratic,nows,301.2688,10.25570353,TIME_LIMIT,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,32760,gurobi_ReLUQuadratic,ws,301.7914,7.598731347,TIME_LIMIT,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,32760,gurobi_ReLUSOS1,nows,302.3501,12.74483216,TIME_LIMIT,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,32760,gurobi_ReLUSOS1,ws,302.0579,7.598731347,TIME_LIMIT,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,32760,ipopt_ReLUQuadratic,nows,300.3927,76.26806468,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,32760,ipopt_ReLUQuadratic,ws,300.8114,69.09990822,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,34865,gurobi_ReLUBigM,nows,300.7572,45.50599885,TIME_LIMIT,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,34865,gurobi_ReLUBigM,ws,300.856,38.33376781,TIME_LIMIT,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,34865,gurobi_ReLUQuadratic,nows,301.3305,34.67233438,TIME_LIMIT,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,34865,gurobi_ReLUQuadratic,ws,301.0865,21.62721966,TIME_LIMIT,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,34865,gurobi_ReLUSOS1,nows,302.0665,31.92375974,TIME_LIMIT,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,34865,gurobi_ReLUSOS1,ws,302.1231,21.62721966,TIME_LIMIT,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,34865,ipopt_ReLUQuadratic,nows,301.7191,73.49424821,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,34865,ipopt_ReLUQuadratic,ws,301.11,82.14623623,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,3608,gurobi_ReLUBigM,nows,300.6939,33.99898612,TIME_LIMIT,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,3608,gurobi_ReLUBigM,ws,300.5886,21.96400952,TIME_LIMIT,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,3608,gurobi_ReLUQuadratic,nows,301.1489,18.26011847,TIME_LIMIT,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,3608,gurobi_ReLUQuadratic,ws,301.3012,19.34413079,TIME_LIMIT,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,3608,gurobi_ReLUSOS1,nows,301.9723,18.26011847,TIME_LIMIT,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,3608,gurobi_ReLUSOS1,ws,302.1719,21.28085135,TIME_LIMIT,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,3608,ipopt_ReLUQuadratic,nows,301.6184,52.75018397,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,3608,ipopt_ReLUQuadratic,ws,301.599,52.79304875,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,39703,gurobi_ReLUBigM,nows,300.8839,,TIME_LIMIT,FALSE
mnist_2layer_200hidden_acc98.0_delta_5,39703,gurobi_ReLUBigM,ws,300.9372,47.79966162,TIME_LIMIT,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,39703,gurobi_ReLUQuadratic,nows,301.5031,63.37538425,TIME_LIMIT,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,39703,gurobi_ReLUQuadratic,ws,301.3303,51.46226177,TIME_LIMIT,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,39703,gurobi_ReLUSOS1,nows,302.4612,63.37538425,TIME_LIMIT,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,39703,gurobi_ReLUSOS1,ws,302.1972,51.46226177,TIME_LIMIT,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,39703,ipopt_ReLUQuadratic,nows,300.4443,66.01086217,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,39703,ipopt_ReLUQuadratic,ws,301.5682,62.29065064,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,45793,gurobi_ReLUBigM,nows,300.6567,64.40016566,TIME_LIMIT,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,45793,gurobi_ReLUBigM,ws,300.8994,40.91879525,TIME_LIMIT,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,45793,gurobi_ReLUQuadratic,nows,301.1004,27.02293523,TIME_LIMIT,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,45793,gurobi_ReLUQuadratic,ws,301.1225,29.57144107,TIME_LIMIT,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,45793,gurobi_ReLUSOS1,nows,301.9998,27.02293523,TIME_LIMIT,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,45793,gurobi_ReLUSOS1,ws,302.2231,29.57144107,TIME_LIMIT,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,45793,ipopt_ReLUQuadratic,nows,300.5911,60.80014465,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,45793,ipopt_ReLUQuadratic,ws,300.7822,55.58155558,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,8463,gurobi_ReLUBigM,nows,300.6231,,TIME_LIMIT,FALSE
mnist_2layer_200hidden_acc98.0_delta_5,8463,gurobi_ReLUBigM,ws,300.8974,45.11871325,TIME_LIMIT,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,8463,gurobi_ReLUQuadratic,nows,301.2139,,TIME_LIMIT,FALSE
mnist_2layer_200hidden_acc98.0_delta_5,8463,gurobi_ReLUQuadratic,ws,301.1286,46.74262631,TIME_LIMIT,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,8463,gurobi_ReLUSOS1,nows,302.3075,,TIME_LIMIT,FALSE
mnist_2layer_200hidden_acc98.0_delta_5,8463,gurobi_ReLUSOS1,ws,302.6326,46.74262631,TIME_LIMIT,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,8463,ipopt_ReLUQuadratic,nows,301.1746,75.16069109,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,8463,ipopt_ReLUQuadratic,ws,300.2798,71.49581046,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,11418,gurobi_ReLUBigM,nows,5.2708,12.49573012,OPTIMAL,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,11418,gurobi_ReLUBigM,ws,7.0235,12.49573012,OPTIMAL,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,11418,gurobi_ReLUQuadratic,nows,12.924,12.49573012,OPTIMAL,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,11418,gurobi_ReLUQuadratic,ws,9.6248,12.49573012,OPTIMAL,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,11418,gurobi_ReLUSOS1,nows,13.0852,12.49573012,OPTIMAL,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,11418,gurobi_ReLUSOS1,ws,11.1805,12.49573012,OPTIMAL,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,11418,ipopt_ReLUQuadratic,nows,299.5615,17.5744067,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,11418,ipopt_ReLUQuadratic,ws,299.3971,17.99474599,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,12216,gurobi_ReLUBigM,nows,8.9614,10.21229334,OPTIMAL,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,12216,gurobi_ReLUBigM,ws,8.5199,10.21229334,OPTIMAL,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,12216,gurobi_ReLUQuadratic,nows,15.3278,10.21229334,OPTIMAL,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,12216,gurobi_ReLUQuadratic,ws,10.1786,10.21229334,OPTIMAL,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,12216,gurobi_ReLUSOS1,nows,16.2962,10.21229334,OPTIMAL,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,12216,gurobi_ReLUSOS1,ws,11.0587,10.21229334,OPTIMAL,TRUE
