architecture,instance,method,warm_start,time,objective,status,success
mnist_2layer_60hidden_acc97.3_delta_5,32760,gurobi_FixedParam,ws,302.67,4.754904,,TRUE
mnist_2layer_60hidden_acc97.3_delta_5,32760,ipopt_FixedParam,ws,11.13,4.744732,,TRUE
mnist_2layer_60hidden_acc97.3_delta_5,34865,gurobi_FixedParam,nows,302.46,10.875627,,TRUE
mnist_2layer_60hidden_acc97.3_delta_5,34865,ipopt_FixedParam,nows,300.84,10.873507,,TRUE
mnist_2layer_60hidden_acc97.3_delta_5,34865,gurobi_FixedParam,ws,303.11,10.874091,,TRUE
mnist_2layer_60hidden_acc97.3_delta_5,34865,ipopt_FixedParam,ws,10.55,10.873507,,TRUE
mnist_2layer_60hidden_acc97.3_delta_5,3608,gurobi_FixedParam,nows,302.34,7.054756,,TRUE
mnist_2layer_60hidden_acc97.3_delta_5,3608,ipopt_FixedParam,nows,300.56,7.035888,,TRUE
mnist_2layer_60hidden_acc97.3_delta_5,3608,gurobi_FixedParam,ws,302.39,7.054756,,TRUE
mnist_2layer_60hidden_acc97.3_delta_5,3608,ipopt_FixedParam,ws,11.56,7.035888,,TRUE
mnist_2layer_60hidden_acc97.3_delta_5,39703,gurobi_FixedParam,nows,302.19,14.324431,,TRUE
mnist_2layer_60hidden_acc97.3_delta_5,39703,ipopt_FixedParam,nows,300.6,14.342997,,TRUE
mnist_2layer_60hidden_acc97.3_delta_5,39703,gurobi_FixedParam,ws,302.16,14.324431,,TRUE
mnist_2layer_60hidden_acc97.3_delta_5,39703,ipopt_FixedParam,ws,13.05,14.342997,,TRUE
mnist_2layer_60hidden_acc97.3_delta_5,45793,gurobi_FixedParam,nows,302.29,7.762656,,TRUE
mnist_2layer_60hidden_acc97.3_delta_5,45793,ipopt_FixedParam,nows,301.27,7.687236,,TRUE
mnist_2layer_60hidden_acc97.3_delta_5,45793,gurobi_FixedParam,ws,302.27,7.762656,,TRUE
mnist_2layer_60hidden_acc97.3_delta_5,45793,ipopt_FixedParam,ws,11.7,7.687236,,TRUE
mnist_2layer_60hidden_acc97.3_delta_5,8463,gurobi_FixedParam,nows,302.28,9.768156,,TRUE
mnist_2layer_60hidden_acc97.3_delta_5,8463,ipopt_FixedParam,nows,300.47,9.766812,,TRUE
mnist_2layer_60hidden_acc97.3_delta_5,8463,gurobi_FixedParam,ws,302.03,9.768156,,TRUE
mnist_2layer_60hidden_acc97.3_delta_5,8463,ipopt_FixedParam,ws,9.32,9.766812,,TRUE
mnist_2layer_80hidden_acc97.9_delta_5,11418,gurobi_FixedParam,nows,302.17,11.939658,,TRUE
mnist_2layer_80hidden_acc97.9_delta_5,11418,ipopt_FixedParam,nows,301.32,12.228613,,TRUE
mnist_2layer_80hidden_acc97.9_delta_5,11418,gurobi_FixedParam,ws,302.16,11.939658,,TRUE
mnist_2layer_80hidden_acc97.9_delta_5,11418,ipopt_FixedParam,ws,20.58,12.228613,,TRUE
mnist_2layer_80hidden_acc97.9_delta_5,12216,gurobi_FixedParam,nows,302.18,11.367601,,TRUE
mnist_2layer_80hidden_acc97.9_delta_5,12216,ipopt_FixedParam,nows,301.92,11.367083,,TRUE
mnist_2layer_80hidden_acc97.9_delta_5,12216,gurobi_FixedParam,ws,302.19,11.367601,,TRUE
mnist_2layer_80hidden_acc97.9_delta_5,12216,ipopt_FixedParam,ws,17.18,11.367083,,TRUE
mnist_2layer_80hidden_acc97.9_delta_5,25303,gurobi_FixedParam,nows,300,,,FALSE
mnist_2layer_80hidden_acc97.9_delta_5,25303,ipopt_FixedParam,nows,301.45,12.61941,,TRUE
mnist_2layer_80hidden_acc97.9_delta_5,25303,gurobi_FixedParam,ws,302.5,,,FALSE
mnist_2layer_80hidden_acc97.9_delta_5,25303,ipopt_FixedParam,ws,13.65,12.61941,,TRUE
mnist_2layer_80hidden_acc97.9_delta_5,27143,gurobi_FixedParam,nows,302.39,10.404046,,TRUE
mnist_2layer_80hidden_acc97.9_delta_5,27143,ipopt_FixedParam,nows,301.23,10.241335,,TRUE
mnist_2layer_80hidden_acc97.9_delta_5,27143,gurobi_FixedParam,ws,302.35,10.404046,,TRUE
mnist_2layer_80hidden_acc97.9_delta_5,27143,ipopt_FixedParam,ws,14.46,10.241335,,TRUE
mnist_2layer_80hidden_acc97.9_delta_5,32760,gurobi_FixedParam,nows,302.3,3.497745,,TRUE
mnist_2layer_80hidden_acc97.9_delta_5,32760,ipopt_FixedParam,nows,300.3,3.664238,,TRUE
mnist_2layer_80hidden_acc97.9_delta_5,32760,gurobi_FixedParam,ws,302.22,3.497745,,TRUE
mnist_2layer_80hidden_acc97.9_delta_5,32760,ipopt_FixedParam,ws,13.06,3.664238,,TRUE
mnist_2layer_80hidden_acc97.9_delta_5,34865,gurobi_FixedParam,nows,300,,,FALSE
mnist_2layer_80hidden_acc97.9_delta_5,34865,ipopt_FixedParam,nows,300.88,8.959304,,TRUE
mnist_2layer_80hidden_acc97.9_delta_5,34865,gurobi_FixedParam,ws,302.23,,,FALSE
mnist_2layer_80hidden_acc97.9_delta_5,34865,ipopt_FixedParam,ws,14.52,8.959304,,TRUE
mnist_2layer_80hidden_acc97.9_delta_5,3608,gurobi_FixedParam,nows,300,,,FALSE
mnist_2layer_80hidden_acc97.9_delta_5,3608,ipopt_FixedParam,nows,300.94,6.925628,,TRUE
mnist_2layer_80hidden_acc97.9_delta_5,3608,gurobi_FixedParam,ws,302.15,,,FALSE
mnist_2layer_80hidden_acc97.9_delta_5,3608,ipopt_FixedParam,ws,10.16,6.925628,,TRUE
mnist_2layer_80hidden_acc97.9_delta_5,39703,gurobi_FixedParam,nows,300,,,FALSE
mnist_2layer_80hidden_acc97.9_delta_5,39703,ipopt_FixedParam,nows,300.61,11.422334,,TRUE
mnist_2layer_80hidden_acc97.9_delta_5,39703,gurobi_FixedParam,ws,302.3,,,FALSE
mnist_2layer_80hidden_acc97.9_delta_5,39703,ipopt_FixedParam,ws,14.63,11.422334,,TRUE
mnist_2layer_80hidden_acc97.9_delta_5,45793,gurobi_FixedParam,nows,301.98,6.38304,,TRUE
mnist_2layer_80hidden_acc97.9_delta_5,45793,ipopt_FixedParam,nows,300.98,6.382908,,TRUE
mnist_2layer_80hidden_acc97.9_delta_5,45793,gurobi_FixedParam,ws,302.01,6.38304,,TRUE
mnist_2layer_80hidden_acc97.9_delta_5,45793,ipopt_FixedParam,ws,15.33,6.382908,,TRUE
mnist_2layer_80hidden_acc97.9_delta_5,8463,gurobi_FixedParam,nows,302.37,6.800766,,TRUE
mnist_2layer_80hidden_acc97.9_delta_5,8463,ipopt_FixedParam,nows,300.84,6.788839,,TRUE
mnist_2layer_80hidden_acc97.9_delta_5,8463,gurobi_FixedParam,ws,302.25,6.800766,,TRUE
mnist_2layer_80hidden_acc97.9_delta_5,8463,ipopt_FixedParam,ws,15.11,6.788839,,TRUE
mnist_3layer_100hidden_acc97.6_delta_5,11418,gurobi_FixedParam,nows,300,,,FALSE
mnist_3layer_100hidden_acc97.6_delta_5,11418,ipopt_FixedParam,nows,301.85,12.822568,,TRUE
mnist_3layer_100hidden_acc97.6_delta_5,11418,gurobi_FixedParam,ws,302.4,,,FALSE
mnist_3layer_100hidden_acc97.6_delta_5,11418,ipopt_FixedParam,ws,24.82,12.822568,,TRUE
mnist_3layer_100hidden_acc97.6_delta_5,12216,gurobi_FixedParam,nows,302.31,9.270889,,TRUE
mnist_3layer_100hidden_acc97.6_delta_5,12216,ipopt_FixedParam,nows,300.65,9.220498,,TRUE
mnist_3layer_100hidden_acc97.6_delta_5,12216,gurobi_FixedParam,ws,302.36,9.270889,,TRUE
mnist_3layer_100hidden_acc97.6_delta_5,12216,ipopt_FixedParam,ws,15.46,9.220498,,TRUE
mnist_3layer_100hidden_acc97.6_delta_5,25303,gurobi_FixedParam,nows,300,,,FALSE
mnist_3layer_100hidden_acc97.6_delta_5,25303,ipopt_FixedParam,nows,300.63,9.534407,,TRUE
mnist_3layer_100hidden_acc97.6_delta_5,25303,gurobi_FixedParam,ws,302.41,,,FALSE
mnist_3layer_100hidden_acc97.6_delta_5,25303,ipopt_FixedParam,ws,21.34,9.534407,,TRUE
mnist_3layer_100hidden_acc97.6_delta_5,27143,gurobi_FixedParam,nows,300,,,FALSE
mnist_3layer_100hidden_acc97.6_delta_5,27143,ipopt_FixedParam,nows,300.48,12.599198,,TRUE
mnist_3layer_100hidden_acc97.6_delta_5,27143,gurobi_FixedParam,ws,302.37,,,FALSE
mnist_3layer_100hidden_acc97.6_delta_5,27143,ipopt_FixedParam,ws,19.46,12.599198,,TRUE
mnist_3layer_100hidden_acc97.6_delta_5,32760,gurobi_FixedParam,nows,300,,,FALSE
mnist_3layer_100hidden_acc97.6_delta_5,32760,ipopt_FixedParam,nows,301.12,4.984289,,TRUE
mnist_3layer_100hidden_acc97.6_delta_5,32760,gurobi_FixedParam,ws,302.5,,,FALSE
mnist_3layer_100hidden_acc97.6_delta_5,32760,ipopt_FixedParam,ws,16.13,4.984289,,TRUE
mnist_3layer_100hidden_acc97.6_delta_5,34865,gurobi_FixedParam,nows,300,,,FALSE
mnist_3layer_100hidden_acc97.6_delta_5,34865,ipopt_FixedParam,nows,304.53,11.484494,,TRUE
mnist_3layer_100hidden_acc97.6_delta_5,34865,gurobi_FixedParam,ws,302.61,,,FALSE
mnist_3layer_100hidden_acc97.6_delta_5,34865,ipopt_FixedParam,ws,233.99,11.484494,,TRUE
mnist_3layer_100hidden_acc97.6_delta_5,3608,gurobi_FixedParam,nows,300,,,FALSE
mnist_3layer_100hidden_acc97.6_delta_5,3608,ipopt_FixedParam,nows,300.82,10.240987,,TRUE
mnist_3layer_100hidden_acc97.6_delta_5,3608,gurobi_FixedParam,ws,302.34,,,FALSE
mnist_3layer_100hidden_acc97.6_delta_5,3608,ipopt_FixedParam,ws,30.83,10.240987,,TRUE
mnist_3layer_100hidden_acc97.6_delta_5,39703,gurobi_FixedParam,nows,300,,,FALSE
mnist_3layer_100hidden_acc97.6_delta_5,39703,ipopt_FixedParam,nows,301.74,16.890823,,TRUE
mnist_3layer_100hidden_acc97.6_delta_5,39703,gurobi_FixedParam,ws,302.36,,,FALSE
mnist_3layer_100hidden_acc97.6_delta_5,39703,ipopt_FixedParam,ws,25.62,16.890823,,TRUE
mnist_3layer_100hidden_acc97.6_delta_5,45793,gurobi_FixedParam,nows,300,,,FALSE
mnist_3layer_100hidden_acc97.6_delta_5,45793,ipopt_FixedParam,nows,302.03,7.094837,,TRUE
mnist_3layer_100hidden_acc97.6_delta_5,45793,gurobi_FixedParam,ws,302.62,,,FALSE
mnist_3layer_100hidden_acc97.6_delta_5,45793,ipopt_FixedParam,ws,31.11,7.094837,,TRUE
mnist_3layer_100hidden_acc97.6_delta_5,8463,gurobi_FixedParam,nows,300,,,FALSE
mnist_3layer_100hidden_acc97.6_delta_5,8463,ipopt_FixedParam,nows,300.55,11.04842,,TRUE
mnist_3layer_100hidden_acc97.6_delta_5,8463,gurobi_FixedParam,ws,302.33,,,FALSE
mnist_3layer_100hidden_acc97.6_delta_5,8463,ipopt_FixedParam,ws,16.48,11.04842,,TRUE
mnist_3layer_200hidden_acc97.9_delta_5,11418,gurobi_FixedParam,nows,300,,,FALSE
mnist_3layer_200hidden_acc97.9_delta_5,11418,ipopt_FixedParam,nows,302.44,13.487726,,TRUE
mnist_3layer_200hidden_acc97.9_delta_5,11418,gurobi_FixedParam,ws,304.36,,,FALSE
mnist_3layer_200hidden_acc97.9_delta_5,11418,ipopt_FixedParam,ws,67.98,14.368359,,TRUE
mnist_3layer_200hidden_acc97.9_delta_5,12216,gurobi_FixedParam,nows,300,,,FALSE
mnist_3layer_200hidden_acc97.9_delta_5,12216,ipopt_FixedParam,nows,300.92,10.346855,,TRUE
mnist_3layer_200hidden_acc97.9_delta_5,12216,gurobi_FixedParam,ws,303.24,,,FALSE
mnist_3layer_200hidden_acc97.9_delta_5,12216,ipopt_FixedParam,ws,36.97,10.348393,,TRUE
mnist_3layer_200hidden_acc97.9_delta_5,25303,gurobi_FixedParam,nows,300,,,FALSE
mnist_3layer_200hidden_acc97.9_delta_5,25303,ipopt_FixedParam,nows,302.37,15.294917,,TRUE
mnist_3layer_200hidden_acc97.9_delta_5,25303,gurobi_FixedParam,ws,302.97,,,FALSE
mnist_3layer_200hidden_acc97.9_delta_5,25303,ipopt_FixedParam,ws,55.75,15.294917,,TRUE
mnist_3layer_200hidden_acc97.9_delta_5,27143,gurobi_FixedParam,nows,303.11,11.99222,,TRUE
mnist_3layer_200hidden_acc97.9_delta_5,27143,ipopt_FixedParam,nows,301.08,11.992101,,TRUE
mnist_3layer_200hidden_acc97.9_delta_5,27143,gurobi_FixedParam,ws,302.95,,,FALSE
mnist_3layer_200hidden_acc97.9_delta_5,27143,ipopt_FixedParam,ws,34.25,13.264011,,TRUE
mnist_3layer_200hidden_acc97.9_delta_5,32760,gurobi_FixedParam,nows,302.99,10.215818,,TRUE
mnist_3layer_200hidden_acc97.9_delta_5,32760,ipopt_FixedParam,nows,300.29,9.739368,,TRUE
mnist_3layer_200hidden_acc97.9_delta_5,32760,gurobi_FixedParam,ws,302.93,,,FALSE
mnist_3layer_200hidden_acc97.9_delta_5,32760,ipopt_FixedParam,ws,38.96,9.739369,,TRUE
mnist_3layer_200hidden_acc97.9_delta_5,34865,gurobi_FixedParam,nows,303.13,16.114968,,TRUE
mnist_3layer_200hidden_acc97.9_delta_5,34865,ipopt_FixedParam,nows,304.37,16.114844,,TRUE
mnist_3layer_200hidden_acc97.9_delta_5,34865,gurobi_FixedParam,ws,303.57,,,FALSE
mnist_3layer_200hidden_acc97.9_delta_5,34865,ipopt_FixedParam,ws,66.43,18.477818,,TRUE
mnist_3layer_200hidden_acc97.9_delta_5,3608,gurobi_FixedParam,nows,302.83,10.615673,,TRUE
mnist_3layer_200hidden_acc97.9_delta_5,3608,ipopt_FixedParam,nows,301.12,10.615552,,TRUE
mnist_3layer_200hidden_acc97.9_delta_5,3608,gurobi_FixedParam,ws,304.06,,,FALSE
mnist_3layer_200hidden_acc97.9_delta_5,3608,ipopt_FixedParam,ws,55.06,10.615982,,TRUE
mnist_3layer_200hidden_acc97.9_delta_5,39703,gurobi_FixedParam,nows,302.81,14.597844,,TRUE
mnist_3layer_200hidden_acc97.9_delta_5,39703,ipopt_FixedParam,nows,301.33,14.59571,,TRUE
mnist_3layer_200hidden_acc97.9_delta_5,39703,gurobi_FixedParam,ws,302.87,,,FALSE
mnist_3layer_200hidden_acc97.9_delta_5,39703,ipopt_FixedParam,ws,80.88,15.011331,,TRUE
mnist_3layer_200hidden_acc97.9_delta_5,45793,gurobi_FixedParam,nows,303.98,11.033994,,TRUE
mnist_3layer_200hidden_acc97.9_delta_5,45793,ipopt_FixedParam,nows,300.87,11.033995,,TRUE
mnist_3layer_200hidden_acc97.9_delta_5,45793,gurobi_FixedParam,ws,303.23,,,FALSE
mnist_3layer_200hidden_acc97.9_delta_5,45793,ipopt_FixedParam,ws,38.03,11.108251,,TRUE
mnist_3layer_200hidden_acc97.9_delta_5,8463,gurobi_FixedParam,nows,303.56,11.000975,,TRUE
mnist_3layer_200hidden_acc97.9_delta_5,8463,ipopt_FixedParam,nows,302.55,11.000853,,TRUE
mnist_3layer_200hidden_acc97.9_delta_5,8463,gurobi_FixedParam,ws,303.78,,,FALSE
mnist_3layer_200hidden_acc97.9_delta_5,8463,ipopt_FixedParam,ws,25.89,11.001901,,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,11418,gurobi_FixedParam,nows,301.83,10.300397,,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,11418,ipopt_FixedParam,nows,300.14,10.300399,,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,11418,gurobi_FixedParam,ws,301.93,10.300397,,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,11418,ipopt_FixedParam,ws,3.1,10.300399,,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,12216,gurobi_FixedParam,nows,302.18,8.737918,,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,12216,ipopt_FixedParam,nows,300.2,9.033488,,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,12216,gurobi_FixedParam,ws,301.9,8.737919,,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,12216,ipopt_FixedParam,ws,4.07,9.033488,,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,25303,gurobi_FixedParam,nows,302.09,13.361543,,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,25303,ipopt_FixedParam,nows,300.27,13.361544,,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,25303,gurobi_FixedParam,ws,302.11,13.361543,,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,25303,ipopt_FixedParam,ws,4.35,13.361544,,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,27143,gurobi_FixedParam,nows,302.09,13.07615,,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,27143,ipopt_FixedParam,nows,300.34,13.076153,,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,27143,gurobi_FixedParam,ws,302.24,13.07615,,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,27143,ipopt_FixedParam,ws,4.42,13.076153,,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,32760,gurobi_FixedParam,nows,302.41,6.342326,,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,32760,ipopt_FixedParam,nows,300.16,6.342328,,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,32760,gurobi_FixedParam,ws,302.31,6.342326,,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,32760,ipopt_FixedParam,ws,3.44,6.342328,,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,34865,gurobi_FixedParam,nows,302.21,11.46411,,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,34865,ipopt_FixedParam,nows,300.32,11.464111,,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,34865,gurobi_FixedParam,ws,302.05,11.46411,,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,34865,ipopt_FixedParam,ws,3.53,11.464111,,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,3608,gurobi_FixedParam,nows,302.2,8.561141,,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,3608,ipopt_FixedParam,nows,300.11,8.561144,,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,3608,gurobi_FixedParam,ws,302.35,8.561141,,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,3608,ipopt_FixedParam,ws,3.95,8.561144,,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,39703,gurobi_FixedParam,nows,302.4,9.300196,,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,39703,ipopt_FixedParam,nows,300.45,9.300074,,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,39703,gurobi_FixedParam,ws,302.27,9.300196,,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,39703,ipopt_FixedParam,ws,4.53,9.300074,,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,45793,gurobi_FixedParam,nows,302.34,7.912755,,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,45793,ipopt_FixedParam,nows,300.25,7.095021,,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,45793,gurobi_FixedParam,ws,302.37,7.912755,,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,45793,ipopt_FixedParam,ws,4.27,7.095021,,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,8463,gurobi_FixedParam,nows,300.19,6.707774,,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,8463,ipopt_FixedParam,nows,300.2,6.707776,,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,8463,gurobi_FixedParam,ws,205.37,6.707774,,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,8463,ipopt_FixedParam,ws,3.5,6.707776,,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,11418,gurobi_FixedParam,nows,302.35,10.14529,,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,11418,ipopt_FixedParam,nows,300.67,10.15838,,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,11418,gurobi_FixedParam,ws,302.45,10.14529,,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,11418,ipopt_FixedParam,ws,7.77,10.15838,,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,12216,gurobi_FixedParam,nows,302.24,6.592487,,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,12216,ipopt_FixedParam,nows,301.15,6.570727,,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,12216,gurobi_FixedParam,ws,302.33,6.592487,,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,12216,ipopt_FixedParam,ws,10.53,6.570727,,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,25303,gurobi_FixedParam,nows,302.21,8.951824,,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,25303,ipopt_FixedParam,nows,300.66,9.71093,,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,25303,gurobi_FixedParam,ws,302.16,8.951824,,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,25303,ipopt_FixedParam,ws,14.81,9.71093,,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,27143,gurobi_FixedParam,nows,302.47,12.739387,,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,27143,ipopt_FixedParam,nows,300.89,13.254154,,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,27143,gurobi_FixedParam,ws,302.19,12.739767,,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,27143,ipopt_FixedParam,ws,10.82,13.254154,,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,32760,gurobi_FixedParam,nows,302.15,2.928183,,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,32760,ipopt_FixedParam,nows,300.38,2.917981,,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,32760,gurobi_FixedParam,ws,302.06,2.928183,,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,32760,ipopt_FixedParam,ws,12.58,2.917981,,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,34865,gurobi_FixedParam,nows,301.88,10.119847,,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,34865,ipopt_FixedParam,nows,300.25,7.584788,,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,34865,gurobi_FixedParam,ws,302.11,10.119847,,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,34865,ipopt_FixedParam,ws,8.01,7.584788,,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,3608,gurobi_FixedParam,nows,302.42,9.509137,,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,3608,ipopt_FixedParam,nows,300.23,9.513684,,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,3608,gurobi_FixedParam,ws,302.11,9.509137,,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,3608,ipopt_FixedParam,ws,12.06,9.513684,,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,39703,gurobi_FixedParam,nows,302.22,12.128603,,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,39703,ipopt_FixedParam,nows,300.15,12.11766,,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,39703,gurobi_FixedParam,ws,302.18,12.128603,,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,39703,ipopt_FixedParam,ws,9.81,12.11766,,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,45793,gurobi_FixedParam,nows,302.42,4.639,,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,45793,ipopt_FixedParam,nows,300.23,4.637286,,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,45793,gurobi_FixedParam,ws,302.49,4.639,,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,45793,ipopt_FixedParam,ws,7.67,4.637286,,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,8463,gurobi_FixedParam,nows,302.16,5.557569,,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,8463,ipopt_FixedParam,nows,300.32,5.557036,,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,8463,gurobi_FixedParam,ws,302.38,5.557569,,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,8463,ipopt_FixedParam,ws,10.98,5.557036,,TRUE
mnist_3layer_60hidden_acc97.3_delta_5,11418,gurobi_FixedParam,nows,302.22,10.261247,,TRUE
mnist_3layer_60hidden_acc97.3_delta_5,11418,ipopt_FixedParam,nows,300.17,10.339515,,TRUE
mnist_3layer_60hidden_acc97.3_delta_5,11418,gurobi_FixedParam,ws,302.16,10.261247,,TRUE
mnist_3layer_60hidden_acc97.3_delta_5,11418,ipopt_FixedParam,ws,15.09,10.339515,,TRUE
mnist_3layer_60hidden_acc97.3_delta_5,12216,gurobi_FixedParam,nows,302.5,9.659268,,TRUE
mnist_3layer_60hidden_acc97.3_delta_5,12216,ipopt_FixedParam,nows,300.79,7.844197,,TRUE
mnist_3layer_60hidden_acc97.3_delta_5,12216,gurobi_FixedParam,ws,302.56,9.659268,,TRUE
mnist_3layer_60hidden_acc97.3_delta_5,12216,ipopt_FixedParam,ws,14.38,7.844197,,TRUE
mnist_3layer_60hidden_acc97.3_delta_5,25303,gurobi_FixedParam,nows,302.04,7.585788,,TRUE
mnist_3layer_60hidden_acc97.3_delta_5,25303,ipopt_FixedParam,nows,300.75,7.6812,,TRUE
mnist_3layer_60hidden_acc97.3_delta_5,25303,gurobi_FixedParam,ws,302.08,7.585788,,TRUE
mnist_3layer_60hidden_acc97.3_delta_5,25303,ipopt_FixedParam,ws,15.29,7.6812,,TRUE
mnist_3layer_60hidden_acc97.3_delta_5,27143,gurobi_FixedParam,nows,302.17,10.060373,,TRUE
mnist_3layer_60hidden_acc97.3_delta_5,27143,ipopt_FixedParam,nows,300.34,10.182854,,TRUE
mnist_3layer_60hidden_acc97.3_delta_5,27143,gurobi_FixedParam,ws,302.18,10.060373,,TRUE
mnist_3layer_60hidden_acc97.3_delta_5,27143,ipopt_FixedParam,ws,16.45,10.182854,,TRUE
mnist_3layer_60hidden_acc97.3_delta_5,32760,gurobi_FixedParam,nows,302.26,3.746608,,TRUE
mnist_3layer_60hidden_acc97.3_delta_5,32760,ipopt_FixedParam,nows,300.95,3.745446,,TRUE
mnist_3layer_60hidden_acc97.3_delta_5,32760,gurobi_FixedParam,ws,302.35,3.746608,,TRUE
mnist_3layer_60hidden_acc97.3_delta_5,32760,ipopt_FixedParam,ws,10.03,3.745446,,TRUE
mnist_3layer_60hidden_acc97.3_delta_5,34865,gurobi_FixedParam,nows,302.2,6.898827,,TRUE
mnist_3layer_60hidden_acc97.3_delta_5,34865,ipopt_FixedParam,nows,300.47,6.897427,,TRUE
mnist_3layer_60hidden_acc97.3_delta_5,34865,gurobi_FixedParam,ws,302.34,6.898827,,TRUE
mnist_3layer_60hidden_acc97.3_delta_5,34865,ipopt_FixedParam,ws,13.93,6.897427,,TRUE
mnist_3layer_60hidden_acc97.3_delta_5,3608,gurobi_FixedParam,nows,302.29,9.634564,,TRUE
mnist_3layer_60hidden_acc97.3_delta_5,3608,ipopt_FixedParam,nows,302.04,8.447479,,TRUE
mnist_3layer_60hidden_acc97.3_delta_5,3608,gurobi_FixedParam,ws,303.58,9.634564,,TRUE
mnist_3layer_60hidden_acc97.3_delta_5,3608,ipopt_FixedParam,ws,14.5,8.447479,,TRUE
mnist_3layer_60hidden_acc97.3_delta_5,39703,gurobi_FixedParam,nows,302.18,14.5797,,TRUE
mnist_3layer_60hidden_acc97.3_delta_5,39703,ipopt_FixedParam,nows,300.26,14.586407,,TRUE
