architecture,instance,method,warm_start,time,objective,status,gap,best_bound,success
mnist_2layer_100hidden_acc97.7_delta_5,39703,gurobi_ReLUQuadratic,ws,301.1891,15.7577081928553,SUBOPTIMAL,1,0,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,39703,gurobi_ReLUSOS1,nows,302.0089,19.9790855313681,SUBOPTIMAL,1,0,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,39703,gurobi_ReLUSOS1,ws,302.1846,15.7577081928553,SUBOPTIMAL,1,0,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,39703,ipopt_ReLUQuadratic,nows,299.4735,56.3584396067267,UNKNOWN_STATUS_LOCALLY_SOLVED,,,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,39703,ipopt_ReLUQuadratic,ws,300.4181,57.7899312323701,UNKNOWN_STATUS_LOCALLY_SOLVED,,,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,45793,gurobi_ReLUBigM,nows,300.7561,9.10366618582098,SUBOPTIMAL,1,0,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,45793,gurobi_ReLUBigM,ws,300.8931,8.72460048600978,SUBOPTIMAL,1,0,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,45793,gurobi_ReLUQuadratic,nows,301.0416,9.54816354346873,SUBOPTIMAL,1,0,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,45793,gurobi_ReLUQuadratic,ws,301.1217,9.84770283967339,SUBOPTIMAL,1,0,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,45793,gurobi_ReLUSOS1,nows,302.0314,9.54816354346873,SUBOPTIMAL,1,0,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,45793,gurobi_ReLUSOS1,ws,302.0547,10.001106727277,SUBOPTIMAL,1,0,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,45793,ipopt_ReLUQuadratic,nows,301.0262,46.8415910839335,UNKNOWN_STATUS_LOCALLY_SOLVED,,,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,45793,ipopt_ReLUQuadratic,ws,299.3648,52.0457828897661,UNKNOWN_STATUS_LOCALLY_SOLVED,,,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,8463,gurobi_ReLUBigM,nows,300.6135,8.69934517381868,SUBOPTIMAL,1,0,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,8463,gurobi_ReLUBigM,ws,300.9172,8.06878532174835,SUBOPTIMAL,1,0,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,8463,gurobi_ReLUQuadratic,nows,301.2811,,TIME_LIMIT,1,0,FALSE
mnist_2layer_100hidden_acc97.7_delta_5,8463,gurobi_ReLUQuadratic,ws,301.583,7.41588837121949,SUBOPTIMAL,1,0,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,8463,gurobi_ReLUSOS1,nows,302.0808,,TIME_LIMIT,1,0,FALSE
mnist_2layer_100hidden_acc97.7_delta_5,8463,gurobi_ReLUSOS1,ws,301.7728,7.41588837121949,SUBOPTIMAL,1,0,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,8463,ipopt_ReLUQuadratic,nows,300.4176,49.9320074027454,UNKNOWN_STATUS_LOCALLY_SOLVED,,,TRUE
mnist_2layer_100hidden_acc97.7_delta_5,8463,ipopt_ReLUQuadratic,ws,300.2097,67.4198345362637,UNKNOWN_STATUS_LOCALLY_SOLVED,,,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,11418,gurobi_ReLUBigM,nows,300.5976,46.2101721287107,SUBOPTIMAL,1,0,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,11418,gurobi_ReLUBigM,ws,300.9158,29.5423750882028,SUBOPTIMAL,1,0,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,11418,gurobi_ReLUQuadratic,nows,301.2653,33.8814796974323,SUBOPTIMAL,1,0,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,11418,gurobi_ReLUQuadratic,ws,301.0505,34.3339280637325,SUBOPTIMAL,1,0,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,11418,gurobi_ReLUSOS1,nows,302.9464,33.8814796974323,SUBOPTIMAL,1,0,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,11418,gurobi_ReLUSOS1,ws,301.7968,34.3339280637325,SUBOPTIMAL,1,0,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,11418,ipopt_ReLUQuadratic,nows,302.6692,36.9574415565805,UNKNOWN_STATUS_LOCALLY_SOLVED,,,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,11418,ipopt_ReLUQuadratic,ws,300.4291,37.4017387201369,UNKNOWN_STATUS_LOCALLY_SOLVED,,,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,12216,gurobi_ReLUBigM,nows,300.7689,,TIME_LIMIT,,0,FALSE
mnist_2layer_200hidden_acc98.0_delta_5,12216,gurobi_ReLUBigM,ws,300.8155,49.9976839493339,SUBOPTIMAL,1,0,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,12216,gurobi_ReLUQuadratic,nows,301.1846,,TIME_LIMIT,1,0,FALSE
mnist_2layer_200hidden_acc98.0_delta_5,12216,gurobi_ReLUQuadratic,ws,301.5661,29.6466329481202,SUBOPTIMAL,1,0,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,12216,gurobi_ReLUSOS1,nows,302.0689,,TIME_LIMIT,1,0,FALSE
mnist_2layer_200hidden_acc98.0_delta_5,12216,gurobi_ReLUSOS1,ws,302.3875,29.6466329481202,SUBOPTIMAL,1,0,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,12216,ipopt_ReLUQuadratic,nows,302.3597,52.9701550119307,UNKNOWN_STATUS_LOCALLY_SOLVED,,,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,12216,ipopt_ReLUQuadratic,ws,300.7882,52.2486967373169,UNKNOWN_STATUS_LOCALLY_SOLVED,,,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,25303,gurobi_ReLUBigM,nows,300.6345,37.7909633064003,SUBOPTIMAL,1,0,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,25303,gurobi_ReLUBigM,ws,300.8286,65.2184604801718,SUBOPTIMAL,1,0,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,25303,gurobi_ReLUQuadratic,nows,301.039,44.9275388966649,SUBOPTIMAL,1,0,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,25303,gurobi_ReLUQuadratic,ws,301.0473,27.9736321769022,SUBOPTIMAL,1,0,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,25303,gurobi_ReLUSOS1,nows,301.6297,44.9275388966649,SUBOPTIMAL,1,0,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,25303,gurobi_ReLUSOS1,ws,302.3206,27.9736321769022,SUBOPTIMAL,1,0,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,25303,ipopt_ReLUQuadratic,nows,300.6805,80.5364909259782,UNKNOWN_STATUS_LOCALLY_SOLVED,,,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,25303,ipopt_ReLUQuadratic,ws,302.8299,74.1119640101794,UNKNOWN_STATUS_LOCALLY_SOLVED,,,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,27143,gurobi_ReLUBigM,nows,300.8348,29.4862317861261,SUBOPTIMAL,1,0,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,27143,gurobi_ReLUBigM,ws,301.1524,49.8968607001539,SUBOPTIMAL,1,0,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,27143,gurobi_ReLUQuadratic,nows,301.133,22.4193241855791,SUBOPTIMAL,1,0,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,27143,gurobi_ReLUQuadratic,ws,301.1005,16.0453746325412,SUBOPTIMAL,1,0,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,27143,gurobi_ReLUSOS1,nows,302.0246,18.4851196890376,SUBOPTIMAL,1,0,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,27143,gurobi_ReLUSOS1,ws,302.0711,16.0453746325412,SUBOPTIMAL,1,0,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,27143,ipopt_ReLUQuadratic,nows,300.3016,74.4600372956234,UNKNOWN_STATUS_LOCALLY_SOLVED,,,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,27143,ipopt_ReLUQuadratic,ws,300.5523,78.8326456046234,UNKNOWN_STATUS_LOCALLY_SOLVED,,,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,32760,gurobi_ReLUBigM,nows,301.3004,10.6883878891854,SUBOPTIMAL,1,0,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,32760,gurobi_ReLUBigM,ws,300.7152,25.2833247141251,SUBOPTIMAL,1,0,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,32760,gurobi_ReLUQuadratic,nows,301,10.2557035303806,SUBOPTIMAL,1,0,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,32760,gurobi_ReLUQuadratic,ws,301.0353,7.59873134749219,SUBOPTIMAL,1,0,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,32760,gurobi_ReLUSOS1,nows,301.9869,10.2557035303806,SUBOPTIMAL,1,0,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,32760,gurobi_ReLUSOS1,ws,302.1655,7.59873134749219,SUBOPTIMAL,1,0,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,32760,ipopt_ReLUQuadratic,nows,301.6228,75.9643576384975,UNKNOWN_STATUS_LOCALLY_SOLVED,,,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,32760,ipopt_ReLUQuadratic,ws,300.3923,69.0999082242408,UNKNOWN_STATUS_LOCALLY_SOLVED,,,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,34865,gurobi_ReLUBigM,nows,301.0297,45.5059988490388,SUBOPTIMAL,1,0,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,34865,gurobi_ReLUBigM,ws,300.7875,56.4378817871314,SUBOPTIMAL,1,0,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,34865,gurobi_ReLUQuadratic,nows,301.9432,34.672334381479,SUBOPTIMAL,1,0,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,34865,gurobi_ReLUQuadratic,ws,301.1353,21.6272196640316,SUBOPTIMAL,1,0,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,34865,gurobi_ReLUSOS1,nows,302.2684,34.672334381479,SUBOPTIMAL,1,0,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,34865,gurobi_ReLUSOS1,ws,302.0658,21.6272196640316,SUBOPTIMAL,1,0,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,34865,ipopt_ReLUQuadratic,nows,303.6518,71.2562067856874,UNKNOWN_STATUS_LOCALLY_SOLVED,,,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,34865,ipopt_ReLUQuadratic,ws,300.5327,82.1462362343282,UNKNOWN_STATUS_LOCALLY_SOLVED,,,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,3608,gurobi_ReLUBigM,nows,300.7188,33.9989861228525,SUBOPTIMAL,1,0,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,3608,gurobi_ReLUBigM,ws,300.614,21.9640095179153,SUBOPTIMAL,1,0,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,3608,gurobi_ReLUQuadratic,nows,301.1288,18.2601184687846,SUBOPTIMAL,1,0,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,3608,gurobi_ReLUQuadratic,ws,301.2826,19.3441307872653,SUBOPTIMAL,1,0,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,3608,gurobi_ReLUSOS1,nows,302.2651,18.2601184687846,SUBOPTIMAL,1,0,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,3608,gurobi_ReLUSOS1,ws,302.4178,19.3441197943518,SUBOPTIMAL,1,0,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,3608,ipopt_ReLUQuadratic,nows,300.4411,53.5788215663464,UNKNOWN_STATUS_LOCALLY_SOLVED,,,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,3608,ipopt_ReLUQuadratic,ws,300.4825,52.7930487527922,UNKNOWN_STATUS_LOCALLY_SOLVED,,,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,39703,gurobi_ReLUBigM,nows,300.8354,,TIME_LIMIT,,0,FALSE
mnist_2layer_200hidden_acc98.0_delta_5,39703,gurobi_ReLUBigM,ws,300.8513,47.799661618173,SUBOPTIMAL,1,0,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,39703,gurobi_ReLUQuadratic,nows,301.36,63.3753842452624,SUBOPTIMAL,1,0,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,39703,gurobi_ReLUQuadratic,ws,301.3482,51.462261768984,SUBOPTIMAL,1,0,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,39703,gurobi_ReLUSOS1,nows,302.3545,63.3753842452624,SUBOPTIMAL,1,0,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,39703,gurobi_ReLUSOS1,ws,302.0901,51.462261768984,SUBOPTIMAL,1,0,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,39703,ipopt_ReLUQuadratic,nows,301.639,62.2626130905435,UNKNOWN_STATUS_LOCALLY_SOLVED,,,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,39703,ipopt_ReLUQuadratic,ws,300.5854,62.2906506397222,UNKNOWN_STATUS_LOCALLY_SOLVED,,,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,45793,gurobi_ReLUBigM,nows,300.6813,54.1940761898958,SUBOPTIMAL,1,0,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,45793,gurobi_ReLUBigM,ws,301.0007,31.4980496870265,SUBOPTIMAL,1,0,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,45793,gurobi_ReLUQuadratic,nows,301.0325,27.0229352261098,SUBOPTIMAL,1,0,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,45793,gurobi_ReLUQuadratic,ws,301.0722,29.5714410672103,SUBOPTIMAL,1,0,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,45793,gurobi_ReLUSOS1,nows,301.948,27.0229352261098,SUBOPTIMAL,1,0,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,45793,gurobi_ReLUSOS1,ws,301.9938,29.5714410672103,SUBOPTIMAL,1,0,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,45793,ipopt_ReLUQuadratic,nows,300.5739,58.18296570011,UNKNOWN_STATUS_LOCALLY_SOLVED,,,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,45793,ipopt_ReLUQuadratic,ws,300.3616,55.5815555835232,UNKNOWN_STATUS_LOCALLY_SOLVED,,,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,8463,gurobi_ReLUBigM,nows,301.0009,,TIME_LIMIT,,0,FALSE
mnist_2layer_200hidden_acc98.0_delta_5,8463,gurobi_ReLUBigM,ws,300.77,42.2774675440033,SUBOPTIMAL,1,0,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,8463,gurobi_ReLUQuadratic,nows,301.1652,,TIME_LIMIT,1,0,FALSE
mnist_2layer_200hidden_acc98.0_delta_5,8463,gurobi_ReLUQuadratic,ws,301.0616,46.742626307609,SUBOPTIMAL,1,0,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,8463,gurobi_ReLUSOS1,nows,301.9886,,TIME_LIMIT,1,0,FALSE
mnist_2layer_200hidden_acc98.0_delta_5,8463,gurobi_ReLUSOS1,ws,301.9091,46.742626307609,SUBOPTIMAL,1,0,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,8463,ipopt_ReLUQuadratic,nows,300.2286,79.5283857492463,UNKNOWN_STATUS_LOCALLY_SOLVED,,,TRUE
mnist_2layer_200hidden_acc98.0_delta_5,8463,ipopt_ReLUQuadratic,ws,301.2878,71.4958104577188,UNKNOWN_STATUS_LOCALLY_SOLVED,,,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,11418,gurobi_ReLUBigM,nows,5.8036,12.4957301202489,OPTIMAL,0,12.4957301202489,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,11418,gurobi_ReLUBigM,ws,7.396,12.495730120249,OPTIMAL,0,12.495730120249,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,11418,gurobi_ReLUQuadratic,nows,13.1958,12.4957301202489,OPTIMAL,0,12.4957301202489,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,11418,gurobi_ReLUQuadratic,ws,9.4418,12.4957301202489,OPTIMAL,0,12.4957301202489,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,11418,gurobi_ReLUSOS1,nows,13.7515,12.4957301202489,OPTIMAL,0,12.4957301202489,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,11418,gurobi_ReLUSOS1,ws,10.5285,12.4957301202489,OPTIMAL,0,12.4957301202489,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,11418,ipopt_ReLUQuadratic,nows,299.4444,18.2693234220778,UNKNOWN_STATUS_LOCALLY_SOLVED,,,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,11418,ipopt_ReLUQuadratic,ws,299.186,17.9947459910363,UNKNOWN_STATUS_LOCALLY_SOLVED,,,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,12216,gurobi_ReLUBigM,nows,9.4985,10.2122933444806,OPTIMAL,0,10.2122933444806,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,12216,gurobi_ReLUBigM,ws,9.0461,10.2122933444806,OPTIMAL,0,10.2122933444806,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,12216,gurobi_ReLUQuadratic,nows,16.1583,10.2122933444806,OPTIMAL,0,10.2122933444806,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,12216,gurobi_ReLUQuadratic,ws,11.1675,10.2122933444806,OPTIMAL,0,10.2122933444806,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,12216,gurobi_ReLUSOS1,nows,16.7513,10.2122933444806,OPTIMAL,0,10.2122933444806,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,12216,gurobi_ReLUSOS1,ws,11.6523,10.2122933444806,OPTIMAL,0,10.2122933444806,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,12216,ipopt_ReLUQuadratic,nows,299.4455,14.9569899518396,UNKNOWN_STATUS_LOCALLY_SOLVED,,,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,12216,ipopt_ReLUQuadratic,ws,299.412,23.7262329608958,UNKNOWN_STATUS_LOCALLY_SOLVED,,,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,25303,gurobi_ReLUBigM,nows,7.0926,12.101870818821,OPTIMAL,0,12.101870818821,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,25303,gurobi_ReLUBigM,ws,5.2991,12.101870818821,OPTIMAL,0,12.101870818821,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,25303,gurobi_ReLUQuadratic,nows,8.1428,12.101870818821,OPTIMAL,0.002696,12.069241711196,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,25303,gurobi_ReLUQuadratic,ws,7.4218,12.101870818821,OPTIMAL,0.002696,12.069241711196,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,25303,gurobi_ReLUSOS1,nows,9.1654,12.101870818821,OPTIMAL,0.002696,12.069241711196,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,25303,gurobi_ReLUSOS1,ws,7.9435,12.101870818821,OPTIMAL,0.002696,12.069241711196,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,25303,ipopt_ReLUQuadratic,nows,299.5768,15.4709623497116,UNKNOWN_STATUS_LOCALLY_SOLVED,,,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,25303,ipopt_ReLUQuadratic,ws,299.2195,22.6891695002234,UNKNOWN_STATUS_LOCALLY_SOLVED,,,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,27143,gurobi_ReLUBigM,nows,6.9243,5.16330217459469,OPTIMAL,0,5.16330217459469,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,27143,gurobi_ReLUBigM,ws,7.0051,5.16330217459469,OPTIMAL,0,5.16330217459469,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,27143,gurobi_ReLUQuadratic,nows,3.7731,5.1633021745947,OPTIMAL,0,5.1633021745947,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,27143,gurobi_ReLUQuadratic,ws,4.2039,5.16330217459471,OPTIMAL,0,5.16330217459471,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,27143,gurobi_ReLUSOS1,nows,4.9315,5.1633021745947,OPTIMAL,0,5.1633021745947,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,27143,gurobi_ReLUSOS1,ws,5.4233,5.16330217459471,OPTIMAL,0,5.16330217459471,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,27143,ipopt_ReLUQuadratic,nows,299.225,12.8199202792453,UNKNOWN_STATUS_LOCALLY_SOLVED,,,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,27143,ipopt_ReLUQuadratic,ws,299.3583,19.517248625944,UNKNOWN_STATUS_LOCALLY_SOLVED,,,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,32760,gurobi_ReLUBigM,nows,8.2593,6.96271714834504,OPTIMAL,0,6.96271714834504,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,32760,gurobi_ReLUBigM,ws,8.0109,6.96271714834503,OPTIMAL,0,6.96271714834503,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,32760,gurobi_ReLUQuadratic,nows,7.6737,6.96271714834503,OPTIMAL,0,6.96271714834503,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,32760,gurobi_ReLUQuadratic,ws,8.5484,6.96271714834503,OPTIMAL,0,6.96271714834503,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,32760,gurobi_ReLUSOS1,nows,8.4934,6.96271714834503,OPTIMAL,0,6.96271714834503,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,32760,gurobi_ReLUSOS1,ws,8.6077,6.96271714834503,OPTIMAL,0,6.96271714834503,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,32760,ipopt_ReLUQuadratic,nows,299.6947,9.18845027385137,UNKNOWN_STATUS_LOCALLY_SOLVED,,,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,32760,ipopt_ReLUQuadratic,ws,299.328,13.2828783169941,UNKNOWN_STATUS_LOCALLY_SOLVED,,,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,34865,gurobi_ReLUBigM,nows,6.3104,6.40055798038919,OPTIMAL,0,6.40055798038919,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,34865,gurobi_ReLUBigM,ws,6.4474,6.40055798038919,OPTIMAL,0,6.40055798038919,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,34865,gurobi_ReLUQuadratic,nows,8.128,6.40055798038919,OPTIMAL,0,6.40055798038919,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,34865,gurobi_ReLUQuadratic,ws,5.8593,6.40055798038919,OPTIMAL,0,6.40055798038919,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,34865,gurobi_ReLUSOS1,nows,8.6925,6.40055798038919,OPTIMAL,0,6.40055798038919,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,34865,gurobi_ReLUSOS1,ws,6.6658,6.40055798038919,OPTIMAL,0,6.40055798038919,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,34865,ipopt_ReLUQuadratic,nows,299.4427,13.4987290948976,UNKNOWN_STATUS_LOCALLY_SOLVED,,,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,34865,ipopt_ReLUQuadratic,ws,299.4593,16.1247223244129,UNKNOWN_STATUS_LOCALLY_SOLVED,,,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,3608,gurobi_ReLUBigM,nows,6.1568,8.19141256153511,OPTIMAL,0,8.1914125615351,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,3608,gurobi_ReLUBigM,ws,7.3601,8.1914125615351,OPTIMAL,0,8.1914125615351,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,3608,gurobi_ReLUQuadratic,nows,27.4517,8.1914125615351,OPTIMAL,0,8.1914125615351,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,3608,gurobi_ReLUQuadratic,ws,8.9013,8.1914125615351,OPTIMAL,0,8.1914125615351,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,3608,gurobi_ReLUSOS1,nows,30.8254,8.1914125615351,OPTIMAL,0,8.1914125615351,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,3608,gurobi_ReLUSOS1,ws,9.7948,8.1914125615351,OPTIMAL,0,8.1914125615351,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,3608,ipopt_ReLUQuadratic,nows,299.0526,11.5578083668569,UNKNOWN_STATUS_LOCALLY_SOLVED,,,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,3608,ipopt_ReLUQuadratic,ws,299.2994,15.2421728883317,UNKNOWN_STATUS_LOCALLY_SOLVED,,,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,39703,gurobi_ReLUBigM,nows,5.8829,9.64105973681687,OPTIMAL,0,9.64105973681687,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,39703,gurobi_ReLUBigM,ws,7.1203,9.64105973681687,OPTIMAL,0,9.64105973681687,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,39703,gurobi_ReLUQuadratic,nows,8.6508,9.64105973681687,OPTIMAL,0,9.64105973681687,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,39703,gurobi_ReLUQuadratic,ws,11.1527,9.64105973681687,OPTIMAL,0,9.64105973681687,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,39703,gurobi_ReLUSOS1,nows,9.45,9.64105973681687,OPTIMAL,0,9.64105973681687,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,39703,gurobi_ReLUSOS1,ws,11.9338,9.64105973681687,OPTIMAL,0,9.64105973681687,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,39703,ipopt_ReLUQuadratic,nows,299.9133,12.4795093344901,UNKNOWN_STATUS_LOCALLY_SOLVED,,,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,39703,ipopt_ReLUQuadratic,ws,299.9196,16.5426704065879,UNKNOWN_STATUS_LOCALLY_SOLVED,,,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,45793,gurobi_ReLUBigM,nows,4.6145,5.53267963596745,OPTIMAL,0,5.53267963596745,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,45793,gurobi_ReLUBigM,ws,5.7129,5.53267963596746,OPTIMAL,0,5.53267963596746,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,45793,gurobi_ReLUQuadratic,nows,5.0597,5.53267963596746,OPTIMAL,0,5.53267963596746,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,45793,gurobi_ReLUQuadratic,ws,4.6545,5.53267963596745,OPTIMAL,0,5.53267963596745,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,45793,gurobi_ReLUSOS1,nows,5.9864,5.53267963596746,OPTIMAL,0,5.53267963596746,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,45793,gurobi_ReLUSOS1,ws,5.3827,5.53267963596745,OPTIMAL,0,5.53267963596745,TRUE
mnist_2layer_20hidden_acc95.4_delta_5,45793,ipopt_ReLUQuadratic,nows,299.371,9.80308951152886,UNKNOWN_STATUS_LOCALLY_SOLVED,,,TRUE
