slurm-14630687_100.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking/BCPIns_10_7_6.txt_trad.txt_K8.aux,PADM,adapt,2,1,0.073054,Feasible,Proved,5,2,5
slurm-14630687_102.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking/BCPIns_10_7_7.txt_trad.txt_K8.aux,PADM,adapt,2,1,0.050806,Feasible,Proved,5,2,5
slurm-14630687_104.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking/BCPIns_10_7_8.txt_trad.txt_K8.aux,PADM,adapt,2,1,0.036079,Feasible,Proved,5,2,5
slurm-14630687_106.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking/BCPIns_10_7_9.txt_trad.txt_K8.aux,PADM,adapt,2,1,0.048472,Feasible,Proved,5,2,5
slurm-14630687_108.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking/BCPIns_10_9_10.txt_trad.txt_K10.aux,PADM,adapt,2,1,0.038676,Feasible,Proved,6,2,5
slurm-14630687_10.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking/2AP05-15.aux,PADM,adapt,2,1,0.092662,Feasible,Proved,-34,2,5
slurm-14630687_110.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking/BCPIns_10_9_1.txt_trad.txt_K10.aux,PADM,adapt,2,1,0.039281,Feasible,Proved,7,2,5
slurm-14630687_112.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking/BCPIns_10_9_2.txt_trad.txt_K10.aux,PADM,adapt,2,1,0.051638,Feasible,Proved,8,2,5
slurm-14630687_114.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking/BCPIns_10_9_3.txt_trad.txt_K10.aux,PADM,adapt,2,1,0.111631,Feasible,Proved,7,2,5
slurm-14630687_116.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking/BCPIns_10_9_4.txt_trad.txt_K10.aux,PADM,adapt,2,1,0.10602,Feasible,Proved,6,2,5
slurm-14630687_118.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking/BCPIns_10_9_5.txt_trad.txt_K10.aux,PADM,adapt,2,1,0.089389,Feasible,Proved,6,2,5
slurm-14630687_120.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking/BCPIns_10_9_6.txt_trad.txt_K10.aux,PADM,adapt,2,1,0.077277,Feasible,Proved,7,2,5
