"","x","1","2"
"1",1e-04,0.0716417910447761,0.0327868852459016
"2",0.000146486759224597,0.073134328358209,
"3",0.000213020466350959,0.0746268656716418,
"4",0.000762892889838255,0.0761194029850746,
"5",0.000895484201100155,0.0776119402985075,
"6",0.000966528485506164,0.0805970149253731,
"7",0.00156069652313627,0.082089552238806,
"8",0.0039999999999984,0.0835820895522388,
"9",0.00458295142071452,0.0850746268656716,
"10",0.00499168053244589,0.0865671641791045,
"11",0.0052356020942381,0.0880597014925373,
"12",0.00578034682080591,0.091044776119403,
"13",0.00956937799042604,0.0925373134328358,
"14",0.00961743962385104,0.0940298507462687,
"15",0.0100719424460417,0.0955223880597015,
"16",0.0124954613638281,0.0970149253731343,
"17",0.0147058823529195,0.0985074626865672,
"18",0.0185185185184842,0.1,
"19",0.0223713646532388,0.101492537313433,0.0348360655737705
"20",0.0289017341040295,0.102985074626866,
"21",0.030048465266558,0.104477611940299,
"22",0.0330935251798514,0.105970149253731,
"23",0.0382165605095298,0.107462686567164,
"24",0.047304730473047,0.108955223880597,
"25",0.0503597122301796,0.11044776119403,
"26",0.0552147239263465,0.111940298507463,
"27",0.0588235294114187,,0.0368852459016393
"28",0.0624999999996094,,0.0389344262295082
"29",0.0634920634920299,0.113432835820896,
"30",0.0740740740739369,0.114925373134328,
"31",0.0799999999999467,0.116417910447761,
"32",0.090322580645103,0.117910447761194,
"33",0.0917782026768467,,0.040983606557377
"34",0.0974358974358475,0.119402985074627,
"35",0.10256410256384,,0.0430327868852459
"36",0.103250478011453,0.12089552238806,
"37",0.103626943005128,0.122388059701493,
"38",0.105263157894183,,0.0450819672131148
"39",0.111111111109877,,0.0491803278688525
"40",0.117647058822837,,0.0512295081967213
"41",0.11827956989241,0.123880597014925,
"42",0.119496855345837,0.125373134328358,
"43",0.121212121212029,0.126865671641791,
"44",0.124999999998437,,0.0532786885245902
"45",0.125581395348779,0.128358208955224,
"46",0.127817285622907,0.129850746268657,
"47",0.131979695431405,0.13134328358209,
"48",0.135135135134953,,0.055327868852459
"49",0.135646687697139,,0.0573770491803279
"50",0.137931034482521,,0.0594262295081967
"51",0.141732283464455,0.132835820895522,
"52",0.142857142855102,,0.0614754098360656
"53",0.142857142856916,,0.0635245901639344
"54",0.15384615384497,,0.0676229508196721
"55",0.157142857142843,0.134328358208955,
"56",0.157894736841898,0.135820895522388,0.069672131147541
"57",0.158974358974277,0.137313432835821,
"58",0.166666666663889,,0.0737704918032787
"59",0.166666666665741,,0.0778688524590164
"60",0.166666666666204,,0.0799180327868853
"61",0.16666666666658,0.138805970149254,
"62",0.16811955168119,,0.0819672131147541
"63",0.170588235294017,0.140298507462687,
"64",0.184210526315305,,0.0840163934426229
"65",0.184873949579677,0.141791044776119,
"66",0.187499999998828,,0.0881147540983607
"67",0.189781021897672,0.143283582089552,
"68",0.19337016574575,0.144776119402985,
"69",0.194594594594489,0.146268656716418,
"70",0.195945945945814,0.147761194029851,
"71",0.199999999998667,,0.0901639344262295
"72",0.199999999999333,,0.0922131147540984
"73",0.19999999999984,0.149253731343284,
"74",0.205882352940571,,0.0942622950819672
"75",0.208333333332899,,0.0963114754098361
"76",0.210526315788366,0.150746268656716,
"77",0.214285714284949,,0.0983606557377049
"78",0.214953271027836,0.152238805970149,
"79",0.218749999999316,,0.100409836065574
"80",0.222222222219753,,0.102459016393443
"81",0.222222222221728,,0.104508196721311
"82",0.228571428570776,,0.10655737704918
"83",0.229166666666189,,0.108606557377049
"84",0.229508196720935,,0.110655737704918
"85",0.230153846153832,,0.112704918032787
"86",0.235294117645675,,0.118852459016393
"87",0.23809523809486,0.153731343283582,
"88",0.240740740740295,,0.120901639344262
"89",0.24210164835164,,0.122950819672131
"90",0.243902439023795,,0.125
"91",0.24999999999375,,0.127049180327869
"92",0.249999999999219,0.155223880597015,
"93",0.249999999999306,0.156716417910448,
"94",0.25480769230757,0.158208955223881,
"95",0.266666666664889,,0.129098360655738
"96",0.268733850129185,,0.131147540983607
"97",0.269230769229734,,0.133196721311475
"98",0.272727272724793,,0.135245901639344
"99",0.277777777776235,0.161194029850746,
"100",0.277777777777006,0.162686567164179,
"101",0.278688524589707,0.164179104477612,
"102",0.282051282050559,0.165671641791045,
"103",0.285714285713265,,0.137295081967213
"104",0.285714285713775,,0.139344262295082
"105",0.291666666666059,0.167164179104478,0.141393442622951
"106",0.292296616270677,,0.14344262295082
"107",0.294117647057093,0.16865671641791,
"108",0.296296296295199,0.170149253731343,
"109",0.2999999999994,,0.145491803278689
"110",0.303571428570886,,0.147540983606557
"111",0.304347826086295,,0.149590163934426
"112",0.309090909090347,,0.151639344262295
"113",0.319148936169534,,0.153688524590164
"114",0.32352941176423,0.171641791044776,0.155737704918033
"115",0.326530612244232,,0.157786885245902
"116",0.327586206895987,0.173134328358209,
"117",0.329767537543709,,0.159836065573771
"118",0.333333333322222,0.17910447761194,0.17827868852459
"119",0.33333333333254,,0.180327868852459
"120",0.333333333332749,,0.182377049180328
"121",0.341463414633313,0.180597014925373,
"122",0.342857142856163,0.182089552238806,
"123",0.352941176468512,0.186567164179104,
"124",0.354838709676275,,0.184426229508197
"125",0.35559461042763,,0.186475409836066
"126",0.357142857142219,,0.188524590163934
"127",0.35999999999856,,0.190573770491803
"128",0.366666666665444,,0.192622950819672
"129",0.368421052630933,0.188059701492537,
"130",0.374999999997656,0.191044776119403,
"131",0.37499999999933,0.194029850746269,
"132",0.377777777776938,,0.194672131147541
"133",0.386435331230223,0.195522388059701,
"134",0.392857142856441,0.197014925373134,
"135",0.399999999997333,,0.19672131147541
"136",0.3999999999984,0.198507462686567,
"137",0.3999999999992,0.2,
"138",0.399999999999273,0.201492537313433,
"139",0.407534246575273,,0.198770491803279
"140",0.411764705879931,0.202985074626866,
"141",0.414974619289287,,0.200819672131148
"142",0.421647819062937,,0.202868852459016
"143",0.423807080554109,,0.204918032786885
"144",0.428571428565306,,0.206967213114754
"145",0.428571428570408,0.204477611940299,
