result,OR10x250-0.75_1.dat-50.aux,KO,not bilevel feasible
result,OR10x250-0.75_2.dat-0.aux,KO,not bilevel feasible
result,OR10x250-0.75_3.dat-0.aux,KO,not bilevel feasible
result,OR10x250-0.75_4.dat-0.aux,KO,not bilevel feasible
result,OR10x250-0.75_4.dat-50.aux,KO,not bilevel feasible
result,OR10x250-0.75_5.dat-0.aux,KO,not bilevel feasible
result,OR10x250-0.75_6.dat-0.aux,KO,not bilevel feasible
result,OR10x250-0.75_7.dat-0.aux,KO,not bilevel feasible
result,OR10x250-0.75_8.dat-0.aux,KO,not bilevel feasible
result,OR10x250-0.75_9.dat-0.aux,KO,not bilevel feasible
result,OR10x500-0.25_10.dat-0.aux,KO,not bilevel feasible
