slurm-14630687_561.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking/interdiction35-10.aux,PADM-interdiction,adapt,2,1,0.398321,Feasible,Proved,282,2,33
slurm-14630687_564.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking/interdiction35-1.aux,PADM-interdiction,adapt,2,1,0.091565,Feasible,Proved,540,2,7
slurm-14630687_567.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking/interdiction35-2.aux,PADM-interdiction,adapt,2,1,0.130723,Feasible,Proved,731,2,9
slurm-14630687_570.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking/interdiction35-3.aux,PADM-interdiction,adapt,2,1,0.127276,Feasible,Proved,886,2,10
slurm-14630687_573.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking/interdiction35-4.aux,PADM-interdiction,adapt,2,1,0.094757,Feasible,Proved,1065,2,8
slurm-14630687_576.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking/interdiction35-5.aux,PADM-interdiction,adapt,2,1,0.305126,Feasible,Proved,754,2,18
slurm-14630687_579.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking/interdiction35-6.aux,PADM-interdiction,adapt,2,1,0.154506,Feasible,Proved,1226,2,9
slurm-14630687_582.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking/interdiction35-7.aux,PADM-interdiction,adapt,2,1,0.087008,Feasible,Proved,1419,2,6
slurm-14630687_585.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking/interdiction35-8.aux,PADM-interdiction,adapt,2,1,0.2734,Feasible,Proved,625,2,18
slurm-14630687_588.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking/interdiction35-9.aux,PADM-interdiction,adapt,2,1,0.353735,Feasible,Proved,414,2,29
slurm-14630687_591.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking/interdiction40-10.aux,PADM-interdiction,adapt,2,1,0.501809,Feasible,Proved,236,2,39
slurm-14630687_594.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking/interdiction40-1.aux,PADM-interdiction,adapt,2,1,0.117187,Feasible,Proved,638,2,9
