mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/general20-20-10-20-20-4.aux,0,Feasible,Proved,-159,-459
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/tree-80_2-2-2_012.aux,0,Feasible,Proved,75,0
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/xuLarge1000-3.aux,8,Feasible,Proved,3.56373,-137.057
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/bmilplib_460_10.aux,1,Feasible,Proved,-45.0805,-142.799
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/general30-20-20-20-20-6.aux,8,Feasible,Proved,200061,99698.1
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/general30-20-10-20-20-10.aux,2,Feasible,Proved,399708,99658.3
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/tree-50_1-3-3_007.aux,0,Feasible,Proved,48,0
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/bmilplib_460_4.aux,1,Feasible,Proved,-41.2023,-145.316
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/bmilplib_310_7.aux,0,Feasible,Proved,-142,-181.29
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/general20-20-20-20-20-5.aux,0,Feasible,Proved,99979,99600
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/xuLarge700-3.aux,6,Feasible,Proved,-37.685,-134.444
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/xuLarge600-5.aux,1,Feasible,Proved,-95.7778,-120.369
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/interKP-300-100-2-10.aux,180,Infeasible,TimeLimit,1e15,-1e15
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/interdiction40-9.aux,0,Feasible,Proved,508,19
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/tree-50_1-3-3_014.aux,0,Feasible,Proved,42,0
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/xuLarge500-7.aux,0,Feasible,Proved,-101.6,-154.717
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/tree-50_3-3-1_008.aux,0,Feasible,Proved,41,0
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/miblp_20_20_50_0110_15_6.aux,0,Feasible,Proved,-553,-848.539
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/xuLarge700-9.aux,1,Feasible,Proved,-56,-141.162
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/xuLarge600-8.aux,3,Feasible,Proved,-21.746,-126.57
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/interKP-100-100-1-9.aux,31,Feasible,Proved,733,32.0718
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/general30-20-20-20-20-3.aux,5,Feasible,Proved,100010,99755.3
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/qap10_0_100.aux,42,Feasible,Proved,340,337.82
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/T1-9-2.aux,28,Feasible,Proved,-193,-209.321
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/bmilplib_310_6.aux,0,Feasible,Proved,10.3481,-183.159
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/general20-30-10-20-20-8.aux,1,Feasible,Proved,199956,99745.4
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/xuLarge700-2.aux,3,Feasible,Proved,-94,-131.593
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/tree-80_3-3-3_009.aux,0,Feasible,Proved,75,0
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/general20-30-10-20-20-7.aux,46,Feasible,Proved,299959,99642.1
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/xuLarge900-9.aux,16,Feasible,Proved,13.4416,-122.256
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/interdiction45-8.aux,2,Feasible,Proved,760,56.2355
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/xuLarge700-10.aux,4,Feasible,Proved,29.5911,-136.784
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/interdiction55-10.aux,0,Feasible,Proved,794,18.2009
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/tree-80_3-3-3_010.aux,0,Feasible,Proved,76,0
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/tree-50_1-3-3_012.aux,0,Feasible,Proved,48,0
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/bmilplib_460_1.aux,0,Feasible,Proved,-36.3178,-164.569
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/xuLarge600-10.aux,1,Feasible,Proved,-96,-146.278
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/xuLarge1000-8.aux,12,Feasible,Proved,-21.6745,-122.036
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/xuLarge500-4.aux,3,Feasible,Proved,-35.5733,-105.166
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/eil33-2_0_100.aux,0,Feasible,Proved,1032.03,817.253
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/xuLarge500-10.aux,2,Feasible,Proved,-115.811,-166.263
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/bmilplib_410_8.aux,0,Feasible,Proved,-75.1328,-165.025
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/general30-20-10-20-20-4.aux,42,Feasible,Proved,99865,99608.6
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/general30-30-10-20-20-5.aux,18,Feasible,Proved,99956,99395.6
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/xuLarge1000-1.aux,14,Feasible,Proved,27.2164,-116.271
