"total_time","ecdf_value","log_total_time"
3.14269,0.00833333333333333,0.497301543623595
13.6963,0.0166666666666667,1.13660326010452
14.7654,0.025,1.16924521665428
15.5855,0.0333333333333333,1.1927207394815
21.2096,0.0416666666666667,1.3265324780672
24.0109,0.05,1.38040843901197
27.2774,0.0583333333333333,1.43580297230902
36.6766,0.0666666666666667,1.56438906882791
39.9324,0.075,1.60132541275967
40.0279,0.0833333333333333,1.6023628061347
43.6899,0.0916666666666667,1.64038105067208
59.6908,0.1,1.7759073995192
65.2228,0.108333333333333,1.81439943903368
65.689,0.116666666666667,1.81749265054507
70.0072,0.125,1.84514270800665
74.9935,0.133333333333333,1.87502362290549
83.1754,0.141666666666667,1.91999489811766
83.2818,0.15,1.92055010316938
87.7086,0.158333333333333,1.94304217887835
88.9992,0.166666666666667,1.94938610285674
89.911,0.175,1.95381282796301
93.335,0.183333333333333,1.97004453181192
112.889,0.191666666666667,2.05265162596356
120.084,0.2,2.07948514583244
126.171,0.208333333333333,2.1009595451833
129.892,0.216666666666667,2.11358240386098
141.688,0.225,2.15133307004656
154.943,0.233333333333333,2.19017196050403
157.649,0.241666666666667,2.19769122027353
160.206,0.25,2.20467877715456
166.976,0.258333333333333,2.22265405308411
172.37,0.266666666666667,2.23646168162682
174.155,0.275,2.24093594759263
183.678,0.283333333333333,2.26405714187591
185.267,0.291666666666667,2.26779806910725
196.798,0.3,2.29402068051109
197.607,0.308333333333333,2.29580232490509
198.279,0.316666666666667,2.29727671991852
210.382,0.325,2.32300857942142
213.123,0.333333333333333,2.32863032082671
213.587,0.341666666666667,2.32957481577188
233.44,0.35,2.36817527454938
239.853,0.358333333333333,2.37994515484402
252.3,0.366666666666667,2.40191725051757
273.136,0.375,2.43637894499863
288.435,0.383333333333333,2.4600479584905
335.991,0.391666666666667,2.52632764434614
425.244,0.4,2.62863819462964
448.585,0.408333333333333,2.65184474734293
469.693,0.416666666666667,2.67181408778805
483.926,0.425,2.68477895617184
505.253,0.433333333333333,2.70350890087033
552.329,0.441666666666667,2.74219784642725
578.595,0.45,2.76237467631889
586.52,0.458333333333333,2.76828282590005
622.408,0.466666666666667,2.79407516613704
645.378,0.475,2.8098141568512
664.006,0.483333333333333,2.82217200369802
763.982,0.491666666666667,2.88308312638621
801.428,0.5,2.90386451158441
972.321,0.508333333333333,2.98780966566099
999.79,0.516666666666667,2.99990878858127
1003.87,0.525,3.00167747581883
1006.69,0.533333333333333,3.00289575454921
1121.91,0.541666666666667,3.04995801906712
1162.57,0.55,3.06541911184026
1183.4,0.558333333333333,3.07313156494099
1198.13,0.566666666666667,3.07850394261056
1258.54,0.575,3.09986702322424
1306.8,0.583333333333333,3.1162091258034
1315.15,0.591666666666667,3.11897528929507
1432.16,0.6,3.15599153978429
1444.02,0.608333333333333,3.15957320835099
1559.81,0.616666666666667,3.1930717002923
1686.73,0.625,3.22704556931428
1842.52,0.633333333333333,3.26541221069255
1964.05,0.641666666666667,3.29315253968703
1983.69,0.65,3.29747380400336
2053.1,0.658333333333333,3.31241010299481
2158.75,0.666666666666667,3.33420235057552
2290.74,0.675,3.35997579937137
2302.46,0.683333333333333,3.36219209405665
2321.86,0.691666666666667,3.36583602976066
2410.07,0.7,3.38202965675422
2550.34,0.708333333333333,3.40659808250482
2645.98,0.716666666666667,3.42258655718993
2839.15,0.725,3.45318833808816
2938.97,0.733333333333333,3.46819515296579
3119.36,0.741666666666667,3.49406549883259
3133.78,0.75,3.49606850453216
3730.43,0.758333333333333,3.57175889504296
3883.18,0.766666666666667,3.58918752219552
3924.4,0.775,3.59377326704105
4030.12,0.783333333333333,3.60531797779419
4080.91,0.791666666666667,3.61075701698979
4546.74,0.8,3.65770012029402
4957.4,0.808333333333333,3.69525396243635
5985.93,0.816666666666667,3.77713163385541
6359.49,0.825,3.80342228875113
8566.94,0.833333333333333,3.93282572525731
