"total_time","ecdf_value"
1,0.833333333333333
11.8098098098098,20
22.6196196196196,33.3333333333333
33.4294294294294,40.8333333333333
44.2392392392392,45
55.049049049049,47.5
65.8588588588589,50
76.6686686686687,51.6666666666667
87.4784784784785,53.3333333333333
98.2882882882883,55.8333333333333
109.098098098098,57.5
119.907907907908,60
130.717717717718,60.8333333333333
141.527527527528,60.8333333333333
152.337337337337,62.5
163.147147147147,62.5
173.956956956957,63.3333333333333
184.766766766767,63.3333333333333
195.576576576577,64.1666666666667
206.386386386386,64.1666666666667
217.196196196196,65
228.006006006006,65.8333333333333
238.815815815816,67.5
249.625625625626,67.5
260.435435435435,67.5
271.245245245245,67.5
282.055055055055,67.5
292.864864864865,67.5
303.674674674675,67.5
314.484484484484,67.5
325.294294294294,67.5
336.104104104104,67.5
346.913913913914,68.3333333333333
357.723723723724,68.3333333333333
368.533533533534,69.1666666666667
379.343343343343,69.1666666666667
390.153153153153,69.1666666666667
400.962962962963,69.1666666666667
411.772772772773,69.1666666666667
422.582582582583,69.1666666666667
433.392392392392,69.1666666666667
444.202202202202,69.1666666666667
455.012012012012,69.1666666666667
465.821821821822,70
476.631631631632,70.8333333333333
487.441441441441,70.8333333333333
498.251251251251,70.8333333333333
509.061061061061,70.8333333333333
519.870870870871,70.8333333333333
530.680680680681,70.8333333333333
541.49049049049,70.8333333333333
552.3003003003,70.8333333333333
563.11011011011,70.8333333333333
573.91991991992,70.8333333333333
584.72972972973,70.8333333333333
595.53953953954,70.8333333333333
606.349349349349,70.8333333333333
617.159159159159,71.6666666666667
627.968968968969,71.6666666666667
638.778778778779,71.6666666666667
649.588588588589,71.6666666666667
660.398398398398,71.6666666666667
671.208208208208,71.6666666666667
682.018018018018,71.6666666666667
692.827827827828,71.6666666666667
703.637637637638,71.6666666666667
714.447447447447,71.6666666666667
725.257257257257,71.6666666666667
736.067067067067,71.6666666666667
746.876876876877,71.6666666666667
757.686686686687,71.6666666666667
768.496496496497,71.6666666666667
779.306306306306,71.6666666666667
790.116116116116,71.6666666666667
800.925925925926,71.6666666666667
811.735735735736,71.6666666666667
822.545545545546,71.6666666666667
833.355355355355,71.6666666666667
844.165165165165,71.6666666666667
854.974974974975,71.6666666666667
865.784784784785,71.6666666666667
876.594594594595,71.6666666666667
887.404404404404,71.6666666666667
898.214214214214,71.6666666666667
909.024024024024,72.5
919.833833833834,72.5
930.643643643644,72.5
941.453453453453,72.5
952.263263263263,72.5
963.073073073073,72.5
973.882882882883,72.5
984.692692692693,72.5
995.502502502502,72.5
1006.31231231231,72.5
1017.12212212212,72.5
1027.93193193193,72.5
1038.74174174174,72.5
1049.55155155155,72.5
1060.36136136136,72.5
1071.17117117117,72.5
1081.98098098098,72.5
1092.79079079079,72.5
1103.6006006006,72.5
1114.41041041041,72.5
1125.22022022022,72.5
1136.03003003003,72.5
1146.83983983984,72.5
1157.64964964965,72.5
1168.45945945946,72.5
1179.26926926927,73.3333333333333
1190.07907907908,73.3333333333333
1200.88888888889,73.3333333333333
1211.6986986987,73.3333333333333
1222.50850850851,73.3333333333333
1233.31831831832,73.3333333333333
1244.12812812813,73.3333333333333
1254.93793793794,73.3333333333333
1265.74774774775,73.3333333333333
1276.55755755756,73.3333333333333
1287.36736736737,73.3333333333333
1298.17717717718,73.3333333333333
1308.98698698699,73.3333333333333
1319.7967967968,73.3333333333333
1330.60660660661,73.3333333333333
1341.41641641642,73.3333333333333
1352.22622622623,73.3333333333333
1363.03603603604,73.3333333333333
1373.84584584585,73.3333333333333
1384.65565565566,73.3333333333333
1395.46546546547,73.3333333333333
1406.27527527528,73.3333333333333
1417.08508508508,73.3333333333333
1427.89489489489,73.3333333333333
1438.7047047047,73.3333333333333
1449.51451451451,73.3333333333333
1460.32432432432,73.3333333333333
1471.13413413413,73.3333333333333
1481.94394394394,73.3333333333333
1492.75375375375,73.3333333333333
1503.56356356356,73.3333333333333
1514.37337337337,73.3333333333333
1525.18318318318,73.3333333333333
1535.99299299299,73.3333333333333
1546.8028028028,73.3333333333333
1557.61261261261,73.3333333333333
1568.42242242242,73.3333333333333
1579.23223223223,73.3333333333333
1590.04204204204,73.3333333333333
1600.85185185185,73.3333333333333
1611.66166166166,73.3333333333333
1622.47147147147,73.3333333333333
1633.28128128128,73.3333333333333
1644.09109109109,73.3333333333333
1654.9009009009,73.3333333333333
1665.71071071071,73.3333333333333
1676.52052052052,73.3333333333333
1687.33033033033,73.3333333333333
1698.14014014014,73.3333333333333
1708.94994994995,73.3333333333333
1719.75975975976,73.3333333333333
1730.56956956957,73.3333333333333
1741.37937937938,73.3333333333333
1752.18918918919,73.3333333333333
1762.998998999,73.3333333333333
1773.80880880881,73.3333333333333
1784.61861861862,74.1666666666667
1795.42842842843,74.1666666666667
1806.23823823824,74.1666666666667
1817.04804804805,74.1666666666667
1827.85785785786,74.1666666666667
1838.66766766767,74.1666666666667
1849.47747747748,74.1666666666667
