instance_F10_C20__R150__7.txt,2,8,-370.9913943731,-370.9913943730993,6.269013166427612,2,17,17,17
instance_F10_C20__R150__7.txt,3,11,-129.1928093936799,-129.19280939367587,12.147631883621216,2,22,22,22
instance_F10_C20__R150__7.txt,4,11,0.0,-0.0,2.8106191158294678,2,17,7,7
instance_F10_C20__R150__8.txt,2,9,-7.573439843770018,-7.573439842908556,4.235521078109741,2,8,8,8
instance_F10_C20__R150__8.txt,3,6,-1.315059172668498e-13,-0.0,0.8367319107055664,2,6,3,3
instance_F10_C20__R150__8.txt,4,5,0.0,-0.0,0.4980661869049072,2,3,3,3
instance_F10_C20__R150__9.txt,2,7,-216.8317857361402,-216.8317857143447,5.888689994812012,2,12,17,17
instance_F10_C20__R150__9.txt,3,10,-41.949478938120954,-41.94947893382414,11.827764987945557,2,12,12,12
instance_F10_C20__R150__9.txt,4,11,0.0,-0.0,2.0270040035247803,2,7,3,3
instance_F10_C20__R200__0.txt,2,6,-178.53955127236006,-178.53955127235906,5.127139091491699,2,5,5,5
instance_F10_C20__R200__0.txt,3,11,-1.687538997430238e-14,-0.0,2.5671470165252686,2,3,3,3
instance_F10_C20__R200__0.txt,4,8,-1.000444171950221e-10,-0.0,1.2365648746490479,2,3,3,3
instance_F10_C20__R200__1.txt,2,6,-155.91372969296268,-155.9137296929578,1.0569210052490234,2,8,5,5
instance_F10_C20__R200__1.txt,3,10,-1.6432721849923837e-10,-0.0,1.4821410179138184,2,6,3,3
instance_F10_C20__R200__1.txt,4,8,-1.000444171950221e-10,-0.0,0.8780591487884521,2,3,3,3
instance_F10_C20__R200__2.txt,2,5,-503.78107925850054,-503.7810792584994,1.0676138401031494,2,8,8,17
instance_F10_C20__R200__2.txt,3,7,-258.86386310393004,-258.86386310392476,1.3733041286468506,2,6,3,12
instance_F10_C20__R200__2.txt,4,14,-2.7712456964702916,-2.771245696458095,6.254747152328491,2,3,3,3
instance_F10_C20__R200__3.txt,2,7,-270.8602011749499,-270.86020117493445,30.340791940689087,2,8,8,12
instance_F10_C20__R200__3.txt,3,10,-128.8772011749499,-128.87720116194396,62.10143494606018,2,6,6,6
instance_F10_C20__R200__3.txt,4,15,0.0,-0.0,6.70088005065918,2,3,3,7
instance_F10_C20__R200__4.txt,2,10,-21.695348285649857,-21.69534828337963,2.633253812789917,2,3,3,5
instance_F10_C20__R200__4.txt,3,10,-1.0274447959091049e-10,-0.0,1.8944978713989258,2,3,3,3
instance_F10_C20__R200__4.txt,4,10,0.0,-0.0,1.4706881046295166,2,3,3,3
instance_F10_C20__R200__5.txt,2,6,-233.73639677447002,-233.7363967509914,3.1020169258117676,2,8,8,17
instance_F10_C20__R200__5.txt,3,9,-99.89208648012006,-99.89208646997642,7.079081058502197,2,6,3,22
instance_F10_C20__R200__5.txt,4,15,-1.000017846308765e-10,-0.0,6.702148914337158,2,3,3,7
instance_F10_C20__R200__6.txt,2,5,-146.47591384657005,-146.47591384657002,0.7404282093048096,2,5,3,8
instance_F10_C20__R200__6.txt,3,9,-4.197531211502792e-11,-0.0,1.3363659381866455,2,3,3,3
instance_F10_C20__R200__6.txt,4,9,0.0,-0.0,0.6910619735717773,2,3,3,3
instance_F10_C20__R200__7.txt,2,7,-425.4353506539041,-425.43535065390404,3.6167049407958984,2,8,12,12
instance_F10_C20__R200__7.txt,3,5,-296.06838259440366,-296.06838256448964,3.882430076599121,2,6,6,37
instance_F10_C20__R200__7.txt,4,9,-121.09314182117501,-121.09314180896399,5.937420845031738,2,3,3,17
instance_F10_C20__R200__8.txt,2,6,-474.48139082668007,-474.48139082668,1.6667289733886719,2,8,8,17
instance_F10_C20__R200__8.txt,3,5,-389.94400155206995,-389.9440015520495,2.5723979473114014,2,6,6,22
instance_F10_C20__R200__8.txt,4,7,-254.07981609433998,-254.07981609433133,3.6552748680114746,2,3,3,17
instance_F10_C20__R200__9.txt,2,6,-135.60404758897536,-135.60404758895945,0.49138617515563965,2,5,3,5
instance_F10_C20__R200__9.txt,3,9,0.0,-0.0,0.26127099990844727,2,3,3,3
instance_F10_C20__R200__9.txt,4,9,0.0,-0.0,0.32061004638671875,2,3,3,3
instance_F10_C20__R300__0.txt,2,15,-50.576367572300086,-50.576367572300114,23.38831090927124,2,5,5,5
instance_F10_C20__R300__0.txt,3,12,2.7755575615628914e-15,-0.0,4.36037802696228,2,3,3,3
instance_F10_C20__R300__0.txt,4,10,0.0,-0.0,2.266517162322998,2,3,3,3
instance_F10_C20__R300__1.txt,2,9,-115.08551813641806,-115.08551813641668,3.3282039165496826,2,5,5,8
instance_F10_C20__R300__1.txt,3,17,-1.3109142401999938,-1.3109142402000282,8.262250185012817,2,3,3,3
instance_F10_C20__R300__1.txt,4,14,0.0,-0.0,5.595496892929077,2,3,3,3
instance_F10_C20__R300__2.txt,2,9,-357.84138612950005,-357.8413861294999,4.2832841873168945,2,5,5,5
instance_F10_C20__R300__2.txt,3,9,-283.76610959131006,-283.76610959130824,3.609503984451294,2,3,3,12
instance_F10_C20__R300__2.txt,4,9,-193.9656095913243,-193.96560959129783,3.1620960235595703,2,3,3,7
instance_F10_C20__R300__3.txt,2,11,-168.38753220682614,-168.38753220682509,5.901828050613403,2,5,5,8
instance_F10_C20__R300__3.txt,3,18,-34.5465322068261,-34.546532203270544,25.95717692375183,2,3,3,6
instance_F10_C20__R300__3.txt,4,12,0.0,-0.0,3.818753957748413,2,3,3,3
instance_F10_C20__R300__4.txt,2,5,-63.19679964489009,-63.19679963846987,0.42111802101135254,2,3,3,5
instance_F10_C20__R300__4.txt,3,7,0.0,-0.0,0.4605410099029541,2,3,3,3
instance_F10_C20__R300__4.txt,4,7,0.0,-0.0,0.30901098251342773,2,3,3,3
instance_F10_C20__R300__5.txt,2,6,-269.87157302135,-269.87157302134983,2.213740110397339,2,5,5,8
instance_F10_C20__R300__5.txt,3,10,-151.76057646227008,-151.76057646226036,36.18389701843262,2,3,3,12
instance_F10_C20__R300__5.txt,4,19,-4.323576462802407,-4.323576462254991,31.5534188747406,2,3,3,7
instance_F10_C20__R300__6.txt,2,11,-208.7251360167365,-208.7251360167361,33.538182973861694,2,8,8,12
instance_F10_C20__R300__6.txt,3,18,-71.85332859180605,-71.85332858447549,249.37025713920593,2,6,3,12
instance_F10_C20__R300__6.txt,4,22,-7.099387744347041e-11,-0.0,20.03153705596924,2,3,3,3
instance_F10_C20__R300__7.txt,2,16,0.0,-0.0,11.998079061508179,2,5,3,3
instance_F10_C20__R300__7.txt,3,10,0.0,-0.0,2.7630348205566406,2,3,3,3
instance_F10_C20__R300__7.txt,4,10,0.0,-0.0,2.8678760528564453,2,3,3,3
instance_F10_C20__R300__8.txt,2,14,-86.56110015007636,-86.56110015007508,28.698909997940063,2,8,5,5
instance_F10_C20__R300__8.txt,3,16,-1.000017846308765e-10,-0.0,10.249961137771606,2,6,3,3
instance_F10_C20__R300__8.txt,4,11,0.0,-0.0,2.674222946166992,2,3,3,3
instance_F10_C20__R300__9.txt,2,12,-156.36095630264003,-156.36095630262662,14.5608549118042,2,5,5,12
instance_F10_C20__R300__9.txt,3,9,-142.95287681227,-0.0,3600.040172100067,2,3,3,6
instance_F10_C20__R300__9.txt,4,13,1.0234868508263162e-15,-0.0,4.0560829639434814,2,3,3,3
instance_F10_C30__R150__0.txt,2,5,-285.843560782545,-285.8435607825213,2.9136171340942383,2,8,8,8
instance_F10_C30__R150__0.txt,3,9,-122.54772112352506,-122.54772112352292,7.8463218212127686,2,6,6,12
instance_F10_C30__R150__0.txt,4,16,0.0,-0.0,10.210453033447266,2,3,3,3
instance_F10_C30__R150__1.txt,2,6,-84.74616884234804,-84.74616884234783,2.0904018878936768,2,8,5,5
instance_F10_C30__R150__1.txt,3,7,-1.000444171950221e-10,-0.0,1.661034107208252,2,6,3,3
instance_F10_C30__R150__1.txt,4,6,-1.000444171950221e-10,-0.0,0.8213059902191162,2,3,3,3
instance_F10_C30__R150__2.txt,2,5,-294.500481928071,-294.5004818984102,4.231927871704102,2,8,8,8
instance_F10_C30__R150__2.txt,3,11,-6.936265993044628,-6.936265993044543,7.264625072479248,2,6,3,3
instance_F10_C30__R150__2.txt,4,9,-1.000444171950221e-10,-0.0,2.1051409244537354,2,3,3,3
instance_F10_C30__R150__3.txt,3,12,-35.30964897895107,-35.30964897893863,86.98784184455872,2,12,6,6
instance_F10_C30__R150__3.txt,4,11,-6.217248937900877e-15,-0.0,5.347949981689453,2,7,3,3
instance_F10_C30__R150__4.txt,2,6,-103.78795951340038,-103.78795951339087,2.6198830604553223,2,5,5,5
instance_F10_C30__R150__4.txt,3,8,0.0,-0.0,1.6959829330444336,2,3,3,12
instance_F10_C30__R150__4.txt,4,6,-4.973799150320701e-14,-0.0,0.698328971862793,2,3,3,7
instance_F10_C30__R150__5.txt,2,5,-468.04256350253013,-468.04256350252035,57.756179094314575,2,12,8,17
instance_F10_C30__R150__5.txt,3,7,-299.4627783436002,-299.4627783435956,68.08549213409424,2,12,6,12
instance_F10_C30__R150__5.txt,4,9,-120.23850073204001,-120.23850073203172,12.816975116729736,2,7,3,7
instance_F10_C30__R150__6.txt,2,7,-462.80251048831104,-462.802510488229,40.64386796951294,2,12,17,23
instance_F10_C30__R150__6.txt,3,8,-272.045889069312,-272.04588906931195,66.28202509880066,2,12,22,37
instance_F10_C30__R150__6.txt,4,14,-74.41113703822704,-74.41113703822697,99.19579696655273,2,7,7,17
instance_F10_C30__R150__7.txt,2,6,-536.107430219362,-536.1074302192937,10.808852910995483,2,17,17,17
instance_F10_C30__R150__7.txt,3,8,-326.734297294572,-326.73429729455523,17.75338101387024,2,22,12,37
instance_F10_C30__R150__7.txt,4,11,-111.06078050747806,-111.0607804962721,20.870411157608032,2,17,3,7
instance_F10_C30__R150__8.txt,2,6,-157.30569056874924,-157.30569056874796,12.204109191894531,2,8,8,8
instance_F10_C30__R150__8.txt,3,9,0.0,-0.0,4.825430870056152,2,6,3,3
instance_F10_C30__R150__8.txt,4,7,-1.000444171950221e-10,-0.0,1.1393699645996094,2,3,3,3
instance_F10_C30__R150__9.txt,2,6,-878.7878753873305,-878.7878752993054,107.09681487083435,2,17,23,30
instance_F10_C30__R150__9.txt,3,6,-708.6369495299723,-460.9758334053403,3600.0040810108185,2,22,37,58
instance_F10_C30__R150__9.txt,4,10,-450.5666468079899,-450.5666467627844,1079.5957629680634,2,17,17,128
instance_F10_C30__R200__0.txt,2,8,-238.51516356570187,-238.51516356570096,13.892405033111572,2,8,8,12
instance_F10_C30__R200__0.txt,3,9,-110.03516356570103,-110.03516356565888,9.432528018951416,2,6,6,22
instance_F10_C30__R200__0.txt,4,11,-1.5937118291731167e-10,-0.0,6.295348882675171,2,3,3,3
instance_F10_C30__R200__1.txt,2,6,-242.28251488124397,-242.2825148812408,12.090360879898071,2,8,8,17
instance_F10_C30__R200__1.txt,3,11,-21.15937402163116,-21.15937402162575,7.010958909988403,2,6,3,12
instance_F10_C30__R200__1.txt,4,11,0.0,-0.0,4.774177074432373,2,3,3,3
instance_F10_C30__R200__2.txt,2,5,-1.000444171950221e-10,-0.0,0.5031290054321289,2,5,3,3
instance_F10_C30__R200__2.txt,3,5,0.0,-0.0,0.33802199363708496,2,3,3,3
instance_F10_C30__R200__2.txt,4,5,0.0,-0.0,0.4273250102996826,2,3,3,3
instance_F10_C30__R200__3.txt,2,8,-200.9295202099041,-200.929520209903,8.656145095825195,2,8,5,12
instance_F10_C30__R200__3.txt,3,16,-23.96741158052608,-23.967411580524367,18.403127193450928,2,6,3,6
instance_F10_C30__R200__3.txt,4,11,3.715589669033922e-15,-0.0,5.046462059020996,2,3,3,3
instance_F10_C30__R200__4.txt,2,6,-336.68925019651965,-336.6892497491117,15.963948011398315,2,8,8,12
instance_F10_C30__R200__4.txt,3,9,-138.6066481698901,-138.60664816988717,13.891844987869263,2,6,6,12
instance_F10_C30__R200__4.txt,4,10,-8.881784197001252e-16,-0.0,3.2773630619049072,2,3,3,3
instance_F10_C30__R200__5.txt,2,6,-515.1308323808645,-515.1308323808626,30.57690119743347,2,12,12,17
instance_F10_C30__R200__5.txt,3,8,-341.92022165443035,-341.920221654389,60.604450941085815,2,12,12,37
instance_F10_C30__R200__5.txt,4,13,-175.27312958242015,-175.27312958238326,281.3709909915924,2,7,7,37
instance_F10_C30__R200__6.txt,2,16,-6.853773725000092,-6.8537737250000035,339.82295513153076,2,8,12,5
instance_F10_C30__R200__6.txt,3,7,0.0,-0.0,5.611150026321411,2,6,6,3
instance_F10_C30__R200__6.txt,4,5,-1.000444171950221e-10,-0.0,2.8329169750213623,2,3,3,3
instance_F10_C30__R200__7.txt,2,9,-275.3046227116002,-275.3046227116,21.282487869262695,2,8,8,12
instance_F10_C30__R200__7.txt,3,13,-66.39158000329934,-66.39157999653068,182.73200821876526,2,6,6,22
instance_F10_C30__R200__7.txt,4,18,0.0,-0.0,16.189100980758667,2,3,3,17
instance_F10_C30__R200__8.txt,2,8,-482.85671192885513,-482.85671192884934,620.4232618808746,2,8,8,17
instance_F10_C30__R200__8.txt,3,7,-294.50358674775106,-294.5035867477236,53.03160095214844,2,6,6,22
instance_F10_C30__R200__8.txt,4,13,-107.785982041389,-107.78598203050933,42.808103799819946,2,3,3,17
instance_F10_C30__R200__9.txt,2,4,-310.1983182833332,-310.198318283331,4.8562140464782715,2,8,8,17
instance_F10_C30__R200__9.txt,3,9,-152.83109381242474,-152.83109381240592,20.68629288673401,2,6,6,12
instance_F10_C30__R200__9.txt,4,15,0.0,-0.0,15.73161792755127,2,3,3,7
instance_F10_C30__R300__0.txt,2,8,-214.19929215878497,-214.19929215878528,22.229691982269287,2,5,8,17
instance_F10_C30__R300__0.txt,3,15,-98.8227526559059,-98.82275265590577,231.32614588737488,2,3,6,12
instance_F10_C30__R300__0.txt,4,24,3.114238364605396e-17,-0.0,185.46102905273438,2,3,3,7
instance_F10_C30__R300__1.txt,2,10,-129.484753066371,-129.484753066371,17.061306953430176,2,5,5,8
instance_F10_C30__R300__1.txt,3,14,-16.33275306637102,-16.332753066368213,7.0673828125,2,3,3,6
instance_F10_C30__R300__1.txt,4,11,-1.0037126685347175e-10,-0.0,2.1509950160980225,2,3,3,3
instance_F10_C30__R300__2.txt,2,8,-526.0475376835916,-526.0475376835911,2.5732979774475098,2,5,5,8
instance_F10_C30__R300__2.txt,3,7,-439.83573768359156,-439.83573768358957,2.643548011779785,2,3,3,22
instance_F10_C30__R300__2.txt,4,8,-279.91931014334915,-279.91931014334926,3.7969751358032227,2,3,3,17
instance_F10_C30__R300__3.txt,2,8,-258.627368440284,-258.62736844028404,3.4221749305725098,2,5,3,5
instance_F10_C30__R300__3.txt,3,9,-79.657368440284,-79.65736844028105,4.412503957748413,2,3,3,6
instance_F10_C30__R300__3.txt,4,13,-1.000017846308765e-10,-0.0,4.844735145568848,2,3,3,3
instance_F10_C30__R300__4.txt,2,9,-82.93670872999598,-82.93670872999604,2124.2084460258484,2,5,5,8
instance_F10_C30__R300__4.txt,3,13,3.992713302617441e-15,-0.0,8.879075050354004,2,3,3,3
instance_F10_C30__R300__4.txt,4,10,0.0,-0.0,4.514840126037598,2,3,3,3
instance_F10_C30__R300__5.txt,2,5,-248.186559020517,-248.18655902051697,0.8616580963134766,2,5,5,12
instance_F10_C30__R300__5.txt,3,8,-119.13671090726407,-119.13671060607248,3.004251003265381,2,3,3,22
instance_F10_C30__R300__5.txt,4,18,-1.000017846308765e-10,-0.0,10.69035792350769,2,3,3,17
instance_F10_C30__R300__6.txt,2,4,-200.33572522747812,-200.3357252274736,1.3096539974212646,2,3,5,12
instance_F10_C30__R300__6.txt,3,18,-18.988916264400643,-18.988916262397424,52.69636917114258,2,3,3,12
instance_F10_C30__R300__6.txt,4,12,0.0,-0.0,12.917444944381714,2,3,3,7
instance_F10_C30__R300__7.txt,2,9,-109.54843196415263,-109.54843196415243,4.908763885498047,2,5,3,12
instance_F10_C30__R300__7.txt,3,21,-0.5774319641525985,-0.5774319641513976,21.8840548992157,2,3,3,3
instance_F10_C30__R300__7.txt,4,18,-1.000017846308765e-10,-0.0,14.584749937057495,2,3,3,3
instance_F10_C30__R300__8.txt,2,14,-160.40303470711802,-160.40303470711763,83.96314692497253,2,5,8,5
instance_F10_C30__R300__8.txt,3,24,-31.304218497502,-31.304218494267843,141.1407449245453,2,3,3,3
instance_F10_C30__R300__8.txt,4,16,0.0,-0.0,17.264319896697998,2,3,3,3
instance_F10_C30__R300__9.txt,2,7,-286.5212503650161,-239.25864987120985,3600.4008979797363,2,5,8,8
instance_F10_C30__R300__9.txt,3,12,-116.19155622659999,-116.19155621486789,23.958592176437378,2,3,6,6
instance_F10_C30__R300__9.txt,4,21,3.969764271537019e-13,-0.0,59.030006885528564,2,3,3,3
instance_F10_C40__R150__0.txt,2,8,-483.68687436167926,-483.68687390511946,666.4142022132874,2,17,17,17
instance_F10_C40__R150__0.txt,3,11,-325.9340758982212,-325.93407547148195,1569.3203551769257,2,22,12,12
instance_F10_C40__R150__0.txt,4,11,-159.2480343020101,-0.0,3600.0042781829834,2,17,3,17
instance_F10_C40__R150__1.txt,2,8,-504.51199920301576,-501.1511883667499,3600.004434108734,2,23,17,23
instance_F10_C40__R150__1.txt,3,10,-324.5585399525853,-324.5585399525849,617.0725438594818,2,37,22,37
instance_F10_C40__R150__1.txt,4,10,-115.63378877167617,-115.63378877166905,411.2439081668854,2,37,7,37
instance_F10_C40__R150__2.txt,2,8,-221.71857671074912,-221.71857671074582,484.574688911438,2,12,12,12
instance_F10_C40__R150__2.txt,3,11,-26.893309846542017,-26.8933098465186,60.60313582420349,2,12,6,22
instance_F10_C40__R150__2.txt,4,7,0.0,-0.0,16.47270703315735,2,7,3,3
instance_F10_C40__R150__3.txt,2,4,-835.9945783436858,-835.9945783436859,69.16340398788452,2,12,17,30
instance_F10_C40__R150__3.txt,3,7,-605.2208569378543,-605.2208569378454,59.0491361618042,2,12,12,37
instance_F10_C40__R150__3.txt,4,8,-350.81121031999004,-350.8112103199901,34.785691022872925,2,7,3,37
instance_F10_C40__R150__4.txt,2,8,-158.76694013292914,-158.76694013291848,175.0738868713379,2,12,12,17
instance_F10_C40__R150__4.txt,3,18,-1.000017846308765e-10,-0.0,160.91986107826233,2,12,12,12
instance_F10_C40__R150__4.txt,4,9,-1.000444171950221e-10,-0.0,19.044765949249268,2,7,3,17
instance_F10_C40__R150__5.txt,2,5,-518.00838184961,-518.0083818495896,156.32813096046448,2,12,12,23
instance_F10_C40__R150__5.txt,3,6,-346.14022557083047,-346.1402250952123,340.03397607803345,2,12,12,37
instance_F10_C40__R150__5.txt,4,8,-192.52297588639004,-192.5229758863788,194.77092218399048,2,7,3,37
instance_F10_C40__R150__6.txt,2,9,-188.36772516940113,-188.36772516939965,24.883460998535156,2,12,8,12
instance_F10_C40__R150__6.txt,3,16,-23.086748896412008,-23.08674889640981,45.50932312011719,2,12,6,3
instance_F10_C40__R150__6.txt,4,10,0.0,-0.0,7.2319419384002686,2,7,3,7
instance_F10_C40__R150__7.txt,2,4,-575.7209481245601,-575.7209481244936,51.476207971572876,2,12,12,23
instance_F10_C40__R150__7.txt,3,7,-296.3968237937719,-296.3968237937588,34.278478145599365,2,12,6,22
instance_F10_C40__R150__7.txt,4,10,-35.413882314536096,-35.413882314511255,30.169056177139282,2,7,3,7
instance_F10_C40__R150__8.txt,2,7,-127.51720539895973,-127.51720538610806,6.066367864608765,2,12,5,5
instance_F10_C40__R150__8.txt,3,10,0.0,-0.0,5.583926200866699,2,12,3,3
instance_F10_C40__R150__8.txt,4,9,-1.000444171950221e-10,-0.0,2.897810935974121,2,7,3,3
instance_F10_C40__R150__9.txt,2,6,-629.3582151680004,-629.3582151049628,154.89095997810364,2,12,23,23
instance_F10_C40__R150__9.txt,3,8,-450.94720510472644,-450.9471990315687,1671.171720981598,2,12,22,58
instance_F10_C40__R150__9.txt,4,12,-251.72948620779994,-251.7294862077997,1099.7764720916748,2,7,7,17
instance_F10_C40__R200__0.txt,2,7,-38.43182014667599,-38.43182014667581,2.990971088409424,2,5,3,5
instance_F10_C40__R200__0.txt,3,6,-1.000444171950221e-10,-0.0,1.0960969924926758,2,3,3,3
instance_F10_C40__R200__0.txt,4,6,-1.000444171950221e-10,-0.0,1.087332010269165,2,3,3,3
instance_F10_C40__R200__1.txt,2,5,-466.359096902819,-466.3590969027755,11.623244047164917,2,8,8,17
instance_F10_C40__R200__1.txt,3,7,-212.578553338458,-212.5785533384514,9.317008018493652,2,6,3,22
instance_F10_C40__R200__1.txt,4,11,-1.000017846308765e-10,-0.0,5.342130184173584,2,3,3,7
instance_F10_C40__R200__2.txt,2,4,-538.5665991490442,-538.5665982444134,8.191129922866821,2,8,8,17
instance_F10_C40__R200__2.txt,3,5,-341.6532549623778,-341.6532549623644,17.9773371219635,2,6,3,12
instance_F10_C40__R200__2.txt,4,7,-152.58051990980502,-152.58051990979766,22.277236223220825,2,3,3,7
instance_F10_C40__R200__3.txt,2,6,-473.3185110523806,-473.3185110523664,61.99995493888855,2,8,12,17
instance_F10_C40__R200__3.txt,3,11,-289.08243227518204,-289.0824322750959,117.84514498710632,2,6,12,12
instance_F10_C40__R200__3.txt,4,23,-93.50936897069958,-93.50936897069911,247.56555008888245,2,3,7,17
instance_F10_C40__R200__4.txt,2,6,-150.84905605471698,-150.84905605471704,2.391201972961426,2,5,5,5
instance_F10_C40__R200__4.txt,3,11,-1.000017846308765e-10,-0.0,3.4357190132141113,2,3,3,6
instance_F10_C40__R200__4.txt,4,8,-1.000444171950221e-10,-0.0,1.0722899436950684,2,3,3,3
instance_F10_C40__R200__5.txt,2,5,-495.54204240613706,-495.54204240611944,6.17151403427124,2,8,5,12
instance_F10_C40__R200__5.txt,3,7,-264.29186086806,-264.2918608680593,8.584856986999512,2,6,3,6
instance_F10_C40__R200__5.txt,4,16,-1.000017846308765e-10,-0.0,16.458691120147705,2,3,3,3
instance_F10_C40__R200__6.txt,2,6,-300.43458345606706,-300.434583456067,34.33280110359192,2,8,8,12
instance_F10_C40__R200__6.txt,3,13,-94.11812621982955,-94.11812621031712,64.9505410194397,2,6,6,12
instance_F10_C40__R200__6.txt,4,17,0.0,-0.0,18.4120831489563,2,3,3,7
instance_F10_C40__R200__7.txt,2,8,-379.4438832408442,-379.4438832407941,194.29687809944153,2,12,12,17
instance_F10_C40__R200__7.txt,3,12,-207.85288324084422,-207.8528832407901,534.7720379829407,2,12,12,6
instance_F10_C40__R200__7.txt,4,25,-21.957218359830016,-21.957218357532838,1601.011615037918,2,7,3,7
instance_F10_C40__R200__8.txt,2,9,-262.730275177093,-221.35014221541132,3600.0037820339203,2,8,8,17
instance_F10_C40__R200__8.txt,3,15,-65.90139488126007,-65.90139488121346,98.55845284461975,2,6,6,12
instance_F10_C40__R200__8.txt,4,15,-3.2064706445567026e-10,-0.0,10.970103025436401,2,3,3,3
instance_F10_C40__R200__9.txt,2,9,-246.0405672176201,-152.99802577813003,3600.0029129981995,2,8,8,12
instance_F10_C40__R200__9.txt,3,15,-102.08583684056502,-102.0858368302097,101.50066113471985,2,6,6,22
instance_F10_C40__R200__9.txt,4,19,2.8903221634671995e-16,-0.0,59.86459183692932,2,3,3,17
instance_F10_C40__R300__0.txt,2,5,-362.1429673805792,-362.1429673805785,1.0586559772491455,2,5,5,12
instance_F10_C40__R300__0.txt,3,8,-207.80381286474955,-207.80381286474955,85.11453294754028,2,3,3,6
instance_F10_C40__R300__0.txt,4,15,-64.71937699259648,-64.71937699259615,108.86567187309265,2,3,3,3
instance_F10_C40__R300__1.txt,2,8,-213.26998002406413,-213.26998000263666,22.02438998222351,2,8,5,5
instance_F10_C40__R300__1.txt,3,14,-67.43998002406408,-67.43998002406352,36.82746505737305,2,6,3,6
instance_F10_C40__R300__1.txt,4,15,0.0,-0.0,10.08338713645935,2,3,3,4
instance_F10_C40__R300__2.txt,2,7,-312.636583567912,-312.636583567912,533.1509029865265,2,5,5,8
instance_F10_C40__R300__2.txt,3,10,-185.59306476757112,-185.59306474891127,170.45559906959534,2,3,3,12
instance_F10_C40__R300__2.txt,4,15,-57.7211687191111,-57.72116871910745,27.72034192085266,2,3,3,7
instance_F10_C40__R300__3.txt,2,8,0.0,-0.0,1.5276670455932617,2,3,3,3
instance_F10_C40__R300__3.txt,3,8,0.0,-0.0,1.5114939212799072,2,3,3,3
instance_F10_C40__R300__3.txt,4,8,0.0,-0.0,1.5091910362243652,2,3,3,3
instance_F10_C40__R300__4.txt,2,7,-138.2560497392001,-138.25604973919934,6.361247777938843,2,5,5,8
instance_F10_C40__R300__4.txt,3,15,-7.850049739199921,-7.850049739199987,22.993394136428833,2,3,3,6
instance_F10_C40__R300__4.txt,4,12,0.0,-0.0,11.444772958755493,2,3,3,3
instance_F10_C40__R300__5.txt,2,19,-30.39370086133801,-30.393700861337035,92.74808382987976,2,5,5,8
instance_F10_C40__R300__5.txt,3,12,0.0,-0.0,15.276602983474731,2,3,3,6
instance_F10_C40__R300__5.txt,4,9,3.647933651312757e-15,-0.0,3.3805739879608154,2,3,3,3
instance_F10_C40__R300__6.txt,2,6,-102.52353350032608,-102.52353350032627,1.5123100280761719,2,3,3,5
instance_F10_C40__R300__6.txt,3,14,-1.000444171950221e-10,-0.0,10.136411905288696,2,3,3,3
instance_F10_C40__R300__6.txt,4,11,-1.000444171950221e-10,-0.0,3.2450408935546875,2,3,3,3
instance_F10_C40__R300__7.txt,2,5,-543.027819150445,-543.0278191504451,0.5861649513244629,2,5,5,12
