instance,problem,approach,n_jobs,gamma,k,time,objective,n_active_col,quality,gap,rule_for_branching
instance_n5_r20_d5_2.txt,2,kadapt-a,5,3,1,0.143,126.000,0,Optimal,0.00000,default
instance_n15_r5_d20_3.txt,2,kadapt-a,15,9,1,0.230,226.000,0,Optimal,0.00000,default
instance_n15_r5_d20_4.txt,2,kadapt-a,15,3,2,8.031,306.026,0,Optimal,0.00000,default
instance_n5_r20_d10_3.txt,2,kadapt-a,5,2,1,0.009,49.000,0,Optimal,0.00000,default
instance_n10_r5_d5_2.txt,2,kadapt-a,10,1,1,0.145,241.000,0,Optimal,0.00000,default
instance_n10_r10_d30_1.txt,2,kadapt-a,10,4,1,0.076,187.000,0,Optimal,0.00000,default
instance_n10_r10_d20_1.txt,2,kadapt-a,10,7,1,0.244,197.000,0,Optimal,0.00000,default
instance_n10_r10_d10_1.txt,2,kadapt-a,10,2,1,0.149,79.000,0,Optimal,0.00000,default
instance_n15_r10_d30_3.txt,2,kadapt-a,15,7,1,0.215,252.000,0,Optimal,0.00000,default
instance_n15_r10_d20_3.txt,2,kadapt-a,15,4,1,0.076,258.000,0,Optimal,0.00000,default
instance_n15_r10_d10_3.txt,2,kadapt-a,15,1,1,0.056,319.000,0,Optimal,0.00000,default
instance_n5_r5_d20_0.txt,2,kadapt-a,5,1,1,0.194,76.000,0,Optimal,0.00000,default
instance_n5_r5_d30_0.txt,2,kadapt-a,5,2,1,0.179,60.000,0,Optimal,0.00000,default
instance_n10_r5_d10_4.txt,2,kadapt-a,10,2,4,22.802,169.182,0,Optimal,0.00000,default
instance_n15_r30_d5_2.txt,2,kadapt-a,15,6,1,0.205,185.000,0,Optimal,0.00000,default
instance_n15_r30_d20_1.txt,2,kadapt-a,15,3,1,0.198,185.000,0,Optimal,0.00000,default
instance_n15_r10_d5_0.txt,2,kadapt-a,15,1,2,0.635,347.891,0,Optimal,0.00000,default
instance_n15_r30_d10_1.txt,2,kadapt-a,15,6,1,0.122,178.000,0,Optimal,0.00000,default
instance_n10_r30_d30_3.txt,2,kadapt-a,10,3,1,0.165,130.000,0,Optimal,0.00000,default
instance_n10_r30_d10_3.txt,2,kadapt-a,10,5,1,0.173,189.000,0,Optimal,0.00000,default
instance_n5_r5_d30_4.txt,2,kadapt-a,5,3,1,0.167,74.000,0,Optimal,0.00000,default
instance_n10_r10_d10_4.txt,2,kadapt-a,10,2,2,0.375,145.452,0,Optimal,0.00000,default
instance_n15_r30_d20_3.txt,2,kadapt-a,15,9,1,0.090,98.000,0,Optimal,0.00000,default
instance_n15_r30_d20_4.txt,2,kadapt-a,15,3,2,1.609,140.489,0,Optimal,0.00000,default
instance_n15_r20_d30_3.txt,2,kadapt-a,15,1,3,27.789,124.915,0,Optimal,0.00000,default
instance_n10_r5_d10_4.txt,2,kadapt-a,10,3,1,0.131,180.000,0,Optimal,0.00000,default
instance_n10_r5_d30_4.txt,2,kadapt-a,10,5,1,0.101,168.000,0,Optimal,0.00000,default
instance_n10_r5_d20_4.txt,2,kadapt-a,10,6,1,0.110,268.000,0,Optimal,0.00000,default
instance_n15_r20_d5_3.txt,2,kadapt-a,15,1,1,0.111,221.000,0,Optimal,0.00000,default
instance_n10_r5_d30_0.txt,2,kadapt-a,10,4,1,0.075,116.000,0,Optimal,0.00000,default
instance_n10_r5_d20_0.txt,2,kadapt-a,10,7,1,0.098,120.000,0,Optimal,0.00000,default
instance_n10_r5_d10_0.txt,2,kadapt-a,10,2,1,0.115,114.000,0,Optimal,0.00000,default
instance_n15_r30_d20_1.txt,2,kadapt-a,15,2,4,84.095,172.676,0,Optimal,0.00000,default
instance_n10_r30_d20_2.txt,2,kadapt-a,10,1,2,0.402,131.313,0,Optimal,0.00000,default
instance_n10_r30_d30_3.txt,2,kadapt-a,10,2,4,1.139,128.648,0,Optimal,0.00000,default
instance_n10_r30_d10_3.txt,2,kadapt-a,10,4,4,2.927,188.509,0,Optimal,0.00000,default
instance_n15_r30_d20_0.txt,2,kadapt-a,15,2,2,2.853,201.000,0,Optimal,0.00000,default
instance_n10_r10_d30_2.txt,2,kadapt-a,10,6,1,0.227,181.000,0,Optimal,0.00000,default
instance_n5_r20_d10_4.txt,2,kadapt-a,5,1,1,0.011,52.000,0,Optimal,0.00000,default
instance_n10_r10_d20_2.txt,2,kadapt-a,10,5,1,0.078,149.000,0,Optimal,0.00000,default
instance_n15_r10_d10_0.txt,2,kadapt-a,15,3,1,0.267,372.000,0,Optimal,0.00000,default
instance_n15_r10_d30_0.txt,2,kadapt-a,15,5,1,0.113,257.000,0,Optimal,0.00000,default
instance_n15_r10_d20_0.txt,2,kadapt-a,15,6,1,0.213,229.000,0,Optimal,0.00000,default
instance_n10_r5_d5_1.txt,2,kadapt-a,10,3,1,0.184,248.000,0,Optimal,0.00000,default
instance_n15_r10_d30_4.txt,2,kadapt-a,15,4,1,0.136,221.000,0,Optimal,0.00000,default
instance_n15_r10_d20_4.txt,2,kadapt-a,15,7,1,0.263,205.000,0,Optimal,0.00000,default
instance_n15_r10_d10_4.txt,2,kadapt-a,15,2,1,0.092,248.000,0,Optimal,0.00000,default
instance_n10_r5_d10_2.txt,2,kadapt-a,10,1,2,0.367,253.500,0,Optimal,0.00000,default
instance_n15_r30_d10_2.txt,2,kadapt-a,15,4,1,0.117,250.000,0,Optimal,0.00000,default
instance_n15_r30_d30_2.txt,2,kadapt-a,15,2,1,0.269,243.000,0,Optimal,0.00000,default
instance_n15_r30_d5_1.txt,2,kadapt-a,15,4,1,0.094,287.000,0,Optimal,0.00000,default
instance_n15_r30_d20_2.txt,2,kadapt-a,15,1,1,0.088,113.000,0,Optimal,0.00000,default
instance_n10_r30_d10_0.txt,2,kadapt-a,10,7,1,0.248,168.000,0,Optimal,0.00000,default
instance_n10_r30_d30_0.txt,2,kadapt-a,10,1,1,0.080,110.000,0,Optimal,0.00000,default
instance_n15_r10_d5_4.txt,2,kadapt-a,15,9,1,0.132,271.000,0,Optimal,0.00000,default
instance_n10_r30_d20_0.txt,2,kadapt-a,10,2,1,0.134,42.000,0,Optimal,0.00000,default
instance_n10_r20_d20_2.txt,2,kadapt-a,10,2,6,235.448,111.157,0,Optimal,0.00000,default
instance_n10_r30_d20_4.txt,2,kadapt-a,10,3,1,0.145,231.000,0,Optimal,0.00000,default
instance_n15_r10_d5_0.txt,2,kadapt-a,15,8,1,0.093,368.000,0,Optimal,0.00000,default
instance_n10_r30_d10_4.txt,2,kadapt-a,10,6,1,0.147,128.000,0,Optimal,0.00000,default
instance_n15_r20_d5_2.txt,2,kadapt-a,15,9,1,0.097,212.000,0,Optimal,0.00000,default
instance_n5_r5_d20_3.txt,2,kadapt-a,5,3,1,0.071,118.000,0,Optimal,0.00000,default
instance_n10_r5_d5_0.txt,2,kadapt-a,10,2,2,0.186,281.000,0,Optimal,0.00000,default
instance_n15_r5_d10_2.txt,2,kadapt-a,15,4,3,811.073,354.068,0,Optimal,0.00000,default
instance_n15_r5_d30_2.txt,2,kadapt-a,15,2,3,2412.960,181.177,0,Optimal,0.00000,default
instance_n15_r10_d10_1.txt,2,kadapt-a,15,2,2,2.449,274.026,0,Optimal,0.00000,default
instance_n15_r10_d10_0.txt,2,kadapt-a,15,2,4,1818.360,314.293,0,Optimal,0.00000,default
instance_n10_r10_d10_3.txt,2,kadapt-a,10,1,2,0.403,221.774,0,Optimal,0.00000,default
instance_n15_r10_d30_0.txt,2,kadapt-a,15,4,4,1428.200,235.390,0,Optimal,0.00000,default
instance_n15_r10_d10_2.txt,2,kadapt-a,15,9,1,0.372,296.000,0,Optimal,0.00000,default
instance_n15_r30_d30_4.txt,2,kadapt-a,15,9,1,0.101,108.000,0,Optimal,0.00000,default
instance_n15_r30_d30_2.txt,2,kadapt-a,15,3,4,566.398,241.494,0,Optimal,0.00000,default
instance_n15_r30_d30_3.txt,2,kadapt-a,15,3,2,41.529,265.000,0,Optimal,0.00000,default
instance_n15_r10_d5_2.txt,2,kadapt-a,15,2,1,0.089,361.000,0,Optimal,0.00000,default
instance_n15_r20_d5_0.txt,2,kadapt-a,15,3,1,0.144,229.000,0,Optimal,0.00000,default
instance_n10_r5_d30_3.txt,2,kadapt-a,10,6,1,0.140,202.000,0,Optimal,0.00000,default
instance_n10_r5_d20_3.txt,2,kadapt-a,10,5,1,0.220,273.000,0,Optimal,0.00000,default
instance_n5_r5_d30_3.txt,2,kadapt-a,5,1,4,0.369,68.420,0,Optimal,0.00000,default
instance_n15_r20_d5_4.txt,2,kadapt-a,15,2,1,0.220,236.000,0,Optimal,0.00000,default
instance_n15_r30_d30_0.txt,2,kadapt-a,15,8,1,0.051,172.000,0,Optimal,0.00000,default
instance_n15_r20_d30_0.txt,2,kadapt-a,15,3,3,37.648,143.066,0,Optimal,0.00000,default
instance_n15_r20_d30_0.txt,2,kadapt-a,15,3,2,2.540,144.179,0,Optimal,0.00000,default
instance_n15_r10_d5_3.txt,2,kadapt-a,15,2,6,1440.140,267.963,0,Optimal,0.00000,default
instance_n15_r20_d30_3.txt,2,kadapt-a,15,8,1,0.118,263.000,0,Optimal,0.00000,default
instance_n15_r20_d20_4.txt,2,kadapt-a,15,1,2,1.530,122.514,0,Optimal,0.00000,default
instance_n15_r5_d5_3.txt,2,kadapt-a,15,3,4,44.698,450.559,0,Optimal,0.00000,default
instance_n15_r5_d30_1.txt,2,kadapt-a,15,9,1,0.205,318.000,0,Optimal,0.00000,default
instance_n15_r5_d5_2.txt,2,kadapt-a,15,3,2,1.476,455.652,0,Optimal,0.00000,default
instance_n5_r10_d5_2.txt,2,kadapt-a,5,1,1,0.148,110.000,0,Optimal,0.00000,default
instance_n15_r10_d10_1.txt,2,kadapt-a,15,2,3,147.015,271.574,0,Optimal,0.00000,default
instance_n10_r30_d5_1.txt,2,kadapt-a,10,1,1,0.132,142.000,0,Optimal,0.00000,default
instance_n10_r5_d5_0.txt,2,kadapt-a,10,2,3,0.172,274.223,0,Optimal,0.00000,default
instance_n5_r20_d5_4.txt,2,kadapt-a,5,1,1,0.095,52.000,0,Optimal,0.00000,default
instance_n15_r5_d5_1.txt,2,kadapt-a,15,8,1,0.131,300.000,0,Optimal,0.00000,default
instance_n15_r5_d30_2.txt,2,kadapt-a,15,2,2,64.651,182.022,0,Optimal,0.00000,default
instance_n15_r5_d20_2.txt,2,kadapt-a,15,1,2,63.854,142.023,0,Optimal,0.00000,default
instance_n15_r5_d10_2.txt,2,kadapt-a,15,4,2,5.464,354.760,0,Optimal,0.00000,default
instance_n5_r5_d5_4.txt,2,kadapt-a,5,3,1,0.137,152.000,0,Optimal,0.00000,default
instance_n15_r20_d10_1.txt,2,kadapt-a,15,4,1,0.308,131.000,0,Optimal,0.00000,default
instance_n15_r20_d30_1.txt,2,kadapt-a,15,2,1,0.180,145.000,0,Optimal,0.00000,default
instance_n15_r20_d20_1.txt,2,kadapt-a,15,1,1,0.141,231.000,0,Optimal,0.00000,default
instance_n10_r20_d10_3.txt,2,kadapt-a,10,7,1,0.070,106.000,0,Optimal,0.00000,default
instance_n10_r20_d30_3.txt,2,kadapt-a,10,1,1,0.143,76.000,0,Optimal,0.00000,default
instance_n10_r20_d20_3.txt,2,kadapt-a,10,2,1,0.161,171.000,0,Optimal,0.00000,default
instance_n5_r10_d20_1.txt,2,kadapt-a,5,2,1,0.215,107.000,0,Optimal,0.00000,default
instance_n5_r10_d30_1.txt,2,kadapt-a,5,1,1,0.067,48.000,0,Optimal,0.00000,default
instance_n5_r5_d5_0.txt,2,kadapt-a,5,2,1,0.250,67.000,0,Optimal,0.00000,default
instance_n15_r5_d5_3.txt,2,kadapt-a,15,2,1,0.103,442.000,0,Optimal,0.00000,default
instance_n10_r20_d5_4.txt,2,kadapt-a,10,7,1,0.087,256.000,0,Optimal,0.00000,default
instance_n15_r5_d10_3.txt,2,kadapt-a,15,5,1,0.233,347.000,0,Optimal,0.00000,default
instance_n15_r5_d30_3.txt,2,kadapt-a,15,3,1,0.155,273.000,0,Optimal,0.00000,default
instance_n10_r20_d5_0.txt,2,kadapt-a,10,6,1,0.206,213.000,0,Optimal,0.00000,default
instance_n10_r10_d5_2.txt,2,kadapt-a,10,7,1,0.136,176.000,0,Optimal,0.00000,default
instance_n15_r20_d20_0.txt,2,kadapt-a,15,9,1,0.147,248.000,0,Optimal,0.00000,default
instance_n5_r10_d20_3.txt,2,kadapt-a,5,1,2,0.160,88.870,0,Optimal,0.00000,default
instance_n15_r30_d20_0.txt,2,kadapt-a,15,2,3,158.087,193.287,0,Optimal,0.00000,default
instance_n10_r30_d30_3.txt,2,kadapt-a,10,2,5,2.141,128.558,0,Optimal,0.00000,default
instance_n15_r20_d20_2.txt,2,kadapt-a,15,2,4,424.005,176.791,0,Optimal,0.00000,default
instance_n15_r20_d20_4.txt,2,kadapt-a,15,8,1,0.138,241.000,0,Optimal,0.00000,default
instance_n15_r20_d30_3.txt,2,kadapt-a,15,1,2,2.394,125.289,0,Optimal,0.00000,default
instance_n15_r30_d20_4.txt,2,kadapt-a,15,3,3,11.397,138.864,0,Optimal,0.00000,default
instance_n15_r5_d20_0.txt,2,kadapt-a,15,3,4,2105.200,403.710,0,Optimal,0.00000,default
instance_n10_r30_d5_2.txt,2,kadapt-a,10,3,1,0.259,207.000,0,Optimal,0.00000,default
instance_n5_r10_d5_1.txt,2,kadapt-a,5,3,1,0.011,68.000,0,Optimal,0.00000,default
instance_n10_r10_d10_4.txt,2,kadapt-a,10,2,3,1.585,143.401,0,Optimal,0.00000,default
instance_n15_r5_d20_2.txt,2,kadapt-a,15,8,1,0.126,192.000,0,Optimal,0.00000,default
instance_n5_r20_d5_3.txt,2,kadapt-a,5,2,1,0.237,102.000,0,Optimal,0.00000,default
instance_n15_r5_d5_1.txt,2,kadapt-a,15,1,2,0.468,282.619,0,Optimal,0.00000,default
instance_n15_r10_d5_0.txt,2,kadapt-a,15,1,3,11.388,346.307,0,Optimal,0.00000,default
instance_n10_r20_d10_4.txt,2,kadapt-a,10,4,1,0.109,163.000,0,Optimal,0.00000,default
instance_n5_r10_d30_2.txt,2,kadapt-a,5,3,1,0.125,65.000,0,Optimal,0.00000,default
instance_n10_r20_d30_4.txt,2,kadapt-a,10,2,1,0.163,165.000,0,Optimal,0.00000,default
instance_n10_r20_d20_4.txt,2,kadapt-a,10,1,1,0.293,105.000,0,Optimal,0.00000,default
instance_n15_r20_d20_2.txt,2,kadapt-a,15,3,1,0.078,246.000,0,Optimal,0.00000,default
instance_n15_r20_d10_2.txt,2,kadapt-a,15,6,1,0.052,165.000,0,Optimal,0.00000,default
instance_n10_r20_d30_0.txt,2,kadapt-a,10,3,1,0.126,160.000,0,Optimal,0.00000,default
instance_n10_r20_d10_0.txt,2,kadapt-a,10,5,1,0.172,170.000,0,Optimal,0.00000,default
instance_n5_r30_d10_0.txt,2,kadapt-a,5,2,1,0.292,75.000,0,Optimal,0.00000,default
instance_n10_r10_d5_1.txt,2,kadapt-a,10,5,1,0.096,204.000,0,Optimal,0.00000,default
instance_n15_r5_d30_0.txt,2,kadapt-a,15,1,1,0.156,179.000,0,Optimal,0.00000,default
instance_n15_r5_d20_0.txt,2,kadapt-a,15,2,1,0.236,399.000,0,Optimal,0.00000,default
instance_n15_r5_d10_0.txt,2,kadapt-a,15,7,1,0.093,204.000,0,Optimal,0.00000,default
instance_n15_r5_d5_4.txt,2,kadapt-a,15,1,1,0.199,329.000,0,Optimal,0.00000,default
instance_n10_r20_d5_3.txt,2,kadapt-a,10,4,1,0.066,223.000,0,Optimal,0.00000,default
instance_n15_r5_d10_4.txt,2,kadapt-a,15,6,1,0.166,289.000,0,Optimal,0.00000,default
instance_n15_r5_d20_4.txt,2,kadapt-a,15,3,1,0.160,315.000,0,Optimal,0.00000,default
instance_n5_r30_d10_4.txt,2,kadapt-a,5,3,1,0.008,58.000,0,Optimal,0.00000,default
instance_n10_r5_d5_3.txt,2,kadapt-a,10,1,2,0.222,247.000,0,Optimal,0.00000,default
instance_n15_r10_d10_2.txt,2,kadapt-a,15,1,2,1.194,228.258,0,Optimal,0.00000,default
instance_n15_r10_d20_2.txt,2,kadapt-a,15,4,2,2.819,235.000,0,Optimal,0.00000,default
instance_n10_r10_d10_4.txt,2,kadapt-a,10,3,2,0.276,176.288,0,Optimal,0.00000,default
instance_n10_r20_d30_4.txt,2,kadapt-a,10,2,5,328.593,160.849,0,Optimal,0.00000,default
instance_n15_r10_d5_1.txt,2,kadapt-a,15,1,1,0.235,343.000,0,Optimal,0.00000,default
instance_n15_r30_d20_1.txt,2,kadapt-a,15,3,4,33.930,182.226,0,Optimal,0.00000,default
instance_n10_r5_d20_0.txt,2,kadapt-a,10,6,1,0.195,120.000,0,Optimal,0.00000,default
instance_n10_r5_d30_0.txt,2,kadapt-a,10,5,1,0.199,116.000,0,Optimal,0.00000,default
instance_n10_r5_d10_0.txt,2,kadapt-a,10,3,1,0.139,125.000,0,Optimal,0.00000,default
instance_n10_r5_d10_4.txt,2,kadapt-a,10,2,1,0.070,180.000,0,Optimal,0.00000,default
instance_n10_r5_d20_4.txt,2,kadapt-a,10,7,1,0.083,268.000,0,Optimal,0.00000,default
instance_n10_r5_d30_4.txt,2,kadapt-a,10,4,1,0.088,168.000,0,Optimal,0.00000,default
instance_n15_r30_d20_4.txt,2,kadapt-a,15,2,2,1.576,124.576,0,Optimal,0.00000,default
instance_n15_r30_d30_4.txt,2,kadapt-a,15,1,2,6.591,81.072,0,Optimal,0.00000,default
instance_n15_r30_d20_3.txt,2,kadapt-a,15,8,1,0.233,98.000,0,Optimal,0.00000,default
instance_n15_r10_d20_3.txt,2,kadapt-a,15,5,1,0.128,258.000,0,Optimal,0.00000,default
instance_n15_r10_d30_3.txt,2,kadapt-a,15,6,1,0.115,252.000,0,Optimal,0.00000,default
instance_n10_r10_d20_1.txt,2,kadapt-a,10,6,1,0.245,197.000,0,Optimal,0.00000,default
instance_n10_r10_d30_1.txt,2,kadapt-a,10,5,1,0.191,187.000,0,Optimal,0.00000,default
instance_n10_r10_d10_1.txt,2,kadapt-a,10,3,1,0.095,79.000,0,Optimal,0.00000,default
instance_n5_r20_d10_3.txt,2,kadapt-a,5,3,1,0.011,49.000,0,Optimal,0.00000,default
instance_n15_r20_d5_2.txt,2,kadapt-a,15,1,2,0.592,153.404,0,Optimal,0.00000,default
instance_n5_r5_d30_4.txt,2,kadapt-a,5,2,1,0.082,74.000,0,Optimal,0.00000,default
instance_n5_r5_d20_4.txt,2,kadapt-a,5,1,1,0.173,141.000,0,Optimal,0.00000,default
instance_n10_r30_d20_3.txt,2,kadapt-a,10,1,1,0.310,66.000,0,Optimal,0.00000,default
instance_n10_r30_d30_3.txt,2,kadapt-a,10,2,1,0.148,130.000,0,Optimal,0.00000,default
instance_n10_r30_d10_3.txt,2,kadapt-a,10,4,1,0.147,189.000,0,Optimal,0.00000,default
instance_n15_r30_d20_1.txt,2,kadapt-a,15,2,1,0.090,185.000,0,Optimal,0.00000,default
instance_n15_r30_d30_1.txt,2,kadapt-a,15,1,1,0.097,142.000,0,Optimal,0.00000,default
instance_n15_r30_d5_2.txt,2,kadapt-a,15,7,1,0.108,185.000,0,Optimal,0.00000,default
instance_n15_r30_d10_1.txt,2,kadapt-a,15,7,1,0.169,178.000,0,Optimal,0.00000,default
instance_n15_r10_d5_4.txt,2,kadapt-a,15,1,2,0.379,262.640,0,Optimal,0.00000,default
instance_n5_r5_d30_0.txt,2,kadapt-a,5,3,1,0.008,60.000,0,Optimal,0.00000,default
instance_n15_r10_d10_2.txt,2,kadapt-a,15,8,1,0.161,296.000,0,Optimal,0.00000,default
instance_n15_r10_d30_0.txt,2,kadapt-a,15,5,4,949.860,246.841,0,Optimal,0.00000,default
instance_n15_r10_d10_1.txt,2,kadapt-a,15,3,2,2.514,304.000,0,Optimal,0.00000,default
instance_n15_r5_d30_2.txt,2,kadapt-a,15,3,3,622.056,201.048,0,Optimal,0.00000,default
instance_n15_r20_d30_0.txt,2,kadapt-a,15,2,3,83.086,118.384,0,Optimal,0.00000,default
instance_n15_r20_d20_0.txt,2,kadapt-a,15,1,3,1436.290,213.600,0,Optimal,0.00000,default
instance_n10_r20_d30_2.txt,2,kadapt-a,10,1,3,2.945,54.323,0,Optimal,0.00000,default
instance_n15_r30_d30_0.txt,2,kadapt-a,15,9,1,0.130,172.000,0,Optimal,0.00000,default
instance_n10_r20_d20_2.txt,2,kadapt-a,10,2,3,0.350,111.376,0,Optimal,0.00000,default
instance_n15_r20_d5_4.txt,2,kadapt-a,15,3,1,0.098,236.000,0,Optimal,0.00000,default
instance_n10_r5_d10_3.txt,2,kadapt-a,10,1,1,0.205,161.000,0,Optimal,0.00000,default
instance_n10_r5_d20_3.txt,2,kadapt-a,10,4,1,0.200,273.000,0,Optimal,0.00000,default
instance_n10_r5_d30_3.txt,2,kadapt-a,10,7,1,0.110,202.000,0,Optimal,0.00000,default
instance_n15_r20_d5_0.txt,2,kadapt-a,15,2,1,0.134,229.000,0,Optimal,0.00000,default
instance_n15_r10_d5_2.txt,2,kadapt-a,15,3,1,0.193,361.000,0,Optimal,0.00000,default
instance_n15_r30_d20_3.txt,2,kadapt-a,15,1,2,1.736,74.403,0,Optimal,0.00000,default
instance_n15_r30_d30_3.txt,2,kadapt-a,15,2,2,64.749,205.041,0,Optimal,0.00000,default
instance_n10_r30_d30_0.txt,2,kadapt-a,10,1,4,77.620,91.032,0,Optimal,0.00000,default
instance_n15_r30_d30_4.txt,2,kadapt-a,15,8,1,0.186,108.000,0,Optimal,0.00000,default
instance_n10_r30_d30_1.txt,2,kadapt-a,10,1,2,0.776,149.378,0,Optimal,0.00000,default
instance_n15_r10_d20_4.txt,2,kadapt-a,15,6,1,0.083,205.000,0,Optimal,0.00000,default
instance_n15_r10_d30_4.txt,2,kadapt-a,15,5,1,0.115,224.000,0,Optimal,0.00000,default
instance_n15_r10_d10_4.txt,2,kadapt-a,15,3,1,0.205,249.000,0,Optimal,0.00000,default
instance_n5_r20_d10_0.txt,2,kadapt-a,5,1,1,0.009,55.000,0,Optimal,0.00000,default
instance_n10_r5_d5_1.txt,2,kadapt-a,10,2,1,0.058,248.000,0,Optimal,0.00000,default
instance_n15_r10_d10_0.txt,2,kadapt-a,15,2,1,0.188,351.000,0,Optimal,0.00000,default
instance_n15_r10_d20_0.txt,2,kadapt-a,15,7,1,0.150,229.000,0,Optimal,0.00000,default
instance_n15_r10_d30_0.txt,2,kadapt-a,15,4,1,0.153,256.000,0,Optimal,0.00000,default
instance_n10_r10_d10_2.txt,2,kadapt-a,10,1,1,0.204,146.000,0,Optimal,0.00000,default
instance_n10_r10_d20_2.txt,2,kadapt-a,10,4,1,0.126,149.000,0,Optimal,0.00000,default
instance_n10_r10_d30_2.txt,2,kadapt-a,10,7,1,0.176,181.000,0,Optimal,0.00000,default
instance_n5_r5_d30_3.txt,2,kadapt-a,5,1,1,0.121,75.000,0,Optimal,0.00000,default
instance_n5_r5_d20_3.txt,2,kadapt-a,5,2,1,0.095,118.000,0,Optimal,0.00000,default
instance_n15_r20_d5_2.txt,2,kadapt-a,15,8,1,0.217,212.000,0,Optimal,0.00000,default
instance_n15_r10_d5_0.txt,2,kadapt-a,15,9,1,0.144,368.000,0,Optimal,0.00000,default
instance_n10_r30_d20_4.txt,2,kadapt-a,10,2,1,0.105,216.000,0,Optimal,0.00000,default
instance_n10_r30_d30_4.txt,2,kadapt-a,10,1,1,0.118,61.000,0,Optimal,0.00000,default
instance_n10_r30_d10_4.txt,2,kadapt-a,10,7,1,0.124,128.000,0,Optimal,0.00000,default
instance_n10_r30_d10_0.txt,2,kadapt-a,10,6,1,0.061,168.000,0,Optimal,0.00000,default
instance_n10_r30_d20_0.txt,2,kadapt-a,10,3,1,0.224,42.000,0,Optimal,0.00000,default
instance_n15_r10_d5_4.txt,2,kadapt-a,15,8,1,0.068,271.000,0,Optimal,0.00000,default
instance_n15_r30_d10_2.txt,2,kadapt-a,15,5,1,0.125,250.000,0,Optimal,0.00000,default
instance_n15_r10_d5_3.txt,2,kadapt-a,15,2,2,0.392,269.000,0,Optimal,0.00000,default
instance_n15_r30_d5_1.txt,2,kadapt-a,15,5,1,0.124,287.000,0,Optimal,0.00000,default
instance_n15_r30_d30_2.txt,2,kadapt-a,15,3,1,0.092,243.000,0,Optimal,0.00000,default
instance_n5_r5_d5_0.txt,2,kadapt-a,5,3,1,0.139,67.000,0,Optimal,0.00000,default
instance_n5_r10_d20_1.txt,2,kadapt-a,5,3,1,0.149,107.000,0,Optimal,0.00000,default
instance_n15_r10_d5_3.txt,2,kadapt-a,15,2,3,2.236,269.000,0,Optimal,0.00000,default
instance_n10_r20_d10_3.txt,2,kadapt-a,10,6,1,0.245,106.000,0,Optimal,0.00000,default
instance_n10_r20_d20_3.txt,2,kadapt-a,10,3,1,0.159,171.000,0,Optimal,0.00000,default
instance_n15_r20_d10_1.txt,2,kadapt-a,15,5,1,0.078,131.000,0,Optimal,0.00000,default
instance_n15_r20_d30_1.txt,2,kadapt-a,15,3,1,0.311,211.000,0,Optimal,0.00000,default
instance_n5_r5_d5_4.txt,2,kadapt-a,5,2,1,0.161,152.000,0,Optimal,0.00000,default
instance_n5_r30_d10_3.txt,2,kadapt-a,5,1,1,0.007,15.000,0,Optimal,0.00000,default
instance_n10_r10_d5_2.txt,2,kadapt-a,10,6,1,0.150,176.000,0,Optimal,0.00000,default
instance_n10_r20_d5_0.txt,2,kadapt-a,10,7,1,0.211,213.000,0,Optimal,0.00000,default
instance_n10_r5_d5_0.txt,2,kadapt-a,10,2,6,6.535,270.493,0,Optimal,0.00000,default
instance_n15_r5_d10_3.txt,2,kadapt-a,15,4,1,0.220,347.000,0,Optimal,0.00000,default
instance_n15_r5_d20_3.txt,2,kadapt-a,15,1,1,0.124,143.000,0,Optimal,0.00000,default
instance_n15_r5_d30_3.txt,2,kadapt-a,15,2,1,0.177,210.000,0,Optimal,0.00000,default
instance_n10_r20_d5_4.txt,2,kadapt-a,10,6,1,0.301,256.000,0,Optimal,0.00000,default
instance_n15_r5_d5_3.txt,2,kadapt-a,15,3,1,0.182,458.000,0,Optimal,0.00000,default
instance_n10_r30_d30_0.txt,2,kadapt-a,10,1,5,470.750,90.594,0,Optimal,0.00000,default
instance_n15_r30_d20_3.txt,2,kadapt-a,15,1,3,5.349,72.812,0,Optimal,0.00000,default
instance_n15_r20_d30_3.txt,2,kadapt-a,15,9,1,0.125,263.000,0,Optimal,0.00000,default
instance_n15_r20_d20_0.txt,2,kadapt-a,15,1,2,13.072,215.233,0,Optimal,0.00000,default
instance_n15_r20_d30_0.txt,2,kadapt-a,15,2,2,3.020,119.238,0,Optimal,0.00000,default
instance_n10_r20_d20_3.txt,2,kadapt-a,10,2,4,4.522,157.944,0,Optimal,0.00000,default
instance_n10_r20_d20_2.txt,2,kadapt-a,10,2,2,0.309,112.000,0,Optimal,0.00000,default
instance_n10_r20_d30_2.txt,2,kadapt-a,10,1,2,0.392,58.650,0,Optimal,0.00000,default
instance_n15_r5_d30_2.txt,2,kadapt-a,15,3,2,19.067,201.619,0,Optimal,0.00000,default
instance_n15_r5_d5_1.txt,2,kadapt-a,15,9,1,0.087,300.000,0,Optimal,0.00000,default
instance_n15_r10_d10_1.txt,2,kadapt-a,15,3,3,72.273,302.993,0,Optimal,0.00000,default
instance_n15_r5_d5_2.txt,2,kadapt-a,15,2,2,1.470,415.623,0,Optimal,0.00000,default
instance_n5_r20_d5_0.txt,2,kadapt-a,5,1,1,0.086,39.000,0,Optimal,0.00000,default
instance_n15_r5_d5_3.txt,2,kadapt-a,15,2,4,81.372,438.529,0,Optimal,0.00000,default
instance_n15_r5_d30_1.txt,2,kadapt-a,15,8,1,0.282,318.000,0,Optimal,0.00000,default
