instance,problem,approach,n_jobs,gamma,k,time,objective,n_active_col,quality,gap,rule_for_branching
instance_n15_r30_d10_4.txt,1,kadapt-b,15,9,2,0.303,301.000,0,Optimal,0.00000,default
instance_n15_r30_d10_4.txt,1,kadapt-b,15,9,3,42.241,301.000,0,Optimal,0.00988,default
instance_n15_r30_d10_4.txt,1,kadapt-b,15,10,1,0.030,301.000,0,Optimal,0.00000,default
instance_n15_r30_d10_4.txt,1,kadapt-b,15,10,2,0.205,301.000,0,Optimal,0.00000,default
instance_n15_r30_d10_4.txt,1,kadapt-b,15,10,3,1.431,301.000,0,Optimal,0.00352,default
instance_n15_r30_d10_4.txt,1,kadapt-b,15,10,4,15.490,301.000,0,Optimal,0.00523,default
instance_n15_r30_d10_4.txt,1,kadapt-b,15,10,5,1590.910,301.000,0,Optimal,0.00984,default
instance_n15_r30_d10_4.txt,1,kadapt-b,15,10,6,15.733,301.000,0,Optimal,0.00514,default
instance_n15_r30_d20_0.txt,1,kadapt-b,15,1,1,0.030,149.000,0,Optimal,0.00000,default
instance_n15_r30_d20_0.txt,1,kadapt-b,15,1,2,1.556,143.851,0,Optimal,0.00166,default
instance_n15_r30_d20_0.txt,1,kadapt-b,15,1,3,306.098,143.297,0,Optimal,0.00968,default
instance_n15_r30_d20_0.txt,1,kadapt-b,15,2,1,0.051,201.000,0,Optimal,0.00000,default
instance_n15_r30_d20_0.txt,1,kadapt-b,15,3,1,0.052,201.000,0,Optimal,0.00000,default
instance_n15_r30_d20_0.txt,1,kadapt-b,15,3,2,128.790,201.000,0,Optimal,0.00993,default
instance_n15_r30_d20_0.txt,1,kadapt-b,15,4,1,0.041,201.000,0,Optimal,0.00000,default
instance_n15_r30_d20_0.txt,1,kadapt-b,15,4,2,24.361,201.000,0,Optimal,0.00998,default
instance_n15_r30_d20_0.txt,1,kadapt-b,15,5,1,0.030,201.000,0,Optimal,0.00000,default
instance_n15_r30_d20_0.txt,1,kadapt-b,15,5,2,1.445,201.000,0,Optimal,0.00091,default
instance_n15_r30_d20_0.txt,1,kadapt-b,15,5,3,1192.260,201.000,0,Optimal,0.00998,default
instance_n15_r30_d20_0.txt,1,kadapt-b,15,6,1,0.036,201.000,0,Optimal,0.00000,default
instance_n15_r30_d20_0.txt,1,kadapt-b,15,6,2,1.224,201.000,0,Optimal,0.00745,default
instance_n15_r30_d20_0.txt,1,kadapt-b,15,6,3,220.247,201.000,0,Optimal,0.00963,default
instance_n15_r30_d20_0.txt,1,kadapt-b,15,6,4,2010.350,201.000,0,Optimal,0.00995,default
instance_n15_r30_d20_0.txt,1,kadapt-b,15,7,1,0.036,201.000,0,Optimal,0.00000,default
instance_n15_r30_d20_0.txt,1,kadapt-b,15,7,2,0.972,201.000,0,Optimal,0.00714,default
instance_n15_r30_d20_0.txt,1,kadapt-b,15,7,3,16.534,201.000,0,Optimal,0.00939,default
instance_n15_r30_d20_0.txt,1,kadapt-b,15,7,4,421.618,201.000,0,Optimal,0.00995,default
instance_n15_r30_d20_0.txt,1,kadapt-b,15,8,1,0.031,201.000,0,Optimal,0.00000,default
instance_n15_r30_d20_0.txt,1,kadapt-b,15,8,2,0.236,201.000,0,Optimal,0.00858,default
instance_n15_r30_d20_0.txt,1,kadapt-b,15,8,3,2.713,201.000,0,Optimal,0.00105,default
instance_n15_r30_d20_0.txt,1,kadapt-b,15,8,4,49.467,201.000,0,Optimal,0.00948,default
instance_n15_r30_d20_0.txt,1,kadapt-b,15,8,5,1121.670,201.000,0,Optimal,0.00954,default
instance_n15_r30_d20_0.txt,1,kadapt-b,15,9,1,0.030,201.000,0,Optimal,0.00000,default
instance_n15_r30_d20_0.txt,1,kadapt-b,15,9,2,0.130,201.000,0,Optimal,0.00000,default
instance_n15_r30_d20_0.txt,1,kadapt-b,15,9,3,0.870,201.000,0,Optimal,0.00964,default
instance_n15_r30_d20_0.txt,1,kadapt-b,15,9,4,17.736,201.000,0,Optimal,0.00925,default
instance_n15_r30_d20_0.txt,1,kadapt-b,15,9,5,0.614,201.000,0,Optimal,0.00000,default
instance_n15_r30_d20_0.txt,1,kadapt-b,15,9,6,1.858,201.000,0,Optimal,0.00000,default
instance_n15_r30_d20_0.txt,1,kadapt-b,15,9,7,146.611,201.000,0,Optimal,0.00934,default
instance_n15_r30_d20_0.txt,1,kadapt-b,15,10,1,0.031,201.000,0,Optimal,0.00000,default
instance_n15_r30_d20_0.txt,1,kadapt-b,15,10,2,0.163,201.000,0,Optimal,0.00000,default
instance_n15_r30_d20_0.txt,1,kadapt-b,15,10,3,0.726,201.000,0,Optimal,0.00544,default
instance_n15_r30_d20_0.txt,1,kadapt-b,15,10,4,4.655,201.000,0,Optimal,0.00131,default
instance_n15_r30_d20_0.txt,1,kadapt-b,15,10,5,1.683,201.000,0,Optimal,0.00478,default
instance_n15_r30_d20_0.txt,1,kadapt-b,15,10,6,1.088,201.000,0,Optimal,0.00499,default
instance_n15_r30_d20_0.txt,1,kadapt-b,15,10,7,22.182,201.000,0,Optimal,0.00728,default
instance_n15_r30_d20_1.txt,1,kadapt-b,15,1,1,0.051,162.000,0,Optimal,0.00000,default
instance_n15_r30_d20_1.txt,1,kadapt-b,15,1,2,2.554,143.000,0,Optimal,0.00938,default
instance_n15_r30_d20_1.txt,1,kadapt-b,15,1,3,3559.870,140.857,0,Optimal,0.01000,default
instance_n15_r30_d20_1.txt,1,kadapt-b,15,2,1,0.053,185.000,0,Optimal,0.00000,default
instance_n15_r30_d20_1.txt,1,kadapt-b,15,3,1,0.069,185.000,0,Optimal,0.00000,default
instance_n15_r30_d20_1.txt,1,kadapt-b,15,3,2,258.821,185.000,0,Optimal,0.00996,default
instance_n15_r30_d20_1.txt,1,kadapt-b,15,4,1,0.101,185.000,0,Optimal,0.00000,default
instance_n15_r30_d20_1.txt,1,kadapt-b,15,4,2,40.181,185.000,0,Optimal,0.00997,default
instance_n15_r30_d20_1.txt,1,kadapt-b,15,5,1,0.032,185.000,0,Optimal,0.00000,default
instance_n15_r30_d20_1.txt,1,kadapt-b,15,5,2,3.661,185.000,0,Optimal,0.00950,default
instance_n15_r30_d20_1.txt,1,kadapt-b,15,6,1,0.046,185.000,0,Optimal,0.00000,default
instance_n15_r30_d20_1.txt,1,kadapt-b,15,6,2,1.283,185.000,0,Optimal,0.00867,default
instance_n15_r30_d20_1.txt,1,kadapt-b,15,6,3,3241.100,185.000,0,Optimal,0.01000,default
instance_n15_r30_d20_1.txt,1,kadapt-b,15,7,1,0.034,185.000,0,Optimal,0.00000,default
instance_n15_r30_d20_1.txt,1,kadapt-b,15,7,2,0.393,185.000,0,Optimal,0.00565,default
instance_n15_r30_d20_1.txt,1,kadapt-b,15,7,3,443.039,185.000,0,Optimal,0.00997,default
instance_n15_r30_d20_1.txt,1,kadapt-b,15,8,1,0.043,185.000,0,Optimal,0.00000,default
instance_n15_r30_d20_1.txt,1,kadapt-b,15,8,2,0.146,185.000,0,Optimal,0.00000,default
instance_n15_r30_d20_1.txt,1,kadapt-b,15,8,3,126.635,185.000,0,Optimal,0.00993,default
instance_n15_r30_d20_1.txt,1,kadapt-b,15,9,1,0.043,185.000,0,Optimal,0.00000,default
instance_n15_r30_d20_1.txt,1,kadapt-b,15,9,2,0.218,185.000,0,Optimal,0.00732,default
instance_n15_r30_d20_1.txt,1,kadapt-b,15,9,3,0.781,185.000,0,Optimal,0.00848,default
instance_n15_r30_d20_1.txt,1,kadapt-b,15,10,1,0.027,185.000,0,Optimal,0.00000,default
instance_n15_r30_d20_1.txt,1,kadapt-b,15,10,2,0.116,185.000,0,Optimal,0.00250,default
instance_n15_r30_d20_1.txt,1,kadapt-b,15,10,3,3.606,185.000,0,Optimal,0.00873,default
instance_n15_r30_d20_1.txt,1,kadapt-b,15,10,4,112.091,185.000,0,Optimal,0.00991,default
instance_n15_r30_d20_2.txt,1,kadapt-b,15,1,1,0.015,113.000,0,Optimal,0.00000,default
instance_n15_r30_d20_2.txt,1,kadapt-b,15,1,2,0.017,113.000,0,Optimal,0.00000,default
instance_n15_r30_d20_2.txt,1,kadapt-b,15,1,3,0.025,113.000,0,Optimal,0.00000,default
instance_n15_r30_d20_2.txt,1,kadapt-b,15,1,4,0.028,113.000,0,Optimal,0.00000,default
instance_n15_r30_d20_2.txt,1,kadapt-b,15,1,5,0.033,113.000,0,Optimal,0.00000,default
instance_n15_r30_d20_2.txt,1,kadapt-b,15,1,6,0.040,113.000,0,Optimal,0.00000,default
instance_n15_r30_d20_2.txt,1,kadapt-b,15,1,7,0.044,113.000,0,Optimal,0.00000,default
instance_n15_r30_d20_2.txt,1,kadapt-b,15,2,1,0.021,166.000,0,Optimal,0.00000,default
instance_n15_r30_d20_2.txt,1,kadapt-b,15,2,2,0.017,166.000,0,Optimal,0.00000,default
instance_n15_r30_d20_2.txt,1,kadapt-b,15,2,3,0.025,166.000,0,Optimal,0.00000,default
instance_n15_r30_d20_2.txt,1,kadapt-b,15,2,4,0.029,166.000,0,Optimal,0.00000,default
instance_n15_r30_d20_2.txt,1,kadapt-b,15,2,5,0.033,166.000,0,Optimal,0.00000,default
instance_n15_r30_d20_2.txt,1,kadapt-b,15,2,6,0.040,166.000,0,Optimal,0.00000,default
instance_n15_r30_d20_2.txt,1,kadapt-b,15,2,7,0.043,166.000,0,Optimal,0.00000,default
instance_n15_r30_d20_2.txt,1,kadapt-b,15,3,1,0.038,218.000,0,Optimal,0.00000,default
instance_n15_r30_d20_2.txt,1,kadapt-b,15,3,2,2.701,212.308,0,Optimal,0.00930,default
instance_n15_r30_d20_2.txt,1,kadapt-b,15,4,1,0.059,239.000,0,Optimal,0.00000,default
instance_n15_r30_d20_2.txt,1,kadapt-b,15,4,2,227.301,237.270,0,Optimal,0.00998,default
instance_n15_r30_d20_2.txt,1,kadapt-b,15,5,1,0.057,239.000,0,Optimal,0.00000,default
instance_n15_r30_d20_2.txt,1,kadapt-b,15,5,2,5.057,239.000,0,Optimal,0.00928,default
instance_n15_r30_d20_2.txt,1,kadapt-b,15,6,1,0.055,239.000,0,Optimal,0.00000,default
instance_n15_r30_d20_2.txt,1,kadapt-b,15,6,2,1.853,239.000,0,Optimal,0.00930,default
instance_n15_r30_d20_2.txt,1,kadapt-b,15,6,3,59.823,239.000,0,Optimal,0.00958,default
instance_n15_r30_d20_2.txt,1,kadapt-b,15,7,1,0.051,239.000,0,Optimal,0.00000,default
instance_n15_r30_d20_2.txt,1,kadapt-b,15,7,2,0.574,239.000,0,Optimal,0.00930,default
instance_n15_r30_d20_2.txt,1,kadapt-b,15,7,3,19.178,239.000,0,Optimal,0.00930,default
instance_n15_r30_d20_2.txt,1,kadapt-b,15,7,4,2.718,239.000,0,Optimal,0.00730,default
instance_n15_r30_d20_2.txt,1,kadapt-b,15,8,1,0.037,239.000,0,Optimal,0.00000,default
instance_n15_r30_d20_2.txt,1,kadapt-b,15,8,2,0.258,239.000,0,Optimal,0.00000,default
instance_n15_r30_d20_2.txt,1,kadapt-b,15,8,3,18.287,239.000,0,Optimal,0.00956,default
instance_n15_r30_d20_2.txt,1,kadapt-b,15,8,4,0.399,239.000,0,Optimal,0.00930,default
instance_n15_r30_d20_2.txt,1,kadapt-b,15,8,5,1134.750,239.000,0,Optimal,0.00989,default
instance_n15_r30_d20_2.txt,1,kadapt-b,15,8,6,0.626,239.000,0,Optimal,0.00000,default
instance_n15_r30_d20_2.txt,1,kadapt-b,15,8,7,0.539,239.000,0,Optimal,0.00464,default
instance_n15_r30_d20_2.txt,1,kadapt-b,15,9,1,0.030,239.000,0,Optimal,0.00000,default
instance_n15_r30_d20_2.txt,1,kadapt-b,15,9,2,0.516,239.000,0,Optimal,0.00000,default
instance_n15_r30_d20_2.txt,1,kadapt-b,15,9,3,6.855,239.000,0,Optimal,0.00930,default
instance_n15_r30_d20_2.txt,1,kadapt-b,15,9,4,0.414,239.000,0,Optimal,0.00000,default
instance_n15_r30_d20_2.txt,1,kadapt-b,15,9,5,11.346,239.000,0,Optimal,0.00930,default
instance_n15_r30_d20_2.txt,1,kadapt-b,15,9,6,0.156,239.000,0,Optimal,0.00000,default
instance_n15_r30_d20_2.txt,1,kadapt-b,15,9,7,0.703,239.000,0,Optimal,0.00930,default
instance_n15_r30_d20_2.txt,1,kadapt-b,15,10,1,0.030,239.000,0,Optimal,0.00000,default
instance_n15_r30_d20_2.txt,1,kadapt-b,15,10,2,0.188,239.000,0,Optimal,0.00000,default
instance_n15_r30_d20_2.txt,1,kadapt-b,15,10,3,0.138,239.000,0,Optimal,0.00000,default
instance_n15_r30_d20_2.txt,1,kadapt-b,15,10,4,0.388,239.000,0,Optimal,0.00000,default
instance_n15_r30_d20_2.txt,1,kadapt-b,15,10,5,5.987,239.000,0,Optimal,0.00930,default
instance_n15_r30_d20_2.txt,1,kadapt-b,15,10,6,0.060,239.000,0,Optimal,0.00000,default
instance_n15_r30_d20_2.txt,1,kadapt-b,15,10,7,0.760,239.000,0,Optimal,0.00930,default
instance_n15_r30_d20_3.txt,1,kadapt-b,15,1,1,0.030,89.000,0,Optimal,0.00000,default
instance_n15_r30_d20_3.txt,1,kadapt-b,15,1,2,37.527,74.403,0,Optimal,0.00998,default
instance_n15_r30_d20_3.txt,1,kadapt-b,15,2,1,0.094,98.000,0,Optimal,0.00000,default
instance_n15_r30_d20_3.txt,1,kadapt-b,15,2,2,329.436,98.000,0,Optimal,0.00998,default
instance_n15_r30_d20_3.txt,1,kadapt-b,15,3,1,0.120,98.000,0,Optimal,0.00000,default
instance_n15_r30_d20_3.txt,1,kadapt-b,15,3,2,19.355,98.000,0,Optimal,0.00848,default
instance_n15_r30_d20_3.txt,1,kadapt-b,15,4,1,0.025,98.000,0,Optimal,0.00000,default
instance_n15_r30_d20_3.txt,1,kadapt-b,15,4,2,1.650,98.000,0,Optimal,0.00625,default
instance_n15_r30_d20_3.txt,1,kadapt-b,15,5,1,0.024,98.000,0,Optimal,0.00000,default
instance_n15_r30_d20_3.txt,1,kadapt-b,15,5,2,1.088,98.000,0,Optimal,0.00811,default
instance_n15_r30_d20_3.txt,1,kadapt-b,15,5,3,146.786,98.000,0,Optimal,0.00999,default
instance_n15_r30_d20_3.txt,1,kadapt-b,15,6,1,0.026,98.000,0,Optimal,0.00000,default
instance_n15_r30_d20_3.txt,1,kadapt-b,15,6,2,0.253,98.000,0,Optimal,0.00000,default
instance_n15_r30_d20_3.txt,1,kadapt-b,15,6,3,85.649,98.000,0,Optimal,0.00945,default
instance_n15_r30_d20_3.txt,1,kadapt-b,15,6,4,632.451,98.000,0,Optimal,0.00985,default
instance_n15_r30_d20_3.txt,1,kadapt-b,15,6,5,0.755,98.000,0,Optimal,0.00000,default
instance_n15_r30_d20_3.txt,1,kadapt-b,15,6,6,0.682,98.000,0,Optimal,0.00000,default
instance_n15_r30_d20_3.txt,1,kadapt-b,15,6,7,0.830,98.000,0,Optimal,0.00000,default
instance_n15_r30_d20_3.txt,1,kadapt-b,15,7,1,0.017,98.000,0,Optimal,0.00000,default
instance_n15_r30_d20_3.txt,1,kadapt-b,15,7,2,0.585,98.000,0,Optimal,0.00566,default
instance_n15_r30_d20_3.txt,1,kadapt-b,15,7,3,175.380,98.000,0,Optimal,0.00999,default
instance_n15_r30_d20_3.txt,1,kadapt-b,15,8,1,0.027,98.000,0,Optimal,0.00000,default
instance_n15_r30_d20_3.txt,1,kadapt-b,15,8,2,0.233,98.000,0,Optimal,0.00194,default
instance_n15_r30_d20_3.txt,1,kadapt-b,15,8,3,1.468,98.000,0,Optimal,0.00000,default
instance_n15_r30_d20_3.txt,1,kadapt-b,15,8,4,414.304,98.000,0,Optimal,0.00983,default
instance_n15_r30_d20_3.txt,1,kadapt-b,15,9,1,0.024,98.000,0,Optimal,0.00000,default
instance_n15_r30_d20_3.txt,1,kadapt-b,15,9,2,0.030,98.000,0,Optimal,0.00000,default
instance_n15_r30_d20_3.txt,1,kadapt-b,15,9,3,1.515,98.000,0,Optimal,0.00548,default
instance_n15_r30_d20_3.txt,1,kadapt-b,15,9,4,0.037,98.000,0,Optimal,0.00000,default
instance_n15_r30_d20_3.txt,1,kadapt-b,15,9,5,3600.000,98.000,0,Time Lim,4.49009,default
instance_n15_r30_d20_3.txt,1,kadapt-b,15,10,1,0.023,98.000,0,Optimal,0.00000,default
instance_n15_r30_d20_3.txt,1,kadapt-b,15,10,2,0.028,98.000,0,Optimal,0.00000,default
instance_n15_r30_d20_3.txt,1,kadapt-b,15,10,3,0.290,98.000,0,Optimal,0.00538,default
instance_n15_r30_d20_3.txt,1,kadapt-b,15,10,4,0.036,98.000,0,Optimal,0.00000,default
instance_n15_r30_d20_3.txt,1,kadapt-b,15,10,5,2760.530,98.000,0,Optimal,0.00998,default
instance_n15_r30_d20_3.txt,1,kadapt-b,15,10,6,0.055,98.000,0,Optimal,0.00000,default
instance_n15_r30_d20_4.txt,1,kadapt-b,15,1,1,0.040,98.000,0,Optimal,0.00000,default
instance_n15_r30_d20_4.txt,1,kadapt-b,15,1,2,13.017,91.565,0,Optimal,0.00950,default
instance_n15_r30_d20_4.txt,1,kadapt-b,15,2,1,0.045,133.000,0,Optimal,0.00000,default
instance_n15_r30_d20_4.txt,1,kadapt-b,15,2,2,595.931,124.576,0,Optimal,0.00999,default
instance_n15_r30_d20_4.txt,1,kadapt-b,15,3,1,0.069,146.000,0,Optimal,0.00000,default
instance_n15_r30_d20_4.txt,1,kadapt-b,15,3,2,157.211,140.489,0,Optimal,0.00996,default
instance_n15_r30_d20_4.txt,1,kadapt-b,15,4,1,0.048,159.000,0,Optimal,0.00000,default
instance_n15_r30_d20_4.txt,1,kadapt-b,15,4,2,87.820,153.489,0,Optimal,0.00996,default
instance_n15_r30_d20_4.txt,1,kadapt-b,15,5,1,0.050,159.000,0,Optimal,0.00000,default
instance_n15_r30_d20_4.txt,1,kadapt-b,15,5,2,42.342,159.000,0,Optimal,0.00995,default
instance_n15_r30_d20_4.txt,1,kadapt-b,15,6,1,0.038,159.000,0,Optimal,0.00409,default
instance_n15_r30_d20_4.txt,1,kadapt-b,15,6,2,18.645,159.000,0,Optimal,0.00913,default
instance_n15_r30_d20_4.txt,1,kadapt-b,15,7,1,0.038,159.000,0,Optimal,0.00000,default
instance_n15_r30_d20_4.txt,1,kadapt-b,15,7,2,0.790,159.000,0,Optimal,0.00598,default
instance_n15_r30_d20_4.txt,1,kadapt-b,15,7,3,47.724,159.000,0,Optimal,0.00986,default
instance_n15_r30_d20_4.txt,1,kadapt-b,15,8,1,0.033,159.000,0,Optimal,0.00000,default
instance_n15_r30_d20_4.txt,1,kadapt-b,15,8,2,0.524,159.000,0,Optimal,0.00646,default
instance_n15_r30_d20_4.txt,1,kadapt-b,15,8,3,76.538,159.000,0,Optimal,0.00992,default
instance_n15_r30_d20_4.txt,1,kadapt-b,15,8,4,869.333,159.000,0,Optimal,0.00982,default
instance_n15_r30_d20_4.txt,1,kadapt-b,15,9,1,0.030,159.000,0,Optimal,0.00000,default
instance_n15_r30_d20_4.txt,1,kadapt-b,15,9,2,0.319,159.000,0,Optimal,0.00000,default
instance_n15_r30_d20_4.txt,1,kadapt-b,15,9,3,5.072,159.000,0,Optimal,0.00926,default
instance_n15_r30_d20_4.txt,1,kadapt-b,15,9,4,18.786,159.000,0,Optimal,0.00707,default
instance_n15_r30_d20_4.txt,1,kadapt-b,15,10,1,0.034,159.000,0,Optimal,0.00000,default
instance_n15_r30_d20_4.txt,1,kadapt-b,15,10,2,0.163,159.000,0,Optimal,0.00000,default
instance_n15_r30_d20_4.txt,1,kadapt-b,15,10,3,4.059,159.000,0,Optimal,0.00851,default
instance_n15_r30_d20_4.txt,1,kadapt-b,15,10,4,0.855,159.000,0,Optimal,0.00339,default
instance_n15_r30_d20_4.txt,1,kadapt-b,15,10,5,2983.240,159.000,0,Optimal,0.00999,default
instance_n15_r30_d20_4.txt,1,kadapt-b,15,10,6,52.861,159.000,0,Optimal,0.00938,default
instance_n15_r30_d30_0.txt,1,kadapt-b,15,1,1,0.020,100.000,0,Optimal,0.00000,default
instance_n15_r30_d30_0.txt,1,kadapt-b,15,1,2,0.034,100.000,0,Optimal,0.00000,default
instance_n15_r30_d30_0.txt,1,kadapt-b,15,1,3,0.073,100.000,0,Optimal,0.00000,default
instance_n15_r30_d30_0.txt,1,kadapt-b,15,1,4,0.206,100.000,0,Optimal,0.00000,default
instance_n15_r30_d30_0.txt,1,kadapt-b,15,1,5,0.120,100.000,0,Optimal,0.00000,default
instance_n15_r30_d30_0.txt,1,kadapt-b,15,1,6,0.337,100.000,0,Optimal,0.00000,default
instance_n15_r30_d30_0.txt,1,kadapt-b,15,1,7,0.097,100.000,0,Optimal,0.00000,default
instance_n15_r30_d30_0.txt,1,kadapt-b,15,2,1,0.107,172.000,0,Optimal,0.00000,default
instance_n15_r30_d30_0.txt,1,kadapt-b,15,3,1,0.066,172.000,0,Optimal,0.00000,default
instance_n15_r30_d30_0.txt,1,kadapt-b,15,3,2,451.854,172.000,0,Optimal,0.01000,default
instance_n15_r30_d30_0.txt,1,kadapt-b,15,4,1,0.043,172.000,0,Optimal,0.00000,default
instance_n15_r30_d30_0.txt,1,kadapt-b,15,4,2,8.704,172.000,0,Optimal,0.00984,default
instance_n15_r30_d30_0.txt,1,kadapt-b,15,5,1,0.043,172.000,0,Optimal,0.00000,default
instance_n15_r30_d30_0.txt,1,kadapt-b,15,5,2,3.737,172.000,0,Optimal,0.00764,default
instance_n15_r30_d30_0.txt,1,kadapt-b,15,5,3,3600.000,172.000,0,Time Lim,0.49725,default
instance_n15_r30_d30_0.txt,1,kadapt-b,15,6,1,0.040,172.000,0,Optimal,0.00000,default
instance_n15_r30_d30_0.txt,1,kadapt-b,15,6,2,0.406,172.000,0,Optimal,0.00000,default
instance_n15_r30_d30_0.txt,1,kadapt-b,15,6,3,241.654,172.000,0,Optimal,0.00999,default
instance_n15_r30_d30_0.txt,1,kadapt-b,15,7,1,0.043,172.000,0,Optimal,0.00000,default
instance_n15_r30_d30_0.txt,1,kadapt-b,15,7,2,0.443,172.000,0,Optimal,0.00018,default
instance_n15_r30_d30_0.txt,1,kadapt-b,15,7,3,17.417,172.000,0,Optimal,0.00977,default
instance_n15_r30_d30_0.txt,1,kadapt-b,15,7,4,1198.570,172.000,0,Optimal,0.00999,default
instance_n15_r30_d30_0.txt,1,kadapt-b,15,8,1,0.044,172.000,0,Optimal,0.00000,default
instance_n15_r30_d30_0.txt,1,kadapt-b,15,8,2,0.604,172.000,0,Optimal,0.00871,default
instance_n15_r30_d30_0.txt,1,kadapt-b,15,8,3,31.823,172.000,0,Optimal,0.00972,default
instance_n15_r30_d30_0.txt,1,kadapt-b,15,8,4,308.408,172.000,0,Optimal,0.00992,default
instance_n15_r30_d30_0.txt,1,kadapt-b,15,9,1,0.028,172.000,0,Optimal,0.00000,default
instance_n15_r30_d30_0.txt,1,kadapt-b,15,9,2,0.136,172.000,0,Optimal,0.00000,default
instance_n15_r30_d30_0.txt,1,kadapt-b,15,9,3,5.114,172.000,0,Optimal,0.00934,default
instance_n15_r30_d30_0.txt,1,kadapt-b,15,9,4,330.862,172.000,0,Optimal,0.00923,default
instance_n15_r30_d30_0.txt,1,kadapt-b,15,9,5,782.146,172.000,0,Optimal,0.00996,default
instance_n15_r30_d30_0.txt,1,kadapt-b,15,9,6,2043.610,172.000,0,Optimal,0.00992,default
instance_n15_r30_d30_0.txt,1,kadapt-b,15,10,1,0.028,172.000,0,Optimal,0.00000,default
instance_n15_r30_d30_0.txt,1,kadapt-b,15,10,2,0.148,172.000,0,Optimal,0.00000,default
instance_n15_r30_d30_0.txt,1,kadapt-b,15,10,3,0.742,172.000,0,Optimal,0.00419,default
instance_n15_r30_d30_0.txt,1,kadapt-b,15,10,4,1.316,172.000,0,Optimal,0.00788,default
instance_n15_r30_d30_0.txt,1,kadapt-b,15,10,5,2.114,172.000,0,Optimal,0.00927,default
instance_n15_r30_d30_1.txt,1,kadapt-b,15,1,1,0.064,142.000,0,Optimal,0.00000,default
instance_n15_r30_d30_1.txt,1,kadapt-b,15,1,2,55.797,131.000,0,Optimal,0.00978,default
instance_n15_r30_d30_1.txt,1,kadapt-b,15,2,1,0.114,199.000,0,Optimal,0.00000,default
instance_n15_r30_d30_1.txt,1,kadapt-b,15,3,1,0.092,199.000,0,Optimal,0.00748,default
instance_n15_r30_d30_1.txt,1,kadapt-b,15,3,2,102.889,199.000,0,Optimal,0.00991,default
instance_n15_r30_d30_1.txt,1,kadapt-b,15,4,1,0.104,199.000,0,Optimal,0.00000,default
instance_n15_r30_d30_1.txt,1,kadapt-b,15,4,2,4.718,199.000,0,Optimal,0.00981,default
instance_n15_r30_d30_1.txt,1,kadapt-b,15,4,3,3600.000,199.000,0,Time Lim,0.72282,default
instance_n15_r30_d30_1.txt,1,kadapt-b,15,5,1,0.039,199.000,0,Optimal,0.00000,default
instance_n15_r30_d30_1.txt,1,kadapt-b,15,5,2,0.837,199.000,0,Optimal,0.00846,default
instance_n15_r30_d30_1.txt,1,kadapt-b,15,5,3,1122.520,199.000,0,Optimal,0.00999,default
instance_n15_r30_d30_1.txt,1,kadapt-b,15,6,1,0.048,199.000,0,Optimal,0.00000,default
instance_n15_r30_d30_1.txt,1,kadapt-b,15,6,2,1.572,199.000,0,Optimal,0.00590,default
instance_n15_r30_d30_1.txt,1,kadapt-b,15,6,3,43.725,199.000,0,Optimal,0.00977,default
instance_n15_r30_d30_1.txt,1,kadapt-b,15,7,1,0.041,199.000,0,Optimal,0.00000,default
instance_n15_r30_d30_1.txt,1,kadapt-b,15,7,2,0.981,199.000,0,Optimal,0.00000,default
instance_n15_r30_d30_1.txt,1,kadapt-b,15,7,3,4.384,199.000,0,Optimal,0.00978,default
instance_n15_r30_d30_1.txt,1,kadapt-b,15,7,4,289.476,199.000,0,Optimal,0.00999,default
instance_n15_r30_d30_1.txt,1,kadapt-b,15,8,1,0.037,199.000,0,Optimal,0.00000,default
instance_n15_r30_d30_1.txt,1,kadapt-b,15,8,2,0.317,199.000,0,Optimal,0.00888,default
instance_n15_r30_d30_1.txt,1,kadapt-b,15,8,3,3.363,199.000,0,Optimal,0.00692,default
instance_n15_r30_d30_1.txt,1,kadapt-b,15,8,4,321.398,199.000,0,Optimal,0.00994,default
instance_n15_r30_d30_1.txt,1,kadapt-b,15,9,1,0.037,199.000,0,Optimal,0.00000,default
instance_n15_r30_d30_1.txt,1,kadapt-b,15,9,2,0.255,199.000,0,Optimal,0.00000,default
instance_n15_r30_d30_1.txt,1,kadapt-b,15,9,3,5.754,199.000,0,Optimal,0.00979,default
instance_n15_r30_d30_1.txt,1,kadapt-b,15,9,4,13.241,199.000,0,Optimal,0.00737,default
instance_n15_r30_d30_1.txt,1,kadapt-b,15,9,5,196.819,199.000,0,Optimal,0.00954,default
instance_n15_r30_d30_1.txt,1,kadapt-b,15,10,1,0.038,199.000,0,Optimal,0.00000,default
instance_n15_r30_d30_1.txt,1,kadapt-b,15,10,2,0.281,199.000,0,Optimal,0.00000,default
instance_n15_r30_d30_1.txt,1,kadapt-b,15,10,3,2.369,199.000,0,Optimal,0.00843,default
instance_n15_r30_d30_1.txt,1,kadapt-b,15,10,4,7.453,199.000,0,Optimal,0.00977,default
instance_n15_r30_d30_1.txt,1,kadapt-b,15,10,5,94.249,199.000,0,Optimal,0.00904,default
instance_n15_r30_d30_1.txt,1,kadapt-b,15,10,6,5.644,199.000,0,Optimal,0.00689,default
instance_n15_r30_d30_1.txt,1,kadapt-b,15,10,7,13.718,199.000,0,Optimal,0.00977,default
instance_n15_r30_d30_2.txt,1,kadapt-b,15,1,1,0.030,196.000,0,Optimal,0.00000,default
instance_n15_r30_d30_2.txt,1,kadapt-b,15,1,2,2.232,180.681,0,Optimal,0.00827,default
