with_vector;1;120001;0.1;11920;0.06;10720
with_map;1;120001;0.1;11920;0.09;17344
with_unordered_map;1;120001;0.1;11920;0.15;27696
with_vector;1;120001;0.25;30123;0.06;12564
with_map;1;120001;0.25;30123;0.08;19280
with_unordered_map;1;120001;0.25;30123;0.13;29412
with_vector;1;120001;0.5;60049;0.07;15292
with_map;1;120001;0.5;60049;0.11;21944
with_unordered_map;1;120001;0.5;60049;0.18;32192
with_vector;1;120001;0.75;90105;0.07;18256
with_map;1;120001;0.75;90105;0.14;24848
with_unordered_map;1;120001;0.75;90105;0.15;35168
with_vector;1;120001;1;120001;0.07;21032
with_map;1;120001;1;120001;0.09;27644
with_unordered_map;1;120001;1;120001;0.14;37960
with_vector;1;130001;0.1;13167;0.06;11712
with_map;1;130001;0.1;13167;0.08;18708
with_unordered_map;1;130001;0.1;13167;0.16;29944
with_vector;1;130001;0.25;32691;0.07;13508
with_map;1;130001;0.25;32691;0.11;20504
with_unordered_map;1;130001;0.25;32691;0.18;31664
with_vector;1;130001;0.5;65194;0.07;16200
with_map;1;130001;0.5;65194;0.10;23468
with_unordered_map;1;130001;0.5;65194;0.19;34752
with_vector;1;130001;0.75;97520;0.07;19564
with_map;1;130001;0.75;97520;0.10;26644
with_unordered_map;1;130001;0.75;97520;0.15;37792
with_vector;1;130001;1;130001;0.11;22476
with_map;1;130001;1;130001;0.11;29600
with_unordered_map;1;130001;1;130001;0.14;40964
with_vector;1;140001;0.1;14079;0.08;12060
with_map;1;140001;0.1;14079;0.12;19760
with_unordered_map;1;140001;0.1;14079;0.19;32004
with_vector;1;140001;0.25;34871;0.08;14092
with_map;1;140001;0.25;34871;0.09;21836
with_unordered_map;1;140001;0.25;34871;0.14;33712
with_vector;1;140001;0.5;70073;0.08;17332
with_map;1;140001;0.5;70073;0.12;24988
with_unordered_map;1;140001;0.5;70073;0.20;37216
with_vector;1;140001;0.75;105133;0.12;20784
with_map;1;140001;0.75;105133;0.14;28444
with_unordered_map;1;140001;0.75;105133;0.17;40312
with_vector;1;140001;1;140001;0.10;23988
with_map;1;140001;1;140001;0.13;31692
with_unordered_map;1;140001;1;140001;0.16;43872
with_vector;1;150001;0.1;14888;0.11;12828
with_map;1;150001;0.1;14888;0.10;21108
with_unordered_map;1;150001;0.1;14888;0.16;33724
with_vector;1;150001;0.25;37835;0.08;14976
with_map;1;150001;0.25;37835;0.12;23068
with_unordered_map;1;150001;0.25;37835;0.20;36144
with_vector;1;150001;0.5;74762;0.13;18460
with_map;1;150001;0.5;74762;0.14;26540
with_unordered_map;1;150001;0.5;74762;0.17;39468
with_vector;1;150001;0.75;112442;0.14;21892
with_map;1;150001;0.75;112442;0.13;30024
with_unordered_map;1;150001;0.75;112442;0.18;43012
with_vector;1;150001;1;150001;0.13;25636
with_map;1;150001;1;150001;0.13;33824
with_unordered_map;1;150001;1;150001;0.19;46448
with_vector;1;160001;0.1;15959;0.12;13444
with_map;1;160001;0.1;15959;0.10;22212
with_unordered_map;1;160001;0.1;15959;0.17;35852
with_vector;1;160001;0.25;39946;0.09;15756
with_map;1;160001;0.25;39946;0.10;24592
with_unordered_map;1;160001;0.25;39946;0.17;38128
with_vector;1;160001;0.5;80159;0.10;19568
with_map;1;160001;0.5;80159;0.15;28172
with_unordered_map;1;160001;0.5;80159;0.17;41860
with_vector;1;160001;0.75;120034;0.14;23264
with_map;1;160001;0.75;120034;0.13;31924
with_unordered_map;1;160001;0.75;120034;0.19;45696
with_vector;1;160001;1;160001;0.10;26800
with_map;1;160001;1;160001;0.15;35672
with_unordered_map;1;160001;1;160001;0.21;49424
with_vector;1;170001;0.1;17087;0.10;14020
with_map;1;170001;0.1;17087;0.10;23464
with_unordered_map;1;170001;0.1;17087;0.19;37956
with_vector;1;170001;0.25;42425;0.11;16404
with_map;1;170001;0.25;42425;0.12;25784
with_unordered_map;1;170001;0.25;42425;0.17;40392
with_vector;1;170001;0.5;85193;0.13;20616
with_map;1;170001;0.5;85193;0.11;29660
with_unordered_map;1;170001;0.5;85193;0.18;44288
with_vector;1;170001;0.75;127298;0.11;24468
with_map;1;170001;0.75;127298;0.12;33712
with_unordered_map;1;170001;0.75;127298;0.19;48364
with_vector;1;170001;1;170001;0.10;28524
with_map;1;170001;1;170001;0.13;37664
with_unordered_map;1;170001;1;170001;0.19;52200
with_vector;1;180001;0.1;17870;0.10;14760
with_map;1;180001;0.1;17870;0.11;24516
with_unordered_map;1;180001;0.1;17870;0.17;40060
with_vector;1;180001;0.25;44838;0.11;17204
with_map;1;180001;0.25;44838;0.11;27024
with_unordered_map;1;180001;0.25;44838;0.18;42348
with_vector;1;180001;0.5;90296;0.11;21616
with_map;1;180001;0.5;90296;0.12;31452
with_unordered_map;1;180001;0.5;90296;0.19;46780
with_vector;1;180001;0.75;134950;0.11;25596
with_map;1;180001;0.75;134950;0.12;35516
with_unordered_map;1;180001;0.75;134950;0.20;50872
with_vector;1;180001;1;180001;0.12;29864
with_map;1;180001;1;180001;0.14;39880
with_unordered_map;1;180001;1;180001;0.20;55096
with_vector;1;190001;0.1;19015;0.10;15412
with_map;1;190001;0.1;19015;0.11;25844
with_unordered_map;1;190001;0.1;19015;0.18;42168
with_vector;1;190001;0.25;47524;0.11;17788
with_map;1;190001;0.25;47524;0.12;28420
with_unordered_map;1;190001;0.25;47524;0.19;44928
with_vector;1;190001;0.5;95379;0.13;22348
with_map;1;190001;0.5;95379;0.13;33036
with_unordered_map;1;190001;0.5;95379;0.20;49348
with_vector;1;190001;0.75;142554;0.12;26912
with_map;1;190001;0.75;142554;0.13;37404
with_unordered_map;1;190001;0.75;142554;0.21;53636
with_vector;1;190001;1;190001;0.13;31340
with_map;1;190001;1;190001;0.14;41668
with_unordered_map;1;190001;1;190001;0.21;57928
with_vector;5;1;0.1;1;0.00;3584
with_map;5;1;0.1;1;0.00;3756
with_unordered_map;5;1;0.1;1;0.00;3556
with_vector;5;1;0.25;1;0.00;3680
with_map;5;1;0.25;1;0.00;3540
with_unordered_map;5;1;0.25;1;0.00;3556
with_vector;5;1;0.5;3;0.00;3676
with_map;5;1;0.5;3;0.00;3672
with_unordered_map;5;1;0.5;3;0.00;3772
with_vector;5;1;0.75;4;0.00;3768
with_map;5;1;0.75;4;0.00;3756
with_unordered_map;5;1;0.75;4;0.00;3556
with_vector;5;1;1;5;0.00;3672
with_map;5;1;1;5;0.00;3636
with_unordered_map;5;1;1;5;0.00;3600
with_vector;5;10001;0.1;4880;0.04;4864
with_map;5;10001;0.1;4880;0.05;7284
with_unordered_map;5;10001;0.1;4880;0.06;6812
with_vector;5;10001;0.25;12283;0.03;5688
with_map;5;10001;0.25;12283;0.03;7916
with_unordered_map;5;10001;0.25;12283;0.04;7572
with_vector;5;10001;0.5;25146;0.03;6716
with_map;5;10001;0.5;25146;0.04;9148
with_unordered_map;5;10001;0.5;25146;0.04;8752
with_vector;5;10001;0.75;37483;0.03;7916
with_map;5;10001;0.75;37483;0.03;10328
with_unordered_map;5;10001;0.75;37483;0.04;10076
with_vector;5;10001;1;50005;0.04;9100
with_map;5;10001;1;50005;0.06;11532
with_unordered_map;5;10001;1;50005;0.07;11012
with_vector;5;20001;0.1;9964;0.10;6132
with_map;5;20001;0.1;9964;0.11;11320
with_unordered_map;5;20001;0.1;9964;0.13;10544
with_vector;5;20001;0.25;25063;0.11;7576
with_map;5;20001;0.25;25063;0.12;12712
with_unordered_map;5;20001;0.25;25063;0.08;11904
with_vector;5;20001;0.5;50190;0.09;10068
with_map;5;20001;0.5;50190;0.12;14968
with_unordered_map;5;20001;0.5;50190;0.12;14312
with_vector;5;20001;0.75;75264;0.11;12384
with_map;5;20001;0.75;75264;0.13;17404
with_unordered_map;5;20001;0.75;75264;0.09;16656
with_vector;5;20001;1;100005;0.10;14524
with_map;5;20001;1;100005;0.13;19676
with_unordered_map;5;20001;1;100005;0.12;18928
with_vector;5;30001;0.1;15176;0.13;7728
with_map;5;30001;0.1;15176;0.11;15356
with_unordered_map;5;30001;0.1;15176;0.11;14200
with_vector;5;30001;0.25;37367;0.14;9604
with_map;5;30001;0.25;37367;0.13;17344
with_unordered_map;5;30001;0.25;37367;0.14;16296
with_vector;5;30001;0.5;74723;0.11;13176
with_map;5;30001;0.5;74723;0.11;21148
with_unordered_map;5;30001;0.5;74723;0.14;19680
with_vector;5;30001;0.75;112281;0.15;16812
with_map;5;30001;0.75;112281;0.13;24472
with_unordered_map;5;30001;0.75;112281;0.16;23152
with_vector;5;30001;1;150005;0.15;20292
with_map;5;30001;1;150005;0.14;27904
with_unordered_map;5;30001;1;150005;0.15;26984
with_vector;5;40001;0.1;19857;0.14;9288
with_map;5;40001;0.1;19857;0.13;19500
with_unordered_map;5;40001;0.1;19857;0.15;17856
with_vector;5;40001;0.25;49734;0.14;11800
with_map;5;40001;0.25;49734;0.14;22080
with_unordered_map;5;40001;0.25;49734;0.15;20524
with_vector;5;40001;0.5;99797;0.14;16556
with_map;5;40001;0.5;99797;0.15;26892
with_unordered_map;5;40001;0.5;99797;0.17;25260
with_vector;5;40001;0.75;149892;0.14;21416
with_map;5;40001;0.75;149892;0.16;31596
with_unordered_map;5;40001;0.75;149892;0.18;30016
with_vector;5;40001;1;200005;0.15;26092
with_map;5;40001;1;200005;0.16;36472
with_unordered_map;5;40001;1;200005;0.18;34900
with_vector;5;50001;0.1;25074;0.18;10452
with_map;5;50001;0.1;25074;0.16;23468
with_unordered_map;5;50001;0.1;25074;0.18;21576
with_vector;5;50001;0.25;62488;0.18;14092
with_map;5;50001;0.25;62488;0.17;26964
with_unordered_map;5;50001;0.25;62488;0.19;25068
with_vector;5;50001;0.5;124874;0.17;19972
with_map;5;50001;0.5;124874;0.18;33040
with_unordered_map;5;50001;0.5;124874;0.21;30928
with_vector;5;50001;0.75;187629;0.20;25900
with_map;5;50001;0.75;187629;0.20;38716
with_unordered_map;5;50001;0.75;187629;0.22;36996
with_vector;5;50001;1;250005;0.20;31644
with_map;5;50001;1;250005;0.20;44512
with_unordered_map;5;50001;1;250005;0.23;42612
with_vector;5;60001;0.1;29754;0.18;12128
with_map;5;60001;0.1;29754;0.19;27424
with_unordered_map;5;60001;0.1;29754;0.24;25320
with_vector;5;60001;0.25;75137;0.21;16380
with_map;5;60001;0.25;75137;0.21;31980
with_unordered_map;5;60001;0.25;75137;0.25;29492
with_vector;5;60001;0.5;149897;0.25;23504
with_map;5;60001;0.5;149897;0.24;38820
with_unordered_map;5;60001;0.5;149897;0.26;36348
with_vector;5;60001;0.75;225199;0.21;30268
with_map;5;60001;0.75;225199;0.24;45768
with_unordered_map;5;60001;0.75;225199;0.28;43496
with_vector;5;60001;1;300005;0.26;37444
with_map;5;60001;1;300005;0.27;52764
with_unordered_map;5;60001;1;300005;0.29;50736
with_vector;5;70001;0.1;35131;0.25;13760
with_map;5;70001;0.1;35131;0.24;31748
with_unordered_map;5;70001;0.1;35131;0.26;29128
with_vector;5;70001;0.25;87527;0.25;18512
with_map;5;70001;0.25;87527;0.23;36620
with_unordered_map;5;70001;0.25;87527;0.28;33724
with_vector;5;70001;0.5;174260;0.26;26644
with_map;5;70001;0.5;174260;0.27;44524
with_unordered_map;5;70001;0.5;174260;0.30;41956
with_vector;5;70001;0.75;262703;0.29;34720
with_map;5;70001;0.75;262703;0.29;52936
with_unordered_map;5;70001;0.75;262703;0.31;50080
with_vector;5;70001;1;350005;0.26;43008
with_map;5;70001;1;350005;0.28;61160
with_unordered_map;5;70001;1;350005;0.32;58372
with_vector;5;80001;0.1;39998;0.27;15120
with_map;5;80001;0.1;39998;0.26;35616
with_unordered_map;5;80001;0.1;39998;0.30;32820
with_vector;5;80001;0.25;100127;0.30;20836
with_map;5;80001;0.25;100127;0.29;41360
with_unordered_map;5;80001;0.25;100127;0.32;38252
with_vector;5;80001;0.5;200031;0.27;29972
with_map;5;80001;0.5;200031;0.29;50664
with_unordered_map;5;80001;0.5;200031;0.34;47496
with_vector;5;80001;0.75;300024;0.32;39308
with_map;5;80001;0.75;300024;0.32;60228
with_unordered_map;5;80001;0.75;300024;0.35;57068
with_vector;5;80001;1;400005;0.34;48768
with_map;5;80001;1;400005;0.33;69352
with_unordered_map;5;80001;1;400005;0.37;66236
with_vector;5;90001;0.1;44983;0.27;16604
with_map;5;90001;0.1;44983;0.31;39772
with_unordered_map;5;90001;0.1;44983;0.36;36224
with_vector;5;90001;0.25;112204;0.31;22800
with_map;5;90001;0.25;112204;0.31;46236
with_unordered_map;5;90001;0.25;112204;0.35;42388
with_vector;5;90001;0.5;225152;0.33;33444
with_map;5;90001;0.5;225152;0.33;56668
with_unordered_map;5;90001;0.5;225152;0.38;52996
with_vector;5;90001;0.75;337557;0.33;44124
with_map;5;90001;0.75;337557;0.35;67304
with_unordered_map;5;90001;0.75;337557;0.39;63668
with_vector;5;90001;1;450005;0.33;54616
with_map;5;90001;1;450005;0.39;77580
with_unordered_map;5;90001;1;450005;0.41;74172
with_vector;5;100001;0.1;49739;0.33;17996
with_map;5;100001;0.1;49739;0.34;43748
with_unordered_map;5;100001;0.1;49739;0.41;39852
with_vector;5;100001;0.25;125143;0.33;25004
with_map;5;100001;0.25;125143;0.34;50984
with_unordered_map;5;100001;0.25;125143;0.41;46916
with_vector;5;100001;0.5;250348;0.34;36792
with_map;5;100001;0.5;250348;0.39;62612
with_unordered_map;5;100001;0.5;250348;0.42;58532
with_vector;5;100001;0.75;375047;0.37;48612
with_map;5;100001;0.75;375047;0.42;74152
with_unordered_map;5;100001;0.75;375047;0.44;70460
with_vector;5;100001;1;500005;0.40;60064
with_map;5;100001;1;500005;0.40;86080
with_unordered_map;5;100001;1;500005;0.53;81948
with_vector;5;110001;0.1;54682;0.36;19580
with_map;5;110001;0.1;54682;0.38;47716
with_unordered_map;5;110001;0.1;54682;0.41;43492
with_vector;5;110001;0.25;137049;0.37;27068
with_map;5;110001;0.25;137049;0.37;55736
with_unordered_map;5;110001;0.25;137049;0.43;51100
with_vector;5;110001;0.5;275318;0.38;40164
with_map;5;110001;0.5;275318;0.40;68624
with_unordered_map;5;110001;0.5;275318;0.46;64124
with_vector;5;110001;0.75;411961;0.41;52976
with_map;5;110001;0.75;411961;0.43;81348
with_unordered_map;5;110001;0.75;411961;0.50;77024
with_vector;5;110001;1;550005;0.41;66028
with_map;5;110001;1;550005;0.44;94280
with_unordered_map;5;110001;1;550005;0.51;89956
with_vector;5;120001;0.1;59817;0.37;21212
with_map;5;120001;0.1;59817;0.40;51916
with_unordered_map;5;120001;0.1;59817;0.45;47196
with_vector;5;120001;0.25;149995;0.38;29440
with_map;5;120001;0.25;149995;0.41;60420
with_unordered_map;5;120001;0.25;149995;0.51;55592
with_vector;5;120001;0.5;300065;0.42;43484
with_map;5;120001;0.5;300065;0.46;74368
with_unordered_map;5;120001;0.5;300065;0.50;69616
with_vector;5;120001;0.75;450033;0.43;57516
with_map;5;120001;0.75;450033;0.46;88472
with_unordered_map;5;120001;0.75;450033;0.53;83872
with_vector;5;120001;1;600005;0.45;71416
with_map;5;120001;1;600005;0.49;102676
with_unordered_map;5;120001;1;600005;0.54;98000
with_vector;5;130001;0.1;64727;0.40;22472
with_map;5;130001;0.1;64727;0.43;55892
with_unordered_map;5;130001;0.1;64727;0.49;50992
with_vector;5;130001;0.25;163120;0.41;31512
with_map;5;130001;0.25;163120;0.45;65040
with_unordered_map;5;130001;0.25;163120;0.51;60240
with_vector;5;130001;0.5;324859;0.44;47004
with_map;5;130001;0.5;324859;0.47;80468
with_unordered_map;5;130001;0.5;324859;0.55;75280
with_vector;5;130001;0.75;487353;0.46;61992
with_map;5;130001;0.75;487353;0.50;95584
with_unordered_map;5;130001;0.75;487353;0.59;90592
with_vector;5;130001;1;650005;0.47;77364
with_map;5;130001;1;650005;0.55;110896
with_unordered_map;5;130001;1;650005;0.71;105764
with_vector;5;140001;0.1;70362;0.45;23988
with_map;5;140001;0.1;70362;0.46;60228
with_unordered_map;5;140001;0.1;70362;0.53;54624
with_vector;5;140001;0.25;175039;0.43;33768
with_map;5;140001;0.25;175039;0.49;69792
with_unordered_map;5;140001;0.25;175039;0.55;64348
with_vector;5;140001;0.5;350748;0.47;50392
with_map;5;140001;0.5;350748;0.52;86356
with_unordered_map;5;140001;0.5;350748;0.59;80980
with_vector;5;140001;0.75;524925;0.48;66440
with_map;5;140001;0.75;524925;0.54;102612
with_unordered_map;5;140001;0.75;524925;0.61;97072
with_vector;5;140001;1;700005;0.53;83148
with_map;5;140001;1;700005;0.57;119048
with_unordered_map;5;140001;1;700005;0.63;113764
with_vector;5;150001;0.1;74648;0.44;25440
with_map;5;150001;0.1;74648;0.49;64072
with_unordered_map;5;150001;0.1;74648;0.57;58392
with_vector;5;150001;0.25;187493;0.47;35936
with_map;5;150001;0.25;187493;0.51;74684
with_unordered_map;5;150001;0.25;187493;0.59;68952
with_vector;5;150001;0.5;374891;0.51;53576
with_map;5;150001;0.5;374891;0.55;92440
with_unordered_map;5;150001;0.5;374891;0.64;86316
with_vector;5;150001;0.75;562801;0.53;71244
with_map;5;150001;0.75;562801;0.60;109856
with_unordered_map;5;150001;0.75;562801;0.69;103940
with_vector;5;150001;1;750005;0.56;88736
with_map;5;150001;1;750005;0.62;127480
with_unordered_map;5;150001;1;750005;0.69;121744
with_vector;5;160001;0.1;80244;0.48;26820
with_map;5;160001;0.1;80244;0.52;68448
with_unordered_map;5;160001;0.1;80244;0.60;62096
with_vector;5;160001;0.25;199926;0.51;38204
with_map;5;160001;0.25;199926;0.55;79384
with_unordered_map;5;160001;0.25;199926;0.63;73156
with_vector;5;160001;0.5;400066;0.54;57064
with_map;5;160001;0.5;400066;0.59;98120
with_unordered_map;5;160001;0.5;400066;0.67;91924
with_vector;5;160001;0.75;600590;0.58;75708
with_map;5;160001;0.75;600590;0.62;116876
with_unordered_map;5;160001;0.75;600590;0.69;110928
with_vector;5;160001;1;800005;0.61;94552
with_map;5;160001;1;800005;0.67;135568
with_unordered_map;5;160001;1;800005;0.73;129400
with_vector;5;170001;0.1;84887;0.51;28472
with_map;5;170001;0.1;84887;0.56;72268
with_unordered_map;5;170001;0.1;84887;0.64;65780
with_vector;5;170001;0.25;211909;0.52;40420
with_map;5;170001;0.25;211909;0.58;84192
with_unordered_map;5;170001;0.25;211909;0.66;77500
with_vector;5;170001;0.5;424384;0.57;60232
with_map;5;170001;0.5;424384;0.69;104048
with_unordered_map;5;170001;0.5;424384;0.73;97296
with_vector;5;170001;0.75;637929;0.60;80220
with_map;5;170001;0.75;637929;0.68;124112
with_unordered_map;5;170001;0.75;637929;0.75;117416
with_vector;5;170001;1;850005;0.64;99964
with_map;5;170001;1;850005;0.72;143908
with_unordered_map;5;170001;1;850005;0.78;137220
with_vector;5;180001;0.1;89965;0.54;29736
with_map;5;180001;0.1;89965;0.59;76208
with_unordered_map;5;180001;0.1;89965;0.70;69428
with_vector;5;180001;0.25;225088;0.57;42376
with_map;5;180001;0.25;225088;0.64;89008
with_unordered_map;5;180001;0.25;225088;0.70;82088
with_vector;5;180001;0.5;449697;0.61;63548
with_map;5;180001;0.5;449697;0.69;110000
with_unordered_map;5;180001;0.5;449697;0.78;102900
