with_vector;1;1;0.1;0;0.00;3544
with_map;1;1;0.1;0;0.00;3628
with_unordered_map;1;1;0.1;0;0.00;3604
with_vector;1;1;0.25;0;0.00;3668
with_map;1;1;0.25;0;0.00;3672
with_unordered_map;1;1;0.25;0;0.00;3660
with_vector;1;1;0.5;0;0.00;3756
with_map;1;1;0.5;0;0.00;3672
with_unordered_map;1;1;0.5;0;0.00;3652
with_vector;1;1;0.75;1;0.00;3628
with_map;1;1;0.75;1;0.00;3672
with_unordered_map;1;1;0.75;1;0.00;3560
with_vector;1;1;1;1;0.00;3676
with_map;1;1;1;1;0.00;3540
with_unordered_map;1;1;1;1;0.00;3560
with_vector;1;10001;0.1;1027;0.00;3952
with_map;1;10001;0.1;1027;0.00;4420
with_unordered_map;1;10001;0.1;1027;0.01;5324
with_vector;1;10001;0.25;2543;0.00;4088
with_map;1;10001;0.25;2543;0.00;4616
with_unordered_map;1;10001;0.25;2543;0.01;5584
with_vector;1;10001;0.5;4989;0.00;4456
with_map;1;10001;0.5;4989;0.00;4760
with_unordered_map;1;10001;0.5;4989;0.01;5472
with_vector;1;10001;0.75;7461;0.00;4596
with_map;1;10001;0.75;7461;0.01;5032
with_unordered_map;1;10001;0.75;7461;0.01;5848
with_vector;1;10001;1;10001;0.00;4872
with_map;1;10001;1;10001;0.01;5320
with_unordered_map;1;10001;1;10001;0.01;6000
with_vector;1;20001;0.1;1976;0.01;4560
with_map;1;20001;0.1;1976;0.01;5520
with_unordered_map;1;20001;0.1;1976;0.02;7436
with_vector;1;20001;0.25;4861;0.01;4716
with_map;1;20001;0.25;4861;0.01;5724
with_unordered_map;1;20001;0.25;4861;0.02;7596
with_vector;1;20001;0.5;9983;0.01;5292
with_map;1;20001;0.5;9983;0.01;6300
with_unordered_map;1;20001;0.5;9983;0.02;8168
with_vector;1;20001;0.75;14951;0.01;5844
with_map;1;20001;0.75;14951;0.01;6780
with_unordered_map;1;20001;0.75;14951;0.02;8452
with_vector;1;20001;1;20001;0.01;6036
with_map;1;20001;1;20001;0.01;7420
with_unordered_map;1;20001;1;20001;0.02;8956
with_vector;1;30001;0.1;2982;0.01;5116
with_map;1;30001;0.1;2982;0.02;6848
with_unordered_map;1;30001;0.1;2982;0.03;9144
with_vector;1;30001;0.25;7575;0.01;5580
with_map;1;30001;0.25;7575;0.02;7140
with_unordered_map;1;30001;0.25;7575;0.03;9808
with_vector;1;30001;0.5;14909;0.02;6164
with_map;1;30001;0.5;14909;0.02;7896
with_unordered_map;1;30001;0.5;14909;0.03;10508
with_vector;1;30001;0.75;22617;0.02;6772
with_map;1;30001;0.75;22617;0.02;8696
with_unordered_map;1;30001;0.75;22617;0.04;11072
with_vector;1;30001;1;30001;0.02;7696
with_map;1;30001;1;30001;0.02;9224
with_unordered_map;1;30001;1;30001;0.04;11800
with_vector;1;40001;0.1;4111;0.02;5780
with_map;1;40001;0.1;4111;0.02;7836
with_unordered_map;1;40001;0.1;4111;0.04;11280
with_vector;1;40001;0.25;9916;0.02;6376
with_map;1;40001;0.25;9916;0.03;8480
with_unordered_map;1;40001;0.25;9916;0.04;11908
with_vector;1;40001;0.5;19877;0.02;7428
with_map;1;40001;0.5;19877;0.03;9532
with_unordered_map;1;40001;0.5;19877;0.04;12988
with_vector;1;40001;0.75;29969;0.02;8120
with_map;1;40001;0.75;29969;0.03;10208
with_unordered_map;1;40001;0.75;29969;0.05;13612
with_vector;1;40001;1;40001;0.02;9252
with_map;1;40001;1;40001;0.03;11364
with_unordered_map;1;40001;1;40001;0.05;14764
with_vector;1;50001;0.1;4901;0.02;6304
with_map;1;50001;0.1;4901;0.05;9152
with_unordered_map;1;50001;0.1;4901;0.09;13380
with_vector;1;50001;0.25;12505;0.03;7172
with_map;1;50001;0.25;12505;0.04;9768
with_unordered_map;1;50001;0.25;12505;0.06;14224
with_vector;1;50001;0.5;25003;0.03;8140
with_map;1;50001;0.5;25003;0.04;11124
with_unordered_map;1;50001;0.5;25003;0.06;15364
with_vector;1;50001;0.75;37596;0.03;9540
with_map;1;50001;0.75;37596;0.04;12160
with_unordered_map;1;50001;0.75;37596;0.06;16552
with_vector;1;50001;1;50001;0.03;10480
with_map;1;50001;1;50001;0.04;13500
with_unordered_map;1;50001;1;50001;0.06;17684
with_vector;1;60001;0.1;5998;0.03;7176
with_map;1;60001;0.1;5998;0.05;10268
with_unordered_map;1;60001;0.1;5998;0.10;15612
with_vector;1;60001;0.25;15165;0.06;7904
with_map;1;60001;0.25;15165;0.07;11056
with_unordered_map;1;60001;0.25;15165;0.11;16364
with_vector;1;60001;0.5;30196;0.06;9220
with_map;1;60001;0.5;30196;0.08;12704
with_unordered_map;1;60001;0.5;30196;0.12;17740
with_vector;1;60001;0.75;45109;0.03;10696
with_map;1;60001;0.75;45109;0.04;13952
with_unordered_map;1;60001;0.75;45109;0.12;19316
with_vector;1;60001;1;60001;0.07;12104
with_map;1;60001;1;60001;0.07;15292
with_unordered_map;1;60001;1;60001;0.07;20520
with_vector;1;70001;0.1;6993;0.04;7552
with_map;1;70001;0.1;6993;0.04;11532
with_unordered_map;1;70001;0.1;6993;0.07;17344
with_vector;1;70001;0.25;17501;0.05;8692
with_map;1;70001;0.25;17501;0.06;12316
with_unordered_map;1;70001;0.25;17501;0.08;18476
with_vector;1;70001;0.5;35004;0.04;10320
with_map;1;70001;0.5;35004;0.05;14240
with_unordered_map;1;70001;0.5;35004;0.08;20100
with_vector;1;70001;0.75;52500;0.04;11868
with_map;1;70001;0.75;52500;0.05;15760
with_unordered_map;1;70001;0.75;52500;0.08;21848
with_vector;1;70001;1;70001;0.04;13600
with_map;1;70001;1;70001;0.06;17316
with_unordered_map;1;70001;1;70001;0.09;23400
with_vector;1;80001;0.1;8038;0.04;8356
with_map;1;80001;0.1;8038;0.05;12768
with_unordered_map;1;80001;0.1;8038;0.09;19572
with_vector;1;80001;0.25;20083;0.05;9416
with_map;1;80001;0.25;20083;0.05;13640
with_unordered_map;1;80001;0.25;20083;0.09;20824
with_vector;1;80001;0.5;40087;0.05;11280
with_map;1;80001;0.5;40087;0.06;15880
with_unordered_map;1;80001;0.5;40087;0.10;22640
with_vector;1;80001;0.75;59995;0.05;13232
with_map;1;80001;0.75;59995;0.06;17644
with_unordered_map;1;80001;0.75;59995;0.10;24576
with_vector;1;80001;1;80001;0.05;14988
with_map;1;80001;1;80001;0.07;19460
with_unordered_map;1;80001;1;80001;0.10;26328
with_vector;1;90001;0.1;8911;0.05;9012
with_map;1;90001;0.1;8911;0.06;13924
with_unordered_map;1;90001;0.1;8911;0.10;21692
with_vector;1;90001;0.25;22606;0.05;10200
with_map;1;90001;0.25;22606;0.06;15284
with_unordered_map;1;90001;0.25;22606;0.10;22892
with_vector;1;90001;0.5;45052;0.06;12420
with_map;1;90001;0.5;45052;0.06;17172
with_unordered_map;1;90001;0.5;45052;0.10;25080
with_vector;1;90001;0.75;67493;0.05;14552
with_map;1;90001;0.75;67493;0.07;19304
with_unordered_map;1;90001;0.75;67493;0.11;27112
with_vector;1;90001;1;90001;0.08;16536
with_map;1;90001;1;90001;0.13;21308
with_unordered_map;1;90001;1;90001;0.13;29184
with_vector;1;100001;0.1;10022;0.05;9464
with_map;1;100001;0.1;10022;0.11;14940
with_unordered_map;1;100001;0.1;10022;0.12;23812
with_vector;1;100001;0.25;24808;0.08;11048
with_map;1;100001;0.25;24808;0.12;16328
with_unordered_map;1;100001;0.25;24808;0.16;25124
with_vector;1;100001;0.5;50052;0.06;13444
with_map;1;100001;0.5;50052;0.07;18664
with_unordered_map;1;100001;0.5;50052;0.11;27388
with_vector;1;100001;0.75;74843;0.08;15532
with_map;1;100001;0.75;74843;0.13;21152
with_unordered_map;1;100001;0.75;74843;0.16;29868
with_vector;1;100001;1;100001;0.06;17820
with_map;1;100001;1;100001;0.10;23476
with_unordered_map;1;100001;1;100001;0.15;32184
with_vector;1;110001;0.1;11102;0.05;10212
with_map;1;110001;0.1;11102;0.07;16328
with_unordered_map;1;110001;0.1;11102;0.11;25840
with_vector;1;110001;0.25;27490;0.06;11840
with_map;1;110001;0.25;27490;0.07;17912
with_unordered_map;1;110001;0.25;27490;0.11;27076
with_vector;1;110001;0.5;54963;0.06;14556
with_map;1;110001;0.5;54963;0.07;20268
with_unordered_map;1;110001;0.5;54963;0.12;29804
with_vector;1;110001;0.75;82131;0.07;16824
with_map;1;110001;0.75;82131;0.09;22952
with_unordered_map;1;110001;0.75;82131;0.13;32504
with_vector;1;110001;1;110001;0.10;19564
with_map;1;110001;1;110001;0.14;25516
with_unordered_map;1;110001;1;110001;0.14;35084
