"total_time","ecdf_value","log_total_time"
0.240465,0.0125,-0.618948126828716
0.57253,0.025,-0.242201751794883
0.787383,0.0375,-0.103813966083627
0.912683,0.05,-0.0396800387379092
1.01577,0.0625,0.00679538212237453
1.02548,0.075,0.0109271947147817
1.42485,0.0875,0.153769146729675
1.52747,0.1,0.183972689315638
1.71239,0.1125,0.233602682980597
1.73689,0.125,0.239772314759287
1.77677,0.1375,0.249631212726117
1.82702,0.15,0.261743301508037
2.17069,0.1625,0.336597805535306
2.62479,0.175,0.419094562793607
2.65719,0.1875,0.424422609359986
2.97089,0.2,0.472886571939171
3.08039,0.2125,0.48860570485286
4.35855,0.225,0.639342032448458
4.85892,0.2375,0.686539748652517
4.926,0.25,0.692494407503084
4.92934,0.2625,0.692788774541683
5.96304,0.275,0.775467722597628
6.16954,0.2875,0.790252784307293
6.34091,0.3,0.802151589051848
6.42695,0.3125,0.808004921225389
8.00468,0.325,0.903343974979612
8.49379,0.3375,0.929101519314347
9.17306,0.35,0.962514234190437
10.4384,0.3625,1.01863393502416
11.1223,0.375,1.04619460505372
12.7578,0.3875,1.10577578957042
12.8759,0.4,1.10977759510143
14.2794,0.4125,1.15470995938948
14.4444,0.425,1.15969950657474
14.5305,0.4375,1.16228055879251
14.6836,0.45,1.16683254525725
15.7791,0.4625,1.19808222851976
16.6863,0.475,1.22236004742072
17.5922,0.4875,1.24532015373351
20.633,0.5,1.31456237817784
26.3871,0.5125,1.42139166292928
27.7851,0.525,1.44381196417233
30.0954,0.5375,1.47850011993655
33.9129,0.55,1.53036492926927
42.9488,0.5625,1.63295103404249
44.8622,0.575,1.65188056716119
45.9956,0.5875,1.66271628848338
50.0299,0.6,1.69922963481442
68.9543,0.6125,1.83856135402229
86.4947,0.625,1.93698949669865
105.73,0.6375,2.02419823220687
117.382,0.65,2.06960150491826
119.936,0.6625,2.07894956053565
133.906,0.675,2.12680003712038
175.04,0.6875,2.24313730465334
190.56,0.7,2.2800317441387
223.583,0.7125,2.3494387791479
232.26,0.725,2.3659744217026
233.96,0.7375,2.36914161269128
254.44,0.75,2.40558538690449
293.12,0.7625,2.46704545198776
431.7,0.775,2.63518204865627
461.64,0.7875,2.66430343235444
530.31,0.8,2.72452981664123
575.49,0.8125,2.76003778151481
587.8,0.825,2.76922958173659
733.09,0.8375,2.86515729538327
747.12,0.85,2.87339036239412
902.78,0.8625,2.95558192924284
1083.56,0.875,3.03485296452289
1171.98,0.8875,3.0689202004502
1458.65,0.9,3.16395109634608
2481.69,0.9125,3.39474753070914
2958.56,0.925,3.47108038125362
3246.97,0.9375,3.51147827603141
4433.4,0.95,3.64673691694241
5269.08,0.9625,3.72173479247956
9315.89,0.975,3.96922435183827
10546.88,0.9875,4.02312400473484
