"total_time","ecdf_value","log_total_time"
10.5191,0.00418410041841004,1.02197858375744
10.9934,0.00836820083682008,1.04113203026479
17.4491,0.0125523012552301,1.24177303157522
18.8148,0.0167364016736402,1.27449960616064
19.3656,0.0209205020920502,1.28703095717815
20.9711,0.0251046025104603,1.32162121117115
26.1515,0.0292887029288703,1.4174966042182
28.5151,0.0334728033472803,1.45507489895714
31.6184,0.0376569037656904,1.49993988935482
31.7813,0.0418410041841004,1.50217165785812
32.9678,0.0460251046025105,1.51808996686597
34.3339,0.0502092050209205,1.53572313789353
36.5169,0.0543933054393305,1.56249390221281
38.2479,0.0585774058577406,1.58260759521647
39.3755,0.0627615062761506,1.59522608161321
41.8638,0.0669456066945607,1.62183864693933
43.4299,0.0711297071129707,1.63778882937378
48.174,0.0753138075313808,1.68281270829917
49.7825,0.0794979079497908,1.69707670241605
52.7974,0.0836820083682008,1.72261253629413
53.1347,0.0878661087866109,1.72537823288294
54.6432,0.0920502092050209,1.73753612445182
63.6428,0.096234309623431,1.80374927841953
64.2466,0.100418410041841,1.80785014927478
65.7996,0.104602510460251,1.8182232535179
68.1306,0.108786610878661,1.83334221362077
72.1726,0.112970711297071,1.8583723509305
79.4592,0.117154811715481,1.90014418823842
86.5664,0.121338912133891,1.93734935707321
86.8593,0.125523012552301,1.93881632505658
86.9919,0.129707112970711,1.93947881642238
87.0412,0.133891213389121,1.93972486982867
88.8583,0.138075313807531,1.94869800024312
91.7863,0.142259414225941,1.96277786335358
92.08,0.146443514644351,1.96416531062174
92.6227,0.150627615062762,1.966717436753
94.3728,0.154811715481172,1.97484684056841
97.4707,0.158995815899582,1.98887408502479
99.3529,0.163179916317992,1.99718054820091
99.4698,0.167364016736402,1.99769124472383
101.853,0.171548117154812,2.00797382532693
102.796,0.175732217573222,2.01197621571251
103.497,0.179916317991632,2.01492776136464
103.931,0.184100418410042,2.01674510598724
106.333,0.188284518828452,2.02666806691068
108.07,0.192468619246862,2.03370515146785
109.132,0.196652719665272,2.03795211434362
110.436,0.200836820083682,2.04311066807418
111.997,0.205020920502092,2.04920638962647
118.7,0.209205020920502,2.07445071895459
121.975,0.213389121338912,2.0862708267843
125.405,0.217573221757322,2.09831485251639
128.105,0.221757322175732,2.1075660807988
130.171,0.225941422594142,2.11451424119991
136.168,0.230125523012552,2.1340750587055
137.533,0.234309623430962,2.13840691633626
