"memory_used","ecdf_value"
1,17.7777777777778
1.0990990990991,18.8888888888889
1.1981981981982,18.8888888888889
1.2972972972973,20
1.3963963963964,20.5555555555556
1.4954954954955,21.1111111111111
1.59459459459459,22.2222222222222
1.69369369369369,22.2222222222222
1.79279279279279,23.8888888888889
1.89189189189189,24.4444444444444
1.99099099099099,24.4444444444444
2.09009009009009,24.4444444444444
2.18918918918919,25
2.28828828828829,26.6666666666667
2.38738738738739,27.2222222222222
2.48648648648649,28.8888888888889
2.58558558558559,30.5555555555556
2.68468468468468,31.1111111111111
2.78378378378378,31.6666666666667
2.88288288288288,31.6666666666667
2.98198198198198,32.2222222222222
3.08108108108108,33.3333333333333
3.18018018018018,33.8888888888889
3.27927927927928,33.8888888888889
3.37837837837838,33.8888888888889
3.47747747747748,34.4444444444444
3.57657657657658,35
3.67567567567568,35.5555555555556
3.77477477477477,35.5555555555556
3.87387387387387,37.2222222222222
3.97297297297297,37.2222222222222
4.07207207207207,37.7777777777778
4.17117117117117,38.3333333333333
4.27027027027027,38.8888888888889
4.36936936936937,38.8888888888889
4.46846846846847,39.4444444444444
4.56756756756757,39.4444444444444
4.66666666666667,41.1111111111111
4.76576576576577,41.1111111111111
4.86486486486486,42.2222222222222
4.96396396396396,42.2222222222222
5.06306306306306,43.3333333333333
5.16216216216216,43.8888888888889
5.26126126126126,44.4444444444444
5.36036036036036,45
5.45945945945946,45
5.55855855855856,45
5.65765765765766,45
5.75675675675676,45.5555555555556
5.85585585585586,45.5555555555556
5.95495495495495,45.5555555555556
6.05405405405405,45.5555555555556
6.15315315315315,45.5555555555556
6.25225225225225,45.5555555555556
6.35135135135135,46.1111111111111
6.45045045045045,46.6666666666667
6.54954954954955,46.6666666666667
6.64864864864865,46.6666666666667
6.74774774774775,46.6666666666667
6.84684684684685,47.2222222222222
6.94594594594595,47.2222222222222
7.04504504504505,47.7777777777778
7.14414414414414,47.7777777777778
7.24324324324324,48.3333333333333
7.34234234234234,48.8888888888889
7.44144144144144,49.4444444444444
7.54054054054054,50
7.63963963963964,50
7.73873873873874,50.5555555555556
7.83783783783784,50.5555555555556
7.93693693693694,50.5555555555556
8.03603603603604,51.1111111111111
8.13513513513514,51.1111111111111
8.23423423423423,51.1111111111111
8.33333333333333,51.6666666666667
8.43243243243243,51.6666666666667
8.53153153153153,51.6666666666667
8.63063063063063,52.2222222222222
8.72972972972973,52.2222222222222
8.82882882882883,52.7777777777778
