"memory_used","ecdf_value"
1,16.6666666666667
1.0990990990991,17.7777777777778
1.1981981981982,17.7777777777778
1.2972972972973,17.7777777777778
1.3963963963964,17.7777777777778
1.4954954954955,18.3333333333333
1.59459459459459,19.4444444444444
1.69369369369369,19.4444444444444
1.79279279279279,20
1.89189189189189,20.5555555555556
1.99099099099099,22.2222222222222
2.09009009009009,22.2222222222222
2.18918918918919,23.3333333333333
2.28828828828829,23.3333333333333
2.38738738738739,25.5555555555556
2.48648648648649,26.1111111111111
2.58558558558559,27.2222222222222
2.68468468468468,27.7777777777778
2.78378378378378,28.3333333333333
2.88288288288288,29.4444444444444
2.98198198198198,29.4444444444444
3.08108108108108,29.4444444444444
3.18018018018018,29.4444444444444
3.27927927927928,29.4444444444444
3.37837837837838,29.4444444444444
3.47747747747748,30.5555555555556
3.57657657657658,30.5555555555556
3.67567567567568,31.6666666666667
3.77477477477477,32.2222222222222
3.87387387387387,32.2222222222222
3.97297297297297,32.2222222222222
4.07207207207207,32.2222222222222
4.17117117117117,32.2222222222222
4.27027027027027,33.3333333333333
4.36936936936937,33.8888888888889
4.46846846846847,35
4.56756756756757,35
4.66666666666667,35.5555555555556
4.76576576576577,36.1111111111111
4.86486486486486,37.2222222222222
4.96396396396396,37.2222222222222
5.06306306306306,38.8888888888889
5.16216216216216,38.8888888888889
5.26126126126126,39.4444444444444
5.36036036036036,39.4444444444444
5.45945945945946,39.4444444444444
5.55855855855856,39.4444444444444
5.65765765765766,39.4444444444444
5.75675675675676,39.4444444444444
5.85585585585586,40.5555555555556
5.95495495495495,41.1111111111111
6.05405405405405,41.6666666666667
6.15315315315315,41.6666666666667
6.25225225225225,41.6666666666667
6.35135135135135,42.2222222222222
6.45045045045045,42.2222222222222
6.54954954954955,42.7777777777778
6.64864864864865,42.7777777777778
6.74774774774775,42.7777777777778
6.84684684684685,42.7777777777778
6.94594594594595,42.7777777777778
7.04504504504505,43.3333333333333
7.14414414414414,43.3333333333333
7.24324324324324,43.3333333333333
7.34234234234234,43.3333333333333
7.44144144144144,43.3333333333333
7.54054054054054,43.3333333333333
7.63963963963964,43.8888888888889
7.73873873873874,43.8888888888889
7.83783783783784,43.8888888888889
7.93693693693694,45
8.03603603603604,45
8.13513513513514,45.5555555555556
8.23423423423423,45.5555555555556
8.33333333333333,46.1111111111111
8.43243243243243,46.1111111111111
8.53153153153153,46.6666666666667
8.63063063063063,46.6666666666667
8.72972972972973,46.6666666666667
8.82882882882883,47.2222222222222
8.92792792792793,47.7777777777778
9.02702702702703,47.7777777777778
9.12612612612613,48.3333333333333
9.22522522522523,48.3333333333333
9.32432432432432,48.3333333333333
9.42342342342342,48.3333333333333
9.52252252252252,48.3333333333333
9.62162162162162,49.4444444444444
9.72072072072072,49.4444444444444
9.81981981981982,49.4444444444444
9.91891891891892,49.4444444444444
10.018018018018,49.4444444444444
10.1171171171171,49.4444444444444
10.2162162162162,49.4444444444444
10.3153153153153,49.4444444444444
10.4144144144144,50.5555555555556
10.5135135135135,50.5555555555556
10.6126126126126,50.5555555555556
10.7117117117117,50.5555555555556
10.8108108108108,50.5555555555556
10.9099099099099,50.5555555555556
11.009009009009,50.5555555555556
11.1081081081081,50.5555555555556
11.2072072072072,50.5555555555556
11.3063063063063,50.5555555555556
11.4054054054054,50.5555555555556
11.5045045045045,50.5555555555556
11.6036036036036,50.5555555555556
11.7027027027027,50.5555555555556
11.8018018018018,50.5555555555556
11.9009009009009,50.5555555555556
12,50.5555555555556
12.0990990990991,50.5555555555556
12.1981981981982,50.5555555555556
12.2972972972973,50.5555555555556
12.3963963963964,50.5555555555556
12.4954954954955,50.5555555555556
12.5945945945946,50.5555555555556
12.6936936936937,50.5555555555556
12.7927927927928,50.5555555555556
12.8918918918919,50.5555555555556
12.990990990991,50.5555555555556
13.0900900900901,50.5555555555556
13.1891891891892,50.5555555555556
13.2882882882883,50.5555555555556
13.3873873873874,50.5555555555556
13.4864864864865,50.5555555555556
13.5855855855856,50.5555555555556
13.6846846846847,50.5555555555556
13.7837837837838,51.6666666666667
13.8828828828829,51.6666666666667
13.981981981982,51.6666666666667
14.0810810810811,51.6666666666667
14.1801801801802,51.6666666666667
14.2792792792793,51.6666666666667
14.3783783783784,52.2222222222222
14.4774774774775,52.2222222222222
14.5765765765766,52.7777777777778
14.6756756756757,52.7777777777778
14.7747747747748,52.7777777777778
14.8738738738739,52.7777777777778
14.972972972973,53.3333333333333
15.0720720720721,53.3333333333333
15.1711711711712,53.3333333333333
15.2702702702703,53.3333333333333
15.3693693693694,53.3333333333333
15.4684684684685,53.3333333333333
15.5675675675676,53.3333333333333
15.6666666666667,53.3333333333333
15.7657657657658,53.3333333333333
15.8648648648649,53.3333333333333
15.963963963964,53.3333333333333
16.0630630630631,53.3333333333333
16.1621621621622,53.3333333333333
16.2612612612613,53.3333333333333
16.3603603603604,53.3333333333333
16.4594594594595,53.3333333333333
16.5585585585586,53.3333333333333
16.6576576576577,53.3333333333333
16.7567567567568,53.3333333333333
16.8558558558559,53.8888888888889
16.954954954955,53.8888888888889
17.0540540540541,53.8888888888889
17.1531531531532,53.8888888888889
17.2522522522523,53.8888888888889
17.3513513513514,53.8888888888889
17.4504504504505,53.8888888888889
17.5495495495495,53.8888888888889
17.6486486486486,53.8888888888889
17.7477477477477,53.8888888888889
17.8468468468468,53.8888888888889
17.9459459459459,53.8888888888889
18.045045045045,53.8888888888889
18.1441441441441,53.8888888888889
18.2432432432432,53.8888888888889
18.3423423423423,53.8888888888889
18.4414414414414,53.8888888888889
18.5405405405405,53.8888888888889
18.6396396396396,53.8888888888889
18.7387387387387,53.8888888888889
18.8378378378378,53.8888888888889
18.9369369369369,53.8888888888889
19.036036036036,53.8888888888889
19.1351351351351,53.8888888888889
19.2342342342342,54.4444444444444
19.3333333333333,54.4444444444444
19.4324324324324,54.4444444444444
19.5315315315315,54.4444444444444
19.6306306306306,54.4444444444444
19.7297297297297,54.4444444444444
19.8288288288288,54.4444444444444
19.9279279279279,54.4444444444444
20.027027027027,54.4444444444444
20.1261261261261,54.4444444444444
20.2252252252252,54.4444444444444
20.3243243243243,54.4444444444444
20.4234234234234,54.4444444444444
20.5225225225225,54.4444444444444
20.6216216216216,54.4444444444444
20.7207207207207,54.4444444444444
20.8198198198198,54.4444444444444
20.9189189189189,54.4444444444444
21.018018018018,54.4444444444444
21.1171171171171,54.4444444444444
21.2162162162162,54.4444444444444
21.3153153153153,54.4444444444444
21.4144144144144,54.4444444444444
21.5135135135135,54.4444444444444
21.6126126126126,54.4444444444444
21.7117117117117,54.4444444444444
21.8108108108108,54.4444444444444
21.9099099099099,54.4444444444444
22.009009009009,55
22.1081081081081,55
22.2072072072072,55
22.3063063063063,55
